customer_id,customer_name,frequency,recency,monetary
113,Eliana Silva,4,2017-11-24,4236.3466
114,Thalia Horne,2,2018-03-29,727.984
115,Rey Lindsay,4,2018-01-28,8327.9477
116,Merlene Vinson,9,2018-04-15,12793.633699999998
117,Dacia William,4,2016-04-11,2371.4545
118,Le Wood,2,2016-12-21,3974.6254
119,Thalia Dillard,6,2018-07-10,16764.1256
120,Luz House,7,2018-04-06,9425.166799999999
121,Lucy Woods,2,2018-04-19,3589.122
122,Shena Carter,4,2018-01-25,24890.6244
123,Robena Hill,9,2018-07-01,13783.7813
124,Jeni Booker,5,2018-04-23,6235.5381
125,Herlinda Stone,2,2017-07-23,7067.962799999998
126,Lavina Dejesus,5,2018-03-07,10314.924799999999
127,Erlinda Nielsen,2,2016-04-30,6034.965399999999
128,Terrance Lynn,3,2017-12-04,7536.1622
129,Walton Dejesus,2,2017-06-11,3011.4809999999998
130,Wes Stanton,1,2016-12-25,423.992
131,Tanesha Hampton,2,2016-12-21,2335.5207
132,Boyd Irwin,3,2016-08-16,3271.8135
133,Delbert Wilkins,4,2016-06-25,3810.8230000000003
134,Brianna Moss,3,2016-04-19,3751.874
135,Dorthey Jackson,7,2018-11-28,12026.9409
136,Sarita Parks,8,2018-12-28,15314.013200000001
137,Shonta Mercer,1,2017-03-01,723.8905
138,Jone Bernard,8,2018-04-27,12010.496899999998
139,Wanita Davenport,2,2018-03-22,2319.976
140,Cleopatra Tate,5,2017-08-12,12909.9214
141,Ramiro Byers,1,2017-03-09,376.79200000000003
142,Nicholas Vazquez,1,2017-06-16,5224.9905
143,Janae Doyle,2,2017-09-11,3920.663
144,Hans Price,1,2016-08-26,256.4905
145,Miquel Neal,3,2016-06-01,8696.071999999998
146,Stefany Potter,4,2018-02-16,6183.5624
147,Bernetta Marquez,2,2017-02-26,10322.972099999999
148,Julee Woodard,2,2016-10-11,1260.973
149,Meredith Bryan,2,2016-09-17,8474.1624
150,Weldon Michael,2,2016-06-01,3840.882
151,Joesph Delacruz,6,2018-04-06,6863.6268
152,Katherina Odom,3,2018-03-26,3643.5440000000003
153,Laraine Robbins,9,2017-04-01,17068.4922
154,Jenise Preston,1,2017-03-23,751.984
155,Lory Page,3,2016-10-19,4214.973399999999
156,Charlyn Cantrell,3,2016-07-11,4534.383
157,Carola Rodriquez,9,2018-04-26,17861.1996
158,Alane Kennedy,2,2016-06-29,1395.1624
159,Regina Burns,4,2016-06-22,11013.9345
160,Omer Estrada,2,2016-11-27,7975.972999999999
161,Crystle Gilliam,3,2017-07-29,4296.181500000001
162,Kam Wilder,4,2017-04-25,4094.8481
163,Margert Stevens,5,2016-12-27,4851.1372
164,Tomika Larson,1,2016-01-25,1139.981
165,Jeromy Burch,7,2018-04-27,11907.9041
166,Lena Mills,1,2017-03-01,751.984
167,Loreta Johnston,5,2017-06-14,14172.218499999999
168,Nettie Mcdaniel,5,2017-07-20,3801.6487
169,Karla Kirk,4,2018-04-17,13678.357
170,Regine Gonzales,6,2018-04-17,13801.2997
171,Miriam Baker,5,2017-05-15,3723.8275000000003
172,Jeanie Kirkland,5,2018-04-18,15841.0992
173,Marquerite Dawson,5,2017-02-13,8072.331
174,Babara Ochoa,1,2017-07-19,2963.9809999999998
175,Nova Hess,4,2018-04-11,13023.926
176,Carley Reynolds,7,2018-04-26,6829.7092
177,Carissa Foreman,1,2017-04-22,170.991
178,Genoveva Tyler,3,2016-11-24,4125.556500000001
179,Deane Sears,2,2017-05-22,5887.3423999999995
180,Karey Steele,1,2018-03-31,2478.4
181,Olevia Pitts,4,2018-04-03,8273.955899999999
182,Jenniffer Bullock,4,2017-08-15,17746.5951
183,Jeniffer Ratliff,1,2016-04-22,1254.9405
184,Klara Stanley,3,2017-02-27,16436.065000000002
185,Morton Lee,2,2017-08-07,3290.7715
186,Ken Charles,3,2017-10-17,9833.6547
187,Hedwig Paul,6,2018-04-16,13611.6259
188,Sharla Flynn,3,2018-04-25,1729.775
189,Damian Dawson,2,2017-08-11,2069.3725
190,Toya Pratt,4,2017-01-11,2082.1435
191,Graciela Barber,5,2018-04-24,2593.1289
192,Bong Hebert,7,2018-04-21,14208.388099999998
193,Ayanna Rhodes,3,2016-10-10,914.9670000000001
194,Dorine Roberson,8,2018-04-03,12320.120700000001
195,Addie Hahn,5,2018-03-08,14935.0311
196,Edythe Valencia,3,2017-05-09,10949.946799999998
197,Andy O'neill,5,2016-09-25,4655.0404
198,Luis Tyler,3,2017-08-16,2749.3474
199,Clelia Workman,3,2016-08-20,4571.0727
200,Ashely Holmes,1,2017-02-16,391.992
201,Candis Harding,5,2017-10-23,2548.9732
202,Marni Bolton,3,2016-06-28,4095.0137999999997
203,Minerva Decker,5,2018-01-06,12369.6265
204,Alpha King,4,2016-02-28,2813.5587
205,Harris Pittman,4,2016-04-04,3642.0126
206,Stephaine Riddle,3,2016-05-25,8429.9454
207,Michel Blankenship,4,2017-02-13,2500.4381000000003
208,Denis Logan,5,2018-04-07,5651.0267
209,Jutta Everett,1,2017-08-10,1127.992
210,Priscilla Wilkins,1,2017-11-07,3599.991
211,Gilma Dejesus,2,2016-07-11,1472.481
212,Buford Bridges,3,2016-11-13,6155.9644
213,Elenore Hensley,4,2017-10-27,4789.7348
214,Ross Pugh,4,2017-05-08,3032.7401
215,Judith Finley,4,2017-05-28,4397.9639
216,Wai Soto,3,2017-10-14,4912.157
217,Carline Collier,6,2018-04-03,5073.0365
218,Casey Gill,4,2016-02-27,6902.465
219,Darcie Morgan,2,2017-07-12,1567.173
220,Lucio Sherman,5,2017-08-21,6672.2947
221,Clementine Mooney,1,2017-04-04,199.99200000000002
222,Anya Contreras,2,2017-10-26,1497.4827
223,Scarlet Yates,2,2016-05-29,4563.091
224,Moses Pope,9,2018-04-23,11471.895400000001
225,Barbera Riggs,4,2017-08-17,7486.331399999999
226,Kiana Rivera,5,2017-11-04,13033.596099999999
227,Danielle Bond,5,2017-12-01,18553.73
228,Whitney Estes,1,2018-03-18,674.991
229,Molly Langley,1,2017-10-19,814.6707
230,Chelsey Hardin,3,2016-07-07,9211.523
231,Jenee Rasmussen,8,2018-04-26,12861.8789
232,Freddie Mathis,2,2017-03-04,1755.3725
233,Mariana Strong,2,2018-04-13,2317.0840000000003
234,Winfred Harris,5,2017-03-30,3804.9214
235,Jeromy Elliott,2,2016-10-16,5989.965
236,Verona O'neill,2,2016-01-21,4157.9724
237,Elvera Peck,2,2018-04-08,2007.5811999999999
238,Cindi Larson,4,2017-06-24,20177.7457
239,Felice Guzman,7,2018-04-29,10156.896799999999
240,Le Deleon,7,2018-04-25,9959.0962
241,Manie Sanchez,3,2016-10-01,2157.916
242,Rutha Howell,3,2017-05-30,7143.6644
243,Natosha Rowland,3,2017-11-08,2658.7627
244,Jessika Bray,3,2017-12-28,1113.2655
245,Delila Hamilton,3,2017-01-29,10869.9637
246,Dionne Norris,3,2017-04-09,6261.957399999999
247,Muriel Juarez,2,2018-01-15,10570.471899999999
248,Cecelia Gill,2,2017-06-21,1101.683
249,Magda Eaton,1,2017-03-18,723.8905
250,Ivonne Yang,2,2017-01-28,2371.1623999999997
251,Kasie Rodriquez,3,2016-04-04,8879.452899999998
252,Eleni Gordon,4,2016-01-19,8587.397
253,Maurice Norton,1,2018-01-21,1439.9840000000002
254,Cristobal Hutchinson,3,2017-09-21,1716.5529999999999
255,Flossie Holder,5,2017-03-04,10269.8557
256,Erma Salinas,4,2018-01-06,2658.1454
257,Earl Stanley,4,2017-12-17,5315.904199999999
258,Maribel William,1,2016-01-09,437.09069999999997
259,Johnathan Velazquez,5,2016-01-01,10231.0464
260,Rodrick Shelton,4,2016-10-11,3349.6487
261,Ferne Kline,2,2016-09-02,1837.4717
262,Rubin Decker,4,2017-12-04,2484.4274
263,Dortha Jarvis,5,2018-03-15,14405.0464
264,Mariela Huffman,2,2016-02-13,1577.0717
265,Mellisa Farley,2,2017-06-10,1096.1817
266,Myung Hooper,3,2017-07-15,2681.9570000000003
267,Angelina Lloyd,2,2016-05-11,1625.963
268,Trinity Riddle,4,2017-09-01,7211.723399999999
269,Barton Crosby,4,2017-10-21,7526.0367
270,Claudio Wise,2,2017-06-23,3646.9826999999996
271,Katheleen Marks,1,2016-03-01,879.984
272,Deja Chaney,5,2016-09-11,8561.2627
273,Queenie Vance,3,2017-12-31,3056.9624
274,Josh Shaw,5,2016-07-24,5701.1053999999995
275,Pinkie Kirkland,5,2017-09-13,11476.5364
276,Lavette Wright,4,2016-02-21,6866.9384
277,Mark Garrett,3,2016-02-06,3570.5560000000005
278,Myesha Burgess,3,2017-06-15,5226.6626
279,Justina Long,4,2017-12-07,9327.738000000001
280,Brenda Tate,4,2016-05-01,4616.0145
281,Rayna Perry,2,2016-07-05,5672.281
282,Randolph Chase,5,2016-06-11,9163.428899999999
283,Jaimee Day,2,2017-01-09,1172.9724
284,Susann Bass,2,2017-03-07,1001.6116999999999
285,Leola Gould,1,2017-12-10,613.7907
286,Virgil Frost,1,2017-10-03,1026.7014
287,Mireille Puckett,4,2018-03-20,2320.5564000000004
288,Keturah Massey,5,2016-03-28,4765.4287
289,Charmain Webster,3,2017-11-17,17834.9634
290,Barry Buckner,3,2017-07-22,1467.9554000000003
291,Boyce Burks,4,2017-01-28,1600.0929999999998
292,Monty Frost,5,2017-10-09,13947.544899999999
293,Tiny French,2,2018-03-03,6102.963
294,Clementina Sargent,2,2017-04-06,1208.4825
295,Danny Kim,5,2017-02-13,11055.941
296,Sophia Mcmillan,5,2018-03-19,13773.627700000001
297,Christia Carson,2,2017-01-22,3658.1809999999996
298,Jennie Middleton,4,2016-11-22,9474.9404
299,Jame Riggs,3,2016-07-13,2687.1434
300,Rayford Simon,1,2018-03-04,1023.984
301,Annett Garrett,3,2017-04-04,4156.6929
302,Hayden Cross,2,2018-03-30,631.6747
303,Rolanda Larsen,4,2017-11-11,3136.0432
304,Jayme Zamora,1,2016-10-02,502.1814
305,Hope Cotton,3,2017-08-21,1238.5660000000003
306,Vikki Erickson,3,2016-03-03,6489.5650000000005
307,Fransisca Nicholson,2,2016-05-17,2942.982
308,Mazie Fernandez,4,2018-03-11,7394.9644
309,Anderson Martin,3,2016-12-11,3900.6587000000004
310,Gilberto Parsons,3,2018-01-23,12935.949399999998
311,Charise Burt,3,2017-12-25,1250.8636999999999
312,Cameron Carroll,2,2018-01-30,5419.973
313,Melani Jarvis,4,2016-11-04,4918.366
314,Javier Nichols,4,2016-09-16,6872.9437
315,Justina Jenkins,4,2017-03-31,2258.1214999999997
316,Hortencia Graham,3,2016-03-19,6815.9474
317,Christia Wilkins,2,2016-02-20,1543.7628
318,Eliz Whitney,3,2017-10-23,1662.0538999999999
319,Justin Newton,3,2016-06-25,2337.4624999999996
320,Aron Wiggins,2,2017-12-03,10047.424500000001
321,Chere Hardin,3,2016-11-06,1165.0810000000001
322,Merideth Preston,3,2017-12-16,11832.453899999999
323,Jeniffer Slater,1,2018-02-09,2699.991
324,Laureen Paul,3,2016-01-04,2165.0816999999997
325,Berna Moore,1,2017-08-12,949.9905
326,Shiela Calderon,3,2017-08-25,2768.3634
327,Sharie Alvarez,5,2016-03-14,5716.596
328,Bettie Glover,3,2017-06-26,8740.966
329,Marilyn Frank,1,2017-04-18,9499.981
330,Sheba Knapp,5,2018-03-18,11972.927099999999
331,Aleta Mack,5,2016-08-20,1929.514
332,Reena Higgins,4,2016-03-29,5728.934399999999
333,Ami Mcmahon,4,2017-11-12,2840.0460999999996
334,Somer Jordan,3,2017-09-08,12663.956
335,Scarlet Reed,2,2017-03-05,4147.662
336,Trisha Johnson,2,2016-03-02,754.5812
337,Majorie Wyatt,5,2016-08-16,5119.353999999999
338,Abbey Pugh,2,2016-04-08,4132.992
339,Tamela Harrell,3,2017-06-16,17479.957000000002
340,Yanira Bradshaw,4,2017-03-28,9157.756
341,Delana Scott,1,2016-11-02,1199.9840000000002
342,Cassondra Pruitt,1,2017-05-26,269.99100000000004
343,Jesica Fields,2,2017-02-02,1800.4814999999999
344,Herta Rollins,5,2017-01-20,4464.6642
345,Mi Gray,2,2017-05-21,9728.9827
346,Jacalyn Barnett,1,2017-11-11,502.1907
347,Kanesha Hudson,1,2017-01-16,225.89100000000002
348,Darren Witt,2,2016-01-27,3223.184
349,Mable Pratt,2,2017-01-17,6912.171499999999
350,Christoper Mccall,4,2016-06-13,11462.5954
351,Margorie Wynn,4,2017-09-19,8498.463
352,Josef Greer,4,2017-05-20,5925.560100000001
353,Tisa Whitney,4,2017-07-23,3196.2044
354,Tonda Armstrong,4,2017-07-13,7179.9832
355,Arvilla Weiss,2,2017-06-16,3015.9718999999996
356,Vashti Rosario,2,2017-07-23,9865.4727
357,Sheri Cole,3,2016-04-03,1970.5907
358,Kandace Giles,4,2017-05-02,3247.2480000000005
359,Angie Powers,2,2016-09-04,1990.1627999999998
360,Van Peters,3,2016-06-29,6448.2907
361,Virgina Berg,4,2017-01-24,5154.1467
362,Olevia Noel,3,2016-09-19,3997.9747
363,Kaci Gallegos,1,2016-05-10,242.991
364,Bev Chang,2,2018-03-04,5291.965
365,Rodger Rojas,3,2016-11-20,1758.5140000000001
366,Lavonne Anderson,2,2016-03-27,6744.774
367,Blanca Hooper,5,2017-03-15,6602.950500000001
368,Alysha Powers,1,2016-08-25,751.984
369,Mary Singleton,2,2017-10-14,1536.1215
370,Jina Cooper,2,2016-03-23,521.9817
371,Loni Duncan,1,2016-04-02,1619.991
372,Collene Roman,3,2017-04-15,6578.9654
373,Mariette Trevino,1,2016-08-12,949.981
374,Candelaria Coffey,5,2017-03-24,14735.4152
375,Yan Trevino,5,2017-11-19,11391.43
376,Elanor Patrick,2,2017-05-19,2136.531
377,Klara Mosley,2,2016-10-18,755.972
378,Rosalba O'neal,1,2016-06-21,464.9907
379,Mina Carrillo,2,2017-08-29,6671.6012
380,Alesia Horne,5,2017-02-01,2787.9590000000003
381,Kristen Alvarez,2,2016-02-10,888.2814000000001
382,Collin Webster,2,2017-02-16,861.0117
383,Ashlee Pena,4,2017-01-18,17305.9384
384,Aimee Merritt,4,2017-05-15,8096.4455
385,Rochelle Ward,4,2016-02-16,2427.9567
386,Nelle Beck,4,2017-05-05,4012.6457
387,Kaila Walters,2,2017-11-25,1367.984
388,Aleta Stone,1,2017-09-06,418.4907
389,Leif Short,2,2017-06-20,877.9812
390,Lorrie Pollard,1,2016-04-22,7439.981399999999
391,Vernita Ball,1,2017-03-02,269.99100000000004
392,Cyndi Bush,2,2018-03-31,1681.9740000000002
393,Gertrude Terry,2,2016-02-19,2379.973
394,Virgen Clemons,2,2017-05-03,7184.972399999999
395,Fairy Robinson,4,2018-03-20,4041.1537000000003
396,Laverna Hernandez,3,2016-08-31,4699.9557
397,Jeannie Wilcox,3,2016-02-17,1378.182
398,Suellen Mercado,1,2016-09-06,1139.981
399,Bart Hess,2,2016-09-19,1331.9733999999999
400,Alfredo Dodson,4,2017-06-26,4766.8345
401,Shaunda Barnett,1,2016-10-12,256.4905
402,Kerrie Morton,3,2017-05-25,2282.965
403,Elouise Fry,3,2016-03-16,10866.962199999998
404,Augustus Steele,2,2017-06-20,519.984
405,Greta Page,2,2018-03-20,1245.973
406,Kerrie O'neill,1,2017-04-12,1139.981
407,Dannette Guerrero,4,2017-07-29,7719.957
408,Edra Fitzgerald,4,2017-07-22,2297.7575
409,Jerome Bolton,2,2016-03-20,728.973
410,Conception Slater,5,2016-08-20,5478.9485
411,Octavia Case,3,2016-06-17,9673.8444
412,Dexter Roberts,1,2017-08-19,2963.9809999999998
413,Ginette Edwards,4,2016-06-06,5225.9475
414,Romaine Haley,2,2016-02-23,1337.0817
415,Gwendolyn Miller,3,2017-04-06,11349.9574
416,Luke Fuller,3,2016-09-01,1709.3652000000002
417,Zoraida Patton,4,2017-02-08,7004.840999999999
418,Georgeanna Webster,1,2017-12-27,593.991
419,Krystin Marshall,3,2017-07-09,1613.3947000000003
420,Vince Schneider,5,2017-03-29,8204.530200000001
421,Iola Rasmussen,4,2016-10-06,9838.4455
422,Valery Saunders,2,2016-03-04,872.0820000000001
423,Johna Powers,1,2016-11-24,599.9920000000001
424,Charleen Hurst,2,2016-07-09,1490.2907
425,Augustina Joyner,5,2018-01-07,20509.4254
426,Daisy Ward,3,2017-11-16,6023.9545
427,Latonya Dixon,1,2018-01-29,3149.991
428,Hipolito Padilla,5,2017-04-15,5062.3384
429,Emmett Casey,2,2017-07-30,3194.082
430,Kandi Mcneil,3,2017-03-16,1847.0647
431,Luciano Marsh,3,2017-04-11,1999.3494
432,Julius Holt,2,2017-03-20,3489.9734000000003
433,Holly Nieves,2,2017-02-28,1601.3717
434,Douglass Little,3,2016-09-09,3092.9448
435,Izola Hobbs,4,2017-11-23,3439.4575
436,Honey Camacho,3,2017-07-02,2200.8641
437,Laureen Barry,5,2016-01-20,3859.928
438,Katharine Herrera,2,2016-03-23,1455.974
439,Sunshine Rosario,1,2017-01-08,2789.9907
440,Yevette Todd,3,2018-01-20,4863.968000000001
441,Dorthea Walker,3,2016-08-07,12965.7468
442,Alane Munoz,1,2016-01-05,242.991
443,Ayana Keith,5,2018-01-04,4685.0969000000005
444,Caridad Compton,4,2017-12-24,8945.75
445,Earline Ballard,1,2016-11-27,1599.9840000000002
446,Nathanael Bradley,1,2017-04-28,377.982
447,Chasidy Tran,4,2016-08-29,5080.623
448,Janella Bright,1,2017-03-11,513.3507
449,Josie Schultz,2,2016-10-02,1894.541
450,Ellsworth Michael,4,2016-01-09,4030.0561
451,Jennette Wooten,1,2016-08-20,359.20000000000005
452,Cassandra Nichols,1,2018-02-21,377.982
453,Courtney Wyatt,4,2017-08-17,7823.944
454,Terese Palmer,1,2016-12-22,464.9907
455,Sherita Cherry,1,2017-04-13,719.984
456,Serina Hensley,3,2017-08-12,1690.6635
457,Jeni Farley,1,2017-06-20,377.982
458,Everett Vega,2,2017-11-19,1304.9750000000001
459,Latosha Dalton,4,2016-04-18,4877.406
460,Romelia Myers,3,2017-08-10,5440.362399999999
461,Effie Jenkins,3,2017-06-30,5768.2144
462,Efren Oliver,3,2017-11-06,11463.957999999999
463,Jerlene Rios,4,2018-03-15,10266.9542
464,Bess Mcbride,4,2018-01-15,18853.354399999997
465,Birdie Kramer,2,2016-10-06,1382.972
466,Collen Hayes,1,2016-12-22,2113.5840000000003
467,Clare Neal,4,2017-11-25,2357.9642
468,Jeanett Herman,2,2016-09-30,962.9730000000001
469,Micki Rutledge,4,2016-03-08,3511.7384
470,Loise Walker,3,2016-11-09,3270.2309999999998
471,Burma Summers,1,2016-03-10,569.9905
472,Myron Ruiz,3,2017-06-05,7350.4645
473,Lashawna Richardson,5,2017-04-27,11596.428899999999
474,Lavern Orr,3,2018-03-04,3644.045
475,Alec Peck,1,2016-08-17,1139.981
476,Christopher Richardson,1,2018-01-19,1394.9814
477,Arminda Weber,1,2017-04-23,1044.981
478,Emmett Hahn,3,2018-03-16,4700.0626999999995
479,Gertha Mejia,5,2017-03-22,8109.950500000001
480,Garland Weaver,5,2016-07-20,3074.2065
481,Jayson Rutledge,3,2016-10-04,6947.9474
482,Narcisa Knapp,1,2017-11-01,279.992
483,Gayla Sims,1,2018-03-11,1519.2
484,Chelsey Boyd,3,2016-03-17,6332.9424
485,Catherine Miles,3,2017-07-11,1635.5468
486,Valeri Marshall,4,2017-10-15,5834.135699999999
487,Grace Madden,4,2016-12-06,1450.0230000000001
488,Joaquin Hawkins,2,2018-02-07,6259.265
489,Kirstie Vazquez,2,2016-05-17,2853.963
490,Yu Mcdonald,4,2017-03-13,6804.9580000000005
491,Celestine Jacobs,3,2018-02-11,6971.553699999999
492,Justa Thompson,4,2016-09-21,9927.5559
493,Lise Alvarado,2,2017-08-17,576.7917
494,Pearl Fox,3,2017-09-15,1494.9554000000003
495,Travis Goodman,4,2017-07-18,2446.9410000000003
496,Shu Mays,3,2017-03-13,8056.768
497,Ezra Fowler,2,2016-06-15,2958.3021
498,Edda Young,3,2016-03-30,3238.9623999999994
499,Lidia Ashley,5,2017-01-29,9704.944899999999
500,Moira Lester,4,2017-02-21,6196.644399999999
501,Tony Hicks,1,2016-05-17,712.4905
502,Malinda Baxter,4,2018-01-17,2312.4447
503,Marlo Jefferson,2,2017-07-14,13242.962
504,Tiana Henderson,3,2016-02-05,1200.542
505,Wilda Petersen,3,2018-03-28,6813.7535
506,Irving Pitts,4,2016-10-27,8359.215999999999
507,Sheree Pena,2,2017-05-11,3022.8714999999997
508,Vance Taylor,1,2017-10-19,697.4907
509,Terra Pickett,4,2017-11-23,11787.5533
510,Faustino Delacruz,3,2016-06-03,2346.6624
511,Julienne Moody,2,2017-06-24,1277.9660000000001
512,Hee Greer,2,2017-01-03,3509.973
513,Whitney Cash,2,2016-10-05,458.98300000000006
514,Clarita Curry,1,2016-05-07,242.991
515,Reita Dickson,3,2018-03-17,3766.6347
516,Rosa Kinney,2,2016-02-21,1499.9660000000001
517,Buford Gilbert,4,2017-09-19,9044.927
518,Homer Powers,1,2018-03-15,3039.9809999999998
519,Rudolf Gilliam,4,2017-05-27,2747.2395
520,Andreas Herman,1,2016-12-30,2754.9905
521,Max Charles,3,2016-02-17,3998.362
522,Tammera Fischer,3,2016-08-26,1196.9665
523,Joshua Robertson,2,2016-01-02,1519.981
524,Larraine Horn,4,2017-04-01,5017.855100000001
525,Andreas Mayer,5,2017-06-14,18114.9309
526,Lazaro Moran,5,2016-02-09,4422.9400000000005
527,Afton Juarez,3,2016-08-14,4279.5725
528,Angele Schroeder,1,2016-07-23,845.9820000000001
529,Ellena Clements,4,2016-02-17,7568.0544
530,Selene Austin,4,2017-02-02,5382.0464
531,Kimberely Bowen,3,2017-03-06,15087.2644
532,Mia Delgado,1,2017-01-03,527.984
533,Garret Clay,2,2017-12-14,3346.0319
534,Alejandro Haney,3,2017-10-05,16846.953999999998
