customer_id,first_name,last_name,phone,email,street,city,state,zip_code
26,Theo,Reese,(562) 215-2907,theo.reese@gmail.com,8755 W. Wild Horse St. ,Long Beach,NY,11561
282,Randolph,Chase,,randolph.chase@yahoo.com,828 Bridle Ave. ,San Lorenzo,CA,94580
1340,Tona,Velasquez,,tona.velasquez@msn.com,9166 Trout St. ,Whitestone,NY,11357
59,Latasha,Stanley,,latasha.stanley@gmail.com,8068 Fordham Drive ,Rockville Centre,NY,11570
202,Marni,Bolton,(717) 670-6268,marni.bolton@msn.com,7469 Plymouth Ave. ,Lancaster,NY,14086
158,Alane,Kennedy,,alane.kennedy@yahoo.com,34 Green Lake Street ,Spring Valley,NY,10977
941,Danyell,Dickerson,,danyell.dickerson@msn.com,8306 Fieldstone Dr. ,Central Islip,NY,11722
924,Lea,Irwin,,lea.irwin@gmail.com,845 Adams Lane ,New Windsor,NY,12553
622,Gabriel,Pitts,,gabriel.pitts@gmail.com,8462 Marshall Drive ,Clifton Park,NY,12065
1193,Phebe,Soto,,phebe.soto@hotmail.com,9239 Leatherwood Rd. ,South Ozone Park,NY,11420
584,Lynne,Anderson,(915) 789-6666,lynne.anderson@msn.com,325 Inverness St. ,El Paso,TX,79930
551,Jenine,Crane,(682) 183-6555,jenine.crane@msn.com,7381 Alderwood Drive ,Fort Worth,TX,76110
14,Garry,Espinoza,,garry.espinoza@hotmail.com,7858 Rockaway Court ,Forney,TX,75126
1042,Larissa,Hays,,larissa.hays@aol.com,66 2nd Drive ,Elmont,NY,11003
834,Brain,Skinner,,brain.skinner@hotmail.com,8676 Ketch Harbour Ave. ,Euless,TX,76039
1054,Arielle,Levine,,arielle.levine@yahoo.com,7100 High Ridge St. ,Garland,TX,75043
995,Amina,Salazar,,amina.salazar@aol.com,944 Wellington Street ,Canandaigua,NY,14424
536,Christiane,Bradford,,christiane.bradford@gmail.com,9043 Woodland Ave. ,Orchard Park,NY,14127
1297,Vanessa,West,,vanessa.west@gmail.com,34 Prairie Lane ,New Rochelle,NY,10801
331,Aleta,Mack,,aleta.mack@yahoo.com,8869 W. Edgemont Lane ,Bay Shore,NY,11706
410,Conception,Slater,,conception.slater@gmail.com,5 Sunset Street ,Bellmore,NY,11710
1274,Odette,Moses,,odette.moses@gmail.com,899 Overlook Lane ,Newburgh,NY,12550
416,Luke,Fuller,(516) 363-2253,luke.fuller@hotmail.com,576 Cleveland Lane ,Hempstead,NY,11550
843,Tessie,Farmer,,tessie.farmer@msn.com,870 Cottage Ave. ,Plattsburgh,NY,12901
726,Rochell,Cantrell,,rochell.cantrell@yahoo.com,437 Water Dr. ,Port Jefferson Station,NY,11776
197,Andy,O'neill,,andy.o'neill@msn.com,9544 Mulberry Drive ,Rego Park,NY,11374
468,Jeanett,Herman,,jeanett.herman@hotmail.com,839 East Arch Street ,Lindenhurst,NY,11757
304,Jayme,Zamora,,jayme.zamora@gmail.com,2 Ridge Lane ,Springfield Gardens,NY,11413
984,Ivette,Warren,,ivette.warren@gmail.com,8408 Thomas Street ,Franklin Square,NY,11010
1048,Ji,Burt,,ji.burt@hotmail.com,40 S. Roberts Street ,Apple Valley,CA,92307
193,Ayanna,Rhodes,,ayanna.rhodes@msn.com,7425 Pheasant St. ,Hicksville,NY,11801
1331,Divina,Reeves,,divina.reeves@hotmail.com,767 Bradford Dr. ,Newburgh,NY,12550
8,Jacquline,Duncan,,jacquline.duncan@yahoo.com,15 Brown St. ,Jackson Heights,NY,11372
613,Margene,Eaton,,margene.eaton@yahoo.com,43 Sugar Street ,Wantagh,NY,11793
724,Lois,Steele,,lois.steele@yahoo.com,7501 South Marlborough Street ,Ossining,NY,10562
1096,Tonda,Webb,,tonda.webb@yahoo.com,53 SW. Edgemont Rd. ,Baldwinsville,NY,13027
676,Gayle,Wilkinson,,gayle.wilkinson@yahoo.com,4 Riverside Ave. ,Lindenhurst,NY,11757
1406,Farrah,Orr,,farrah.orr@msn.com,8711 W. Ashley St. ,New Hyde Park,NY,11040
1144,Jewel,Sparks,,jewel.sparks@aol.com,12 Vine Road ,Oakland Gardens,NY,11364
321,Chere,Hardin,,chere.hardin@yahoo.com,763 Fulton Road ,Brooklyn,NY,11201
1443,Lezlie,Lamb,,lezlie.lamb@gmail.com,401 Brandywine Street ,Central Islip,NY,11722
298,Jennie,Middleton,,jennie.middleton@gmail.com,95 High Noon Dr. ,Upland,CA,91784
819,Yahaira,Robertson,,yahaira.robertson@yahoo.com,142 Roehampton Dr. ,Endicott,NY,13760
581,Vonda,Berger,,vonda.berger@yahoo.com,615 S. Proctor Ave. ,Santa Clara,CA,95050
487,Grace,Madden,,grace.madden@gmail.com,606 East Rocky River St. ,San Pablo,CA,94806
1232,Jong,Guthrie,,jong.guthrie@hotmail.com,889 Leatherwood Drive ,Bethpage,NY,11714
1318,Tisha,Petty,(210) 851-3122,tisha.petty@msn.com,9083 Lake View Ave. ,San Antonio,TX,78213
654,Eun,Harris,(619) 378-2432,eun.harris@gmail.com,623 Jones St. ,San Diego,CA,92111
814,Ghislaine,Compton,,ghislaine.compton@aol.com,8930 Princess St. ,Lindenhurst,NY,11757
1404,Loyce,Conway,,loyce.conway@aol.com,729 State Lane ,Central Islip,NY,11722
1199,Consuela,Collier,,consuela.collier@msn.com,338 S. Holly Avenue ,North Tonawanda,NY,14120
119,Thalia,Dillard,,thalia.dillard@yahoo.com,987 NE. Gates Street ,San Angelo,TX,76901
1104,Khalilah,Robertson,,khalilah.robertson@aol.com,22 Longbranch Rd. ,Spring Valley,NY,10977
1148,Lenore,Valdez,,lenore.valdez@msn.com,829 Birchpond Street ,Spring Valley,NY,10977
890,Rosanne,George,,rosanne.george@yahoo.com,38 Pleasant St. ,Ossining,NY,10562
871,Erlinda,Humphrey,,erlinda.humphrey@hotmail.com,532 South Victoria St. ,New Windsor,NY,12553
909,Alita,Salinas,,alita.salinas@hotmail.com,8550 Bear Hill Ave. ,Uniondale,NY,11553
687,Cecilia,Camacho,,cecilia.camacho@yahoo.com,682 Mountainview Rd. ,Desoto,TX,75115
895,Elaina,Key,,elaina.key@msn.com,1 Main St. ,Plainview,NY,11803
945,Krissy,Ochoa,,krissy.ochoa@msn.com,80 Queen Ave. ,Port Washington,NY,11050
1183,Kim,Clark,,kim.clark@msn.com,19 Liberty St. ,Merrick,NY,11566
960,Arline,Lawson,(516) 792-3395,arline.lawson@gmail.com,48 Whitemarsh Lane ,Hempstead,NY,11550
44,Onita,Johns,,onita.johns@msn.com,32 Glen Creek Lane ,Elmont,NY,11003
904,Jana,Thomas,(408) 624-8137,jana.thomas@yahoo.com,283 E. Spring Dr. ,San Jose,CA,95127
1204,Leslie,Higgins,,leslie.higgins@hotmail.com,805 Logan Ave. ,Saratoga Springs,NY,12866
1326,Tarra,Guerrero,,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021
541,Lanita,Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236
1035,Tangela,Hurley,,tangela.hurley@msn.com,49 North Cross St. ,Campbell,CA,95008
1296,Travis,Whitley,,travis.whitley@aol.com,60 Euclid Ave. ,Saint Albans,NY,11412
151,Joesph,Delacruz,,joesph.delacruz@aol.com,184 Cypress Street ,Atwater,CA,95301
208,Denis,Logan,,denis.logan@msn.com,121 Rockcrest Street ,Ridgecrest,CA,93555
1185,Corine,Stuart,,corine.stuart@msn.com,5 Penn Street ,Clifton Park,NY,12065
1413,Ophelia,Decker,,ophelia.decker@yahoo.com,69 Rockwell Court ,New Windsor,NY,12553
612,Gabriel,Wagner,,gabriel.wagner@msn.com,7921 Manhattan Ave. ,Ballston Spa,NY,12020
336,Trisha,Johnson,(717) 126-8787,trisha.johnson@msn.com,59 Wild Horse St. ,Lancaster,NY,14086
12,Robby,Sykes,(516) 583-7761,robby.sykes@hotmail.com,486 Rock Maple Street ,Hempstead,NY,11550
1255,Ben,Stone,,ben.stone@gmail.com,8855 University St. ,Ithaca,NY,14850
1369,Starr,Schneider,,starr.schneider@aol.com,77 Mulberry Street ,Shirley,NY,11967
740,Gwenn,Melton,,gwenn.melton@yahoo.com,9545 Wakehurst Drive ,Centereach,NY,11720
316,Hortencia,Graham,,hortencia.graham@aol.com,7764 Greenrose Street ,Euless,TX,76039
409,Jerome,Bolton,,jerome.bolton@msn.com,9921 Argyle Street ,Carmel,NY,10512
370,Jina,Cooper,,jina.cooper@aol.com,8947 W. Lexington Rd. ,Howard Beach,NY,11414
76,Parker,Prince,,parker.prince@hotmail.com,21 Sulphur Springs Drive ,Port Jefferson Station,NY,11776
251,Kasie,Rodriquez,,kasie.rodriquez@aol.com,7 North Beech St. ,Ballston Spa,NY,12020
1147,Kandace,Ayers,,kandace.ayers@gmail.com,9005 Lookout Lane ,Santa Monica,CA,90403
1361,Destiny,Goodman,,destiny.goodman@msn.com,29 Smoky Hollow St. ,Westbury,NY,11590
1074,Lanelle,Guerra,,lanelle.guerra@yahoo.com,989 Wrangler St. ,Floral Park,NY,11001
635,Myrtie,James,,myrtie.james@yahoo.com,566 North Livingston Ave. ,Merrick,NY,11566
267,Angelina,Lloyd,,angelina.lloyd@yahoo.com,9593 North Sherman Dr. ,Apple Valley,CA,92307
1358,Noble,Glover,,noble.glover@gmail.com,728 W. Rocky River Street ,Orchard Park,NY,14127
615,Jamika,Blanchard,,jamika.blanchard@gmail.com,420 Cambridge Street ,Fresh Meadows,NY,11365
1350,Annett,Rush,,annett.rush@hotmail.com,758 Fordham Lane ,Rosedale,NY,11422
956,Venus,Hewitt,,venus.hewitt@msn.com,9835 Old Cemetery Lane ,Farmingdale,NY,11735
145,Miquel,Neal,,miquel.neal@hotmail.com,9564 Deerfield Lane ,Staten Island,NY,10301
851,Arlena,Buckner,,arlena.buckner@hotmail.com,629 Locust Ave. ,New Hyde Park,NY,11040
800,Cris,Dunn,,cris.dunn@yahoo.com,1 Pawnee Street ,Pittsford,NY,14534
1130,Benny,Bender,,benny.bender@aol.com,520 W. Hamilton St. ,Elmont,NY,11003
885,Janna,Hayden,,janna.hayden@msn.com,32 Hilldale Street ,Longview,TX,75604
17,Caren,Stephens,,caren.stephens@msn.com,914 Brook St. ,Scarsdale,NY,10583
424,Charleen,Hurst,,charleen.hurst@yahoo.com,87 Country Avenue ,Utica,NY,13501
1019,Janie,Herrera,,janie.herrera@gmail.com,652 Westport Street ,Elmhurst,NY,11373
795,Mariam,Miranda,,mariam.miranda@aol.com,18 East Washington Avenue ,Franklin Square,NY,11010
480,Garland,Weaver,,garland.weaver@gmail.com,7161 Goldfield Court ,Amsterdam,NY,12010
1333,Omega,Huff,,omega.huff@aol.com,63 Devon St. ,Santa Monica,CA,90403
750,Romaine,Salazar,,romaine.salazar@yahoo.com,7700 Wentworth Rd. ,Monsey,NY,10952
1307,Cinda,Rocha,,cinda.rocha@hotmail.com,926 North Oklahoma Dr. ,Los Banos,CA,93635
337,Majorie,Wyatt,,majorie.wyatt@yahoo.com,8507 Miller St. ,South Ozone Park,NY,11420
578,Salena,Day,,salena.day@msn.com,8067 Park Court ,San Lorenzo,CA,94580
1377,Johana,Jacobson,(507) 407-9384,johana.jacobson@gmail.com,29 San Juan St. ,Rochester,NY,14606
67,Tommie,Melton,(916) 802-2952,tommie.melton@gmail.com,8 West Old York St. ,Sacramento,CA,95820
272,Deja,Chaney,,deja.chaney@hotmail.com,52 Woodside Ave. ,Jamaica,NY,11432
77,Keri,Bridges,,keri.bridges@gmail.com,8504 Brickell Ave. ,Richardson,TX,75080
314,Javier,Nichols,,javier.nichols@msn.com,8944 Marconi St. ,Rowlett,TX,75088
30,Jamaal,Albert,,jamaal.albert@gmail.com,853 Stonybrook Street ,Torrance,CA,90505
399,Bart,Hess,,bart.hess@aol.com,799 N. Maiden Street ,Kingston,NY,12401
691,Ladawn,Downs,(281) 165-2090,ladawn.downs@yahoo.com,7452 S. Airport Court ,Houston,TX,77016
555,Marry,Benjamin,,marry.benjamin@yahoo.com,33 Amerige Street ,Forney,TX,75126
559,Basilia,Thornton,(631) 592-9548,basilia.thornton@hotmail.com,9033 Pine Dr. ,Brentwood,NY,11717
921,Evelin,Vargas,,evelin.vargas@msn.com,7049 Pin Oak Ave. ,Webster,NY,14580
191,Graciela,Barber,(805) 656-6987,graciela.barber@hotmail.com,1 E. Young St. ,Oxnard,CA,93035
712,Kecia,Olsen,,kecia.olsen@msn.com,8389 Central St. ,Santa Cruz,CA,95060
377,Klara,Mosley,,klara.mosley@gmail.com,518 Devon Court ,Port Chester,NY,10573
835,Roseanne,Maynard,,roseanne.maynard@yahoo.com,219 Old Paris Hill Dr. ,Euless,TX,76039
759,Cira,Downs,(510) 788-4456,cira.downs@gmail.com,672 Sussex Ave. ,Oakland,CA,94603
1228,Zulema,Clemons,(510) 565-8496,zulema.clemons@aol.com,75 W. Howard St. ,Oakland,CA,94603
104,Katharina,Bates,,katharina.bates@gmail.com,54 South Greenview Drive ,Campbell,CA,95008
1209,Deandrea,Cox,,deandrea.cox@msn.com,617 Sycamore Street ,Huntington,NY,11743
1,Debra,Burks,,debra.burks@yahoo.com,9273 Thorne Ave. ,Orchard Park,NY,14127
896,Stefani,Gamble,(845) 724-2996,stefani.gamble@aol.com,9119 W. Victoria St. ,New City,NY,10956
163,Margert,Stevens,,margert.stevens@aol.com,502 North Poplar St. ,Rome,NY,13440
949,Venessa,Frost,,venessa.frost@msn.com,621 West School Rd. ,Scarsdale,NY,10583
626,Leigh,Burke,,leigh.burke@hotmail.com,7651 Creek St. ,Schenectady,NY,12302
1125,Caleb,England,,caleb.england@gmail.com,649 Marvon St. ,Pleasanton,CA,94566
1399,Angelika,Perry,,angelika.perry@msn.com,7684 South Branch Drive ,Canandaigua,NY,14424
698,Charleen,Joyner,,charleen.joyner@aol.com,735 N. John Dr. ,Corona,NY,11368
953,Kattie,Stevenson,,kattie.stevenson@aol.com,52 Carson Street ,Helotes,TX,78023
1343,Jama,Rodriquez,,jama.rodriquez@msn.com,681 Smith Dr. ,Upland,CA,91784
430,Kandi,Mcneil,,kandi.mcneil@msn.com,402 Border Street ,Massapequa Park,NY,11762
153,Laraine,Robbins,,laraine.robbins@yahoo.com,8214 E. Pin Oak Lane ,San Angelo,TX,76901
428,Hipolito,Padilla,,hipolito.padilla@hotmail.com,311 E. Rose Avenue ,New Rochelle,NY,10801
877,Janine,Manning,,janine.manning@gmail.com,9118B Campfire St. ,Howard Beach,NY,11414
519,Rudolf,Gilliam,,rudolf.gilliam@aol.com,17 Marlborough Circle ,Palos Verdes Peninsula,CA,90274
525,Andreas,Mayer,,andreas.mayer@hotmail.com,8577 Galvin Circle ,New Rochelle,NY,10801
511,Julienne,Moody,(682) 841-4643,julienne.moody@hotmail.com,35 South Oxford Rd. ,Fort Worth,TX,76110
1423,Dollie,Cervantes,(682) 362-7457,dollie.cervantes@aol.com,8828 Applegate Drive ,Fort Worth,TX,76110
1379,Dorine,Thornton,,dorine.thornton@gmail.com,8730 N. Atlantic Street ,Sunnyside,NY,11104
41,Kathie,Freeman,,kathie.freeman@msn.com,667 Temple Dr. ,Queensbury,NY,12804
783,Celestine,Kent,(717) 890-4260,celestine.kent@aol.com,697 Fordham Street ,Lancaster,NY,14086
176,Carley,Reynolds,,carley.reynolds@gmail.com,2 Snake Hill Drive ,South El Monte,CA,91733
450,Ellsworth,Michael,,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512
1175,Sindy,Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768
1149,Drucilla,Gilliam,,drucilla.gilliam@hotmail.com,8257 E. Westminster Ave. ,Santa Clara,CA,95050
236,Verona,O'neill,,verona.o'neill@hotmail.com,8279 W. Sussex St. ,Selden,NY,11784
583,Lashandra,Turner,(562) 327-9469,lashandra.turner@hotmail.com,11 Marlborough Rd. ,Long Beach,NY,11561
965,Margit,Osborn,,margit.osborn@yahoo.com,909 Gulf Drive ,Plainview,NY,11803
1305,Dalia,Carson,(507) 186-2004,dalia.carson@aol.com,7175 Galvin St. ,Rochester,NY,14606
504,Tiana,Henderson,,tiana.henderson@aol.com,62 Orange St. ,Franklin Square,NY,11010
1253,Susannah,Fields,,susannah.fields@hotmail.com,17 Railroad Street ,Far Rockaway,NY,11691
521,Max,Charles,,max.charles@gmail.com,695 St Paul Street ,Glen Cove,NY,11542
317,Christia,Wilkins,,christia.wilkins@msn.com,7062 Willow Court ,Woodside,NY,11377
516,Rosa,Kinney,,rosa.kinney@yahoo.com,330 Highland Drive ,Brooklyn,NY,11201
1094,Keitha,Black,,keitha.black@yahoo.com,7670 Hilldale Ave. ,Lindenhurst,NY,11757
469,Micki,Rutledge,,micki.rutledge@aol.com,9868 Marvon Street ,Richmond Hill,NY,11418
1078,Theresia,Barron,,theresia.barron@aol.com,951 Wild Rose Street ,Forest Hills,NY,11375
577,Danille,Mcfarland,,danille.mcfarland@msn.com,14 Tailwater St. ,Rocklin,CA,95677
574,Adriene,Rivera,,adriene.rivera@hotmail.com,973 Yukon Avenue ,Encino,CA,91316
1079,Cindi,Ellis,,cindi.ellis@yahoo.com,6 Cypress Lane ,Floral Park,NY,11001
919,Ruthanne,Hoover,,ruthanne.hoover@aol.com,835 Paris Hill Road ,Torrance,CA,90505
1435,Merrie,Fowler,,merrie.fowler@aol.com,532 Leatherwood Ave. ,Scarsdale,NY,10583
632,Yvette,Rogers,,yvette.rogers@aol.com,3 SE. Oklahoma Drive ,Franklin Square,NY,11010
764,Terrell,Mathis,,terrell.mathis@aol.com,9320 Center Ave. ,Selden,NY,11784
568,Arcelia,Vinson,,arcelia.vinson@gmail.com,40 Dogwood St. ,West Islip,NY,11795
1337,Bernetta,Summers,,bernetta.summers@aol.com,1 Young Ave. ,Longview,TX,75604
274,Josh,Shaw,,josh.shaw@gmail.com,212 North Leeton Ridge Street ,Hopewell Junction,NY,12533
1357,Karren,Lamb,(559) 628-2239,karren.lamb@aol.com,35 N. Chapel St. ,Fresno,CA,93706
1004,Jerald,Blackwell,,jerald.blackwell@hotmail.com,8364 South Wakehurst Ave. ,East Elmhurst,NY,11369
1189,Sheila,Goodman,,sheila.goodman@msn.com,9586 Chestnut St. ,Uniondale,NY,11553
825,Kristel,Byrd,,kristel.byrd@hotmail.com,9967 Piper Street ,Hicksville,NY,11801
576,Shirely,Stanley,(915) 437-6113,shirely.stanley@gmail.com,73 White Avenue ,El Paso,TX,79930
522,Tammera,Fischer,(510) 534-8845,tammera.fischer@hotmail.com,405 Olive St. ,Oakland,CA,94603
103,Sylvie,Wilkerson,,sylvie.wilkerson@yahoo.com,750 Central Ave. ,Syosset,NY,11791
1265,Bonita,Marshall,,bonita.marshall@msn.com,48 Bald Hill Drive ,Endicott,NY,13760
240,Le,Deleon,,le.deleon@msn.com,58 Clark Court ,Banning,CA,92220
1397,Dewayne,Herring,,dewayne.herring@aol.com,9015 Willow Lane ,Webster,NY,14580
944,Tonja,Henderson,,tonja.henderson@aol.com,82 Alton St. ,Scarsdale,NY,10583
791,Yun,Nelson,,yun.nelson@hotmail.com,529 Durham Street ,Ballston Spa,NY,12020
362,Olevia,Noel,,olevia.noel@yahoo.com,39 N. Rosewood Dr. ,Kingston,NY,12401
1028,Shanna,Bonner,,shanna.bonner@msn.com,386 Lafayette Road ,Canandaigua,NY,14424
1061,Alanna,Barry,,alanna.barry@yahoo.com,33 Laurel Avenue ,Euless,TX,76039
686,Darcel,Harmon,,darcel.harmon@msn.com,966 Hickory Street ,Santa Clara,CA,95050
709,Vinnie,Chan,,vinnie.chan@aol.com,8750 Surrey St. ,Forest Hills,NY,11375
876,Onita,Macdonald,,onita.macdonald@yahoo.com,94 Wood St. ,Glen Cove,NY,11542
875,Tanesha,Sawyer,,tanesha.sawyer@aol.com,9B Kingston Lane ,Rosedale,NY,11422
977,Barton,Cox,,barton.cox@yahoo.com,8220 Creekside Street ,Amityville,NY,11701
235,Jeromy,Elliott,,jeromy.elliott@gmail.com,7112 Laurel Street ,Bay Shore,NY,11706
155,Lory,Page,,lory.page@hotmail.com,58 Summerhouse Street ,Bay Shore,NY,11706
54,Fran,Yang,,fran.yang@hotmail.com,440 Pearl St. ,Utica,NY,13501
1429,Lorrie,Justice,,lorrie.justice@gmail.com,8396 Brook Drive ,Pomona,CA,91768
1282,Alexis,Mack,(845) 707-6088,alexis.mack@aol.com,7767 Sutor Ave. ,New City,NY,10956
833,Leone,Emerson,,leone.emerson@msn.com,460 Smith Store Ave. ,Whitestone,NY,11357
1306,America,Swanson,,america.swanson@msn.com,83 South Arlington Lane ,Webster,NY,14580
102,Marisol,Goodman,,marisol.goodman@gmail.com,864 East Cherry St. ,Canandaigua,NY,14424
952,Aileen,Marquez,,aileen.marquez@msn.com,8899 Newbridge Street ,Torrance,CA,90505
560,Tricia,Daniels,,tricia.daniels@gmail.com,8628 Crescent Court ,Forney,TX,75126
1163,Carmela,Hays,,carmela.hays@aol.com,149 Pennington Ave. ,Lawndale,CA,90260
973,Margaretta,Clayton,,margaretta.clayton@yahoo.com,524 San Pablo Ave. ,Ridgecrest,CA,93555
985,Milagros,Weber,,milagros.weber@hotmail.com,7591 Glendale Ave. ,Harlingen,TX,78552
1081,Carson,Macias,,carson.macias@gmail.com,7 Pennington St. ,New Rochelle,NY,10801
1271,Roy,Chan,,roy.chan@hotmail.com,7578 Middle River St. ,Pomona,CA,91768
864,Lore,Sykes,(716) 382-5169,lore.sykes@aol.com,7050 Beach Drive ,Buffalo,NY,14215
619,Ana,Palmer,(657) 323-8684,ana.palmer@yahoo.com,7 Buckingham St. ,Anaheim,CA,92806
1251,Nanette,Roman,,nanette.roman@yahoo.com,8254 North Riverview Street ,Glendora,CA,91740
1059,Season,Harvey,,season.harvey@yahoo.com,388 Arnold Court ,East Northport,NY,11731
342,Cassondra,Pruitt,,cassondra.pruitt@aol.com,4 Alderwood Circle ,Merrick,NY,11566
618,Skye,Pope,,skye.pope@yahoo.com,121 S. Bay Meadows Ave. ,Richmond Hill,NY,11418
658,Nicki,Larson,,nicki.larson@yahoo.com,8317 West Leatherwood Dr. ,Monsey,NY,10952
1184,Annabelle,Hebert,,annabelle.hebert@aol.com,9745 Nicolls Lane ,Spring Valley,NY,10977
125,Herlinda,Stone,,herlinda.stone@msn.com,725 Gulf St. ,Canandaigua,NY,14424
539,Jamika,Acevedo,,jamika.acevedo@yahoo.com,8027 NW. Poplar St. ,Ozone Park,NY,11417
1439,Florrie,Little,,florrie.little@yahoo.com,8330 Marsh St. ,New Rochelle,NY,10801
494,Pearl,Fox,,pearl.fox@yahoo.com,9415 Honey Creek Dr. ,Uniondale,NY,11553
1031,Tonja,Bean,,tonja.bean@aol.com,9 Middle River St. ,Fairport,NY,14450
1002,Cami,Williamson,,cami.williamson@hotmail.com,9511A Windsor Drive ,Massapequa,NY,11758
571,Kaley,Blanchard,,kaley.blanchard@msn.com,74 Evergreen Court ,Palos Verdes Peninsula,CA,90274
903,Maira,Long,,maira.long@msn.com,7587 Bear Hill Street ,Hicksville,NY,11801
1172,Katherin,Clark,,katherin.clark@yahoo.com,996 Iroquois Street ,Pittsford,NY,14534
50,Cleotilde,Booth,,cleotilde.booth@gmail.com,17 Corona St. ,Sugar Land,TX,77478
138,Jone,Bernard,(657) 536-5165,jone.bernard@hotmail.com,99 Longbranch Court ,Anaheim,CA,92806
81,Zina,Bonner,,zina.bonner@hotmail.com,9312 8th Street ,San Lorenzo,CA,94580
530,Selene,Austin,,selene.austin@msn.com,9042 Linda Circle ,Duarte,CA,91010
1072,Maryalice,Henry,,maryalice.henry@msn.com,85 Prince Street ,Richardson,TX,75080
1105,Armando,Black,,armando.black@gmail.com,8611 N. Poor House St. ,Richardson,TX,75080
629,Evelina,Byrd,(716) 601-7704,evelina.byrd@msn.com,628 S. Church St. ,Buffalo,NY,14215
1436,Macie,Ayers,,macie.ayers@msn.com,8730 Longfellow St. ,Bellmore,NY,11710
214,Ross,Pugh,,ross.pugh@msn.com,8598 Saxon St. ,North Tonawanda,NY,14120
957,Stephen,Vega,(657) 288-3778,stephen.vega@msn.com,5 Briarwood St. ,Anaheim,CA,92806
1390,Genoveva,Lloyd,,genoveva.lloyd@aol.com,706 Devonshire St. ,Bayside,NY,11361
1418,Penni,Best,(657) 611-2991,penni.best@msn.com,875 Second Drive ,Anaheim,CA,92806
1281,Marlen,Dawson,,marlen.dawson@msn.com,67 Oak Valley Street ,Woodside,NY,11377
140,Cleopatra,Tate,,cleopatra.tate@aol.com,97 N. Glenwood St. ,East Elmhurst,NY,11369
47,Bridgette,Guerra,,bridgette.guerra@hotmail.com,9982 Manor Drive ,San Lorenzo,CA,94580
1412,Adrien,Hunter,,adrien.hunter@yahoo.com,720 Thompson Lane ,Rego Park,NY,11374
858,Klara,Kim,,klara.kim@gmail.com,9660 Sherman Lane ,Rome,NY,13440
1097,Collen,Dennis,,collen.dennis@gmail.com,284 E. Mill Street ,San Pablo,CA,94806
850,Stephanie,Browning,,stephanie.browning@yahoo.com,9156 Lantern St. ,Rowlett,TX,75088
