customer_id,first_name,last_name,total_spent,frequency,recency,RFM_Score
72,Petronila,Norris,13914.3345,2,2450.899422465358,16367.233922465359
89,Arvilla,Osborn,10805.3354,2,2450.899422465358,13258.234822465358
60,Neil,Mccall,9919.3294,2,2450.899422465358,12372.228822465358
77,Keri,Bridges,8522.9542,3,2451.899422465358,10977.853622465358
65,Kanesha,Vega,11151.6045,2,2451.899422465358,13605.503922465357
88,Titus,Bullock,9805.2464,2,2451.899422465358,12259.145822465358
42,Tangela,Quinn,9205.1175,2,2451.899422465358,11659.016922465358
57,Pamala,Henry,6981.940100000001,2,2451.899422465358,9435.839522465358
63,Tenisha,Lyons,20086.3708,2,2452.899422465358,22541.27022246536
121,Lucy,Woods,3589.122,2,2452.899422465358,6044.021422465357
4,Daryl,Spence,21150.892699999997,3,2453.899422465358,23607.792122465355
30,Jamaal,Albert,10355.390800000001,3,2453.899422465358,12812.290222465359
172,Jeanie,Kirkland,15841.0992,2,2453.899422465358,18296.99862246536
5,Charolette,Rice,17520.291899999997,3,2454.899422465358,19978.191322465354
17,Caren,Stephens,5275.327,3,2454.899422465358,7733.226422465358
73,Melanie,Hayes,31913.690199999997,2,2454.899422465358,34370.589622465355
91,Marvin,Mullins,18856.877,2,2454.899422465358,21313.77642246536
39,Janetta,Aguirre,17783.487399999998,2,2454.899422465358,20240.386822465356
70,Tomasa,Carson,16338.9384,2,2454.899422465358,18795.837822465357
170,Regine,Gonzales,13801.2997,2,2454.899422465358,16258.199122465358
169,Karla,Kirk,13678.357,2,2454.899422465358,16135.256422465358
67,Tommie,Melton,1472.4724999999999,2,2454.899422465358,3929.371922465358
58,Damien,Dorsey,21514.461499999998,2,2455.899422465358,23972.360922465356
187,Hedwig,Paul,13611.6259,2,2455.899422465358,16069.525322465357
76,Parker,Prince,7168.477800000001,2,2455.899422465358,9626.377222465358
116,Merlene,Vinson,12793.633699999998,3,2456.899422465358,15253.533122465356
79,Ashanti,Parks,16025.071499999998,2,2456.899422465358,18483.970922465356
36,Bernita,Mcdaniel,6079.942999999999,2,2456.899422465358,8538.842422465357
19,Lizzette,Stein,16739.9958,3,2457.899422465358,19200.89522246536
18,Georgetta,Hardin,14877.289,3,2457.899422465358,17338.18842246536
34,Brittney,Woodward,11035.7581,2,2457.899422465358,13495.657522465357
28,Jeanice,Frost,19992.864800000003,2,2458.899422465358,22453.76422246536
110,Ollie,Zimmerman,5371.338,2,2458.899422465358,7832.237422465358
233,Mariana,Strong,2317.0840000000003,2,2458.899422465358,4777.983422465359
50,Cleotilde,Booth,16179.116699999999,3,2459.899422465358,18642.016122465357
13,Lashawn,Ortiz,14774.458299999998,3,2459.899422465358,17237.357722465356
20,Aleta,Shepard,11102.47,3,2459.899422465358,13565.369422465357
8,Jacquline,Duncan,2201.6567,3,2459.899422465358,4664.5561224653575
38,Zelma,Browning,21535.6665,2,2459.899422465358,23997.565922465357
37,Melia,Brady,14011.8265,2,2459.899422465358,16473.725922465357
59,Latasha,Stanley,13854.6016,2,2459.899422465358,16316.501022465358
78,Chi,Goff,3441.2631,2,2459.899422465358,5903.162522465358
66,Lorrie,Becker,23026.2923,3,2460.899422465358,25490.19172246536
47,Bridgette,Guerra,16935.6408,3,2460.899422465358,19399.54022246536
175,Nova,Hess,13023.926,2,2460.899422465358,15486.825422465357
26,Theo,Reese,9514.0705,2,2460.899422465358,11976.969922465358
97,Louanne,Martin,6450.9529,2,2460.899422465358,8913.852322465358
61,Elinore,Aguilar,25636.4531,3,2461.899422465358,28101.352522465357
32,Araceli,Golden,18037.285,3,2461.899422465358,20502.184422465358
87,Yan,Mcgowan,13546.9484,2,2461.899422465358,16010.847822465357
16,Emmitt,Sanchez,31925.885700000003,3,2462.899422465358,34391.78512246536
2,Kasha,Todd,19329.084899999998,3,2462.899422465358,21794.984322465356
68,Jayne,Kirkland,10802.6294,3,2462.899422465358,13268.528822465358
25,Regenia,Vaughan,14529.2583,2,2462.899422465358,16994.15772246536
75,Abby,Gamble,32803.0062,2,2463.899422465358,35268.90562246536
85,Teofila,Fischer,23195.075399999998,2,2463.899422465358,25660.974822465356
22,Adelle,Larsen,16651.0484,2,2463.899422465358,19116.947822465358
92,Tena,Cruz,3037.1355,2,2463.899422465358,5503.034922465358
237,Elvera,Peck,2007.5811999999999,2,2463.899422465358,4473.480622465358
208,Denis,Logan,5651.0267,2,2464.899422465358,8117.926122465358
31,Williemae,Holloway,19756.6432,3,2465.899422465358,22225.542622465357
120,Luz,House,9425.166799999999,2,2465.899422465358,11893.066222465357
83,Tiesha,Daniel,7793.150700000001,2,2465.899422465358,10261.05012246536
151,Joesph,Delacruz,6863.6268,2,2465.899422465358,9331.526222465358
52,Tu,Ramirez,6467.6551,2,2465.899422465358,8935.554522465358
81,Zina,Bonner,5660.9369,2,2465.899422465358,8128.836322465358
86,Lissa,Vargas,12551.997000000001,2,2466.899422465358,15020.89642246536
69,Katelin,Kennedy,7568.9310000000005,2,2466.899422465358,10037.830422465358
64,Bobbie,Foster,8778.1311,3,2467.899422465358,11249.030522465358
82,Lizzie,Joyner,18995.0137,2,2467.899422465358,21464.913122465357
41,Kathie,Freeman,3962.0287,2,2467.899422465358,6431.928122465358
194,Dorine,Roberson,12320.120700000001,2,2468.899422465358,14791.02012246536
181,Olevia,Pitts,8273.955899999999,2,2468.899422465358,10744.855322465357
217,Carline,Collier,5073.0365,2,2468.899422465358,7543.935922465358
35,Guillermina,Noble,22061.0729,2,2469.899422465358,24532.972322465357
84,Armand,Whitehead,7154.5445,2,2469.899422465358,9626.443922465358
51,Gertrud,Rhodes,7000.058000000001,2,2469.899422465358,9471.957422465359
94,Sharyn,Hopkins,34807.93919999999,2,2470.899422465358,37280.83862246535
27,Santos,Valencia,10719.0988,2,2470.899422465358,13191.998222465358
23,Kaylee,English,4775.9635,2,2470.899422465358,7248.862922465358
62,Alica,Hunter,4122.145399999999,2,2470.899422465358,6595.044822465357
180,Karey,Steele,2478.4,1,2471.899422465358,4951.299422465358
392,Cyndi,Bush,1681.9740000000002,1,2471.899422465358,4154.873422465358
112,Yuk,Vega,7952.046399999999,1,2472.899422465358,10425.945822465357
816,Marshall,Johnson,1669.9825,1,2472.899422465358,4143.881922465358
302,Hayden,Cross,631.6747,1,2472.899422465358,3105.574122465358
114,Thalia,Horne,727.984,1,2473.899422465358,3202.883422465358
505,Wilda,Petersen,6813.7535,1,2474.899422465358,9289.652922465357
1310,Emanuel,Mckee,5833.974699999999,1,2474.899422465358,8309.874122465357
1135,Alisia,Albert,6150.9367,1,2475.899422465358,8627.836122465358
738,Fannie,Jenkins,9532.3529,1,2476.899422465358,12010.252322465358
152,Katherina,Odom,3643.5440000000003,1,2476.899422465358,6121.443422465358
623,Cayla,Johnson,1253.981,1,2477.899422465358,3732.8804224653577
1279,Stan,Saunders,8936.446,1,2478.899422465358,11416.345422465358
692,Dorothea,Chang,13821.530999999999,1,2479.899422465358,16302.430422465357
1101,Louise,Flowers,4196.9552,1,2480.899422465358,6678.854622465358
139,Wanita,Davenport,2319.976,1,2480.899422465358,4801.8754224653585
1131,Desmond,Rose,14566.4345,1,2481.899422465358,17049.333922465357
754,Hue,May,6887.1357,1,2482.899422465358,9371.035122465357
1411,Shanda,Stevenson,4960.4587,1,2482.899422465358,7444.358122465358
395,Fairy,Robinson,4041.1537000000003,1,2482.899422465358,6525.053122465359
1029,Ping,Quinn,2804.1440000000002,1,2482.899422465358,5288.043422465358
287,Mireille,Puckett,2320.5564000000004,1,2482.899422465358,4804.455822465358
405,Greta,Page,1245.973,1,2482.899422465358,3729.872422465358
601,Leland,Mcdowell,377.982,1,2482.899422465358,2861.881422465358
296,Sophia,Mcmillan,13773.627700000001,1,2483.899422465358,16258.527122465359
822,Kristy,Watkins,1396.4904999999999,1,2483.899422465358,3881.389922465358
330,Sheba,Knapp,11972.927099999999,1,2484.899422465358,14458.826522465357
1419,Lurlene,Cotton,4399.992,1,2484.899422465358,6885.891422465358
228,Whitney,Estes,674.991,1,2484.899422465358,3160.890422465358
515,Reita,Dickson,3766.6347,1,2485.899422465358,6253.534122465358
820,Sandy,Mills,3229.9525000000003,1,2485.899422465358,5716.851922465358
972,Damian,Mills,6396.9646999999995,1,2486.899422465358,8884.864122465358
478,Emmett,Hahn,4700.0626999999995,1,2486.899422465358,7187.962122465357
1154,Barry,Albert,3227.391,1,2486.899422465358,5715.290422465358
263,Dortha,Jarvis,14405.0464,1,2487.899422465358,16893.945822465357
463,Jerlene,Rios,10266.9542,1,2487.899422465358,12755.853622465358
859,Julianne,Shannon,7659.338099999999,1,2487.899422465358,10148.237522465357
518,Homer,Powers,3039.9809999999998,1,2487.899422465358,5528.880422465358
982,Orval,Hunter,2877.7652,1,2487.899422465358,5366.664622465358
595,Frederica,Rojas,13191.9384,1,2488.899422465358,15681.837822465357
744,Laurel,Schultz,5923.955099999999,1,2488.899422465358,8413.854522465357
1044,Zenia,Bruce,1041.5814,1,2488.899422465358,3531.480822465358
308,Mazie,Fernandez,7394.9644,1,2491.899422465358,9887.863822465359
483,Gayla,Sims,1519.2,1,2491.899422465358,4012.0994224653577
1142,Britteny,Schroeder,232.4907,1,2491.899422465358,2725.3901224653578
1239,Tara,Maynard,601.5812,1,2492.899422465358,3095.480622465358
195,Addie,Hahn,14935.0311,1,2494.899422465358,17430.930522465358
1116,Patria,Harper,1055.9840000000002,1,2494.899422465358,3551.8834224653583
126,Lavina,Dejesus,10314.924799999999,1,2495.899422465358,12811.824222465357
1445,Ester,Acevedo,7999.984,1,2495.899422465358,10496.883422465358
999,Latoya,Johns,6530.911899999999,1,2495.899422465358,9027.811322465357
938,Emory,O'connor,2135.0624,1,2495.899422465358,4631.961822465358
1231,Selene,Vega,2119.259,1,2496.899422465358,4617.158422465358
599,Jonell,Rivas,3535.2758999999996,1,2497.899422465358,6034.175322465358
1176,Sheree,Blanchard,531.981,1,2497.899422465358,3030.8804224653577
838,Erna,Sloan,9849.074,1,2498.899422465358,12348.973422465358
364,Bev,Chang,5291.965,1,2498.899422465358,7791.864422465358
474,Lavern,Orr,3644.045,1,2498.899422465358,6143.944422465358
300,Rayford,Simon,1023.984,1,2498.899422465358,3523.883422465358
293,Tiny,French,6102.963,1,2499.899422465358,8603.862422465358
839,Carolann,Russell,4521.8839,1,2499.899422465358,7022.783322465358
566,Cinthia,Poole,4458.955,1,2499.899422465358,6959.854422465358
1043,Diane,Jones,7256.773799999999,1,2501.899422465358,9759.673222465357
1005,Ruthanne,Franco,17611.957000000002,1,2503.899422465358,20116.85642246536
1172,Katherin,Clark,5777.7667,1,2504.899422465358,8283.666122465358
100,Kellie,Franco,5399.982,1,2505.899422465358,7906.881422465358
1053,Parthenia,Figueroa,1257.972,1,2505.899422465358,3764.8714224653577
1240,Bella,Perez,5444.955999999999,1,2507.899422465358,7953.855422465357
452,Cassandra,Nichols,377.982,1,2509.899422465358,2888.881422465358
1171,Earlean,Pena,14249.6462,1,2511.899422465358,16762.545622465357
987,Louis,Powell,2738.2497000000003,1,2513.899422465358,5253.149122465358
146,Stefany,Potter,6183.5624,1,2514.899422465358,8699.461822465357
1383,Desire,Mcgowan,1392.2730000000001,1,2514.899422465358,3908.172422465358
920,James,Robles,9314.8357,1,2515.899422465358,11831.735122465358
1052,Zora,Ford,7663.9490000000005,1,2515.899422465358,10180.848422465358
856,Lara,Guy,3659.9825,1,2515.899422465358,6176.881922465358
547,Tena,Huber,11183.0434,1,2516.899422465358,13700.942822465358
906,Erik,Leblanc,4749.981,1,2516.899422465358,7267.880422465358
1187,Kenyetta,Mason,2013.9650000000001,1,2517.899422465358,4532.864422465358
914,Hortencia,O'neil,1793.7574,1,2517.899422465358,4312.656822465358
491,Celestine,Jacobs,6971.553699999999,1,2519.899422465358,9492.453122465357
1254,Dung,Reid,5515.9646999999995,1,2521.899422465358,8038.8641224653575
323,Jeniffer,Slater,2699.991,1,2521.899422465358,5222.890422465358
866,Lynwood,Jackson,6843.9442,1,2522.899422465358,9367.843622465358
1126,Elmira,Levy,6718.5542,1,2522.899422465358,9242.453622465357
488,Joaquin,Hawkins,6259.265,1,2523.899422465358,8784.164422465357
1303,Renay,Atkins,5332.9466999999995,1,2524.899422465358,7858.846122465357
818,Joel,Wynn,2419.7634,1,2525.899422465358,4946.662822465358
680,Mathilda,Pennington,1987.966,1,2525.899422465358,4514.865422465358
983,Marguerite,Berger,9712.9515,1,2528.899422465358,12242.850922465357
1256,Nubia,Anderson,1538.964,1,2528.899422465358,4068.863422465358
1007,Jimmy,Russell,18278.9436,1,2529.899422465358,20809.843022465357
1186,Kiesha,Bond,1228.5207,1,2529.899422465358,3759.420122465358
1330,Karren,Stevenson,5891.162399999999,1,2531.899422465358,8424.061822465357
312,Cameron,Carroll,5419.973,1,2531.899422465358,7952.872422465358
937,Aida,Koch,3865.7654,1,2532.899422465358,6399.664822465358
427,Latonya,Dixon,3149.991,1,2532.899422465358,5683.890422465358
1013,Alma,Peck,1209.4747,1,2532.899422465358,3743.3741224653577
115,Rey,Lindsay,8327.9477,1,2533.899422465358,10862.847122465359
1118,Ja,Dillard,7947.442,1,2534.899422465358,10483.341422465357
765,Spring,Hayes,4737.2644,1,2534.899422465358,7273.163822465358
1441,Jamaal,Morrison,9173.3817,1,2535.899422465358,11710.281122465358
122,Shena,Carter,24890.6244,1,2536.899422465358,27428.52382246536
689,Deirdre,Ryan,6803.971899999999,1,2536.899422465358,9341.871322465357
860,Loni,Mullen,451.78200000000004,1,2537.899422465358,2990.681422465358
310,Gilberto,Parsons,12935.949399999998,1,2538.899422465358,15475.848822465356
1084,Regine,Odom,8303.3719,1,2539.899422465358,10844.271322465358
253,Maurice,Norton,1439.9840000000002,1,2540.899422465358,3981.8834224653583
1008,Berneice,Pollard,892.981,1,2540.899422465358,3434.8804224653577
440,Yevette,Todd,4863.968000000001,1,2541.899422465358,7406.867422465359
1010,Katia,Henry,9479.9557,1,2542.899422465358,12023.855122465358
1161,Santa,Larson,8445.9545,1,2542.899422465358,10989.853922465358
476,Christopher,Richardson,1394.9814,1,2542.899422465358,3938.8808224653576
502,Malinda,Baxter,2312.4447,1,2544.899422465358,4858.344122465358
1433,Nicola,Knight,4226.2305,1,2545.899422465358,6773.129922465358
1016,Shenna,Benton,1797.975,1,2545.899422465358,4344.874422465358
1214,Brigid,Sharp,20648.9537,1,2546.899422465358,23196.853122465356
464,Bess,Mcbride,18853.354399999997,1,2546.899422465358,21401.253822465354
247,Muriel,Juarez,10570.471899999999,1,2546.899422465358,13118.371322465357
637,Kara,Higgins,8127.946900000001,1,2546.899422465358,10675.846322465359
1037,Ashanti,Hammond,17758.349,1,2547.899422465358,20307.248422465356
594,Deanne,Parsons,9942.14,1,2548.899422465358,12492.039422465357
916,Alishia,Elliott,7951.1467999999995,1,2548.899422465358,10501.046222465357
1258,Todd,Waters,12381.8274,1,2549.899422465358,14932.726822465358
1066,Raeann,Duncan,4030.9569999999994,1,2549.899422465358,6581.856422465357
1393,Vivian,Deleon,1681.4809999999998,1,2549.899422465358,4232.380422465358
580,Mellisa,Kim,2975.9906999999994,1,2550.899422465358,5527.890122465357
905,Hae,Ramirez,12089.981399999999,1,2551.899422465358,14642.880822465357
904,Jana,Thomas,14397.1379,1,2552.899422465358,16951.03732246536
970,Ruth,Horton,4499.991,1,2552.899422465358,7053.890422465358
425,Augustina,Joyner,20509.4254,1,2554.899422465358,23065.324822465358
955,Delfina,Gilliam,4274.981,1,2554.899422465358,6830.880422465358
203,Minerva,Decker,12369.6265,1,2555.899422465358,14926.525922465358
256,Erma,Salinas,2658.1454,1,2555.899422465358,5215.044822465357
1122,Cicely,Deleon,6701.455,1,2556.899422465358,9259.354422465358
443,Ayana,Keith,4685.0969000000005,1,2557.899422465358,7243.996322465358
761,Rod,Hatfield,3546.929,1,2557.899422465358,6105.828422465358
1026,Jenine,Dawson,7938.9374,1,2559.899422465358,10499.836822465357
1083,Cher,Alston,3866.0454,1,2559.899422465358,6426.944822465358
862,Mellie,Puckett,5835.858,1,2560.899422465358,8397.757422465358
567,Sheila,Travis,5579.962799999999,1,2560.899422465358,8141.862222465357
273,Queenie,Vance,3056.9624,1,2561.899422465358,5619.861822465358
244,Jessika,Bray,1113.2655,1,2564.899422465358,3679.164922465358
604,Kylee,Dickson,837.9827,1,2565.899422465358,3404.882122465358
418,Georgeanna,Webster,593.991,1,2565.899422465358,3160.890422465358
846,Sylvester,Chan,728.9730000000001,1,2566.899422465358,3296.872422465358
931,Porter,Bass,4305.957600000001,1,2567.899422465358,6874.857022465359
1027,Shanita,Wiley,2217.6427000000003,1,2567.899422465358,4786.542122465358
311,Charise,Burt,1250.8636999999999,1,2567.899422465358,3819.763122465358
1294,Edith,Davenport,1243.7847,1,2567.899422465358,3812.684122465358
444,Caridad,Compton,8945.75,1,2568.899422465358,11515.649422465358
1021,Nicolas,Carlson,5863.4454000000005,1,2568.899422465358,8433.344822465358
713,Ilona,Spears,8712.846599999999,1,2570.899422465358,11284.746022465357
1384,Elmo,Sweeney,2518.1494000000002,1,2570.899422465358,5090.048822465358
821,Cassidy,Clark,633.6245,1,2570.899422465358,3205.523922465358
257,Earl,Stanley,5315.904199999999,1,2575.899422465358,7892.803622465357
322,Merideth,Preston,11832.453899999999,1,2576.899422465358,14410.353322465357
878,Melodie,Melton,7984.939,1,2576.899422465358,10562.838422465358
1088,Jane,Henderson,3793.1580000000004,1,2576.899422465358,6371.057422465358
1409,Lamar,Bush,2093.4134999999997,1,2576.899422465358,4671.312922465358
824,Veronika,Rollins,10132.3624,1,2577.899422465358,12711.261822465358
1216,Elvina,Gates,2780.547,1,2577.899422465358,5359.446422465358
108,Shae,Hickman,18281.4729,1,2578.899422465358,20861.37232246536
533,Garret,Clay,3346.0319,1,2578.899422465358,5925.931322465358
947,Angele,Castro,1082.9715,1,2581.899422465358,3665.870922465358
1401,Willetta,Murphy,2200.9444,1,2582.899422465358,4784.843822465358
285,Leola,Gould,613.7907,1,2582.899422465358,3197.690122465358
1284,Shanice,Spears,11299.972,1,2583.899422465358,13884.871422465358
967,Laurette,Hebert,2309.3035,1,2584.899422465358,4895.202922465358
1292,Lakenya,Oliver,1099.4814999999999,1,2584.899422465358,3685.380922465358
279,Justina,Long,9327.738000000001,1,2585.899422465358,11914.63742246536
778,Corrinne,Garrison,8481.898000000001,1,2585.899422465358,11068.797422465359
128,Terrance,Lynn,7536.1622,1,2588.899422465358,10126.061622465357
1033,Jeannette,Skinner,2889.8561,1,2588.899422465358,5479.755522465358
262,Rubin,Decker,2484.4274,1,2588.899422465358,5074.326822465358
320,Aron,Wiggins,10047.424500000001,1,2589.899422465358,12638.323922465359
1060,Tommie,Cooley,8011.311999999999,1,2590.899422465358,10603.211422465356
227,Danielle,Bond,18553.73,1,2591.899422465358,21146.629422465357
1014,Ling,Newman,5699.981,1,2591.899422465358,8292.880422465358
980,Carter,Booth,1416.573,1,2591.899422465358,4009.4724224653582
893,Letty,Cobb,8820.1505,1,2592.899422465358,11414.049922465358
1364,Grisel,Maynard,989.991,1,2594.899422465358,3585.890422465358
734,Alina,Mcleod,13287.526199999998,1,2595.899422465358,15884.425622465356
1268,Sung,Chambers,5115.9641,1,2595.899422465358,7712.863522465358
935,Genevie,Miles,1850.0567,1,2595.899422465358,4446.956122465358
1236,Rudolph,Velez,8263.867,1,2596.899422465358,10861.766422465358
774,Nenita,Mooney,5806.037499999999,1,2596.899422465358,8403.936922465356
1388,Nanette,Harris,2559.992,1,2596.899422465358,5157.891422465358
467,Clare,Neal,2357.9642,1,2597.899422465358,4956.863622465358
387,Kaila,Walters,1367.984,1,2597.899422465358,3966.883422465358
113,Eliana,Silva,4236.3466,1,2598.899422465358,6836.246022465358
950,Verna,Solis,3799.1634,1,2598.899422465358,6399.062822465357
509,Terra,Pickett,11787.5533,1,2599.899422465358,14388.452722465358
1408,Eleanor,Mendez,4829.1825,1,2599.899422465358,7430.081922465358
435,Izola,Hobbs,3439.4575,1,2599.899422465358,6040.356922465358
1117,Jeffrey,Hill,1845.882,1,2600.899422465358,4447.7814224653575
1099,Jewell,Reyes,1019.963,1,2602.899422465358,3623.8624224653577
1136,Kallie,Best,11428.653,1,2603.899422465358,14033.552422465358
375,Yan,Trevino,11391.43,1,2603.899422465358,13996.329422465358
458,Everett,Vega,1304.9750000000001,1,2603.899422465358,3909.8744224653583
1098,Treasa,Dickerson,889.5840000000001,1,2604.899422465358,3495.4834224653578
289,Charmain,Webster,17834.9634,1,2605.899422465358,20441.86282246536
545,Tajuana,Rollins,7782.873,1,2605.899422465358,10389.772422465358
1188,Marcene,Curtis,3668.926,1,2605.899422465358,6275.825422465357
426,Daisy,Ward,6023.9545,1,2606.899422465358,8631.853922465358
1367,Lucile,Manning,2032.4445,1,2606.899422465358,4640.3439224653575
1329,Sharyn,Brewer,3994.4559,1,2609.899422465358,6605.355322465358
1166,Junita,Reese,242.991,1,2609.899422465358,2853.890422465358
333,Ami,Mcmahon,2840.0460999999996,1,2610.899422465358,5451.9455224653575
303,Rolanda,Larsen,3136.0432,1,2611.899422465358,5748.942622465358
346,Jacalyn,Barnett,502.1907,1,2611.899422465358,3115.090122465358
903,Maira,Long,5588.518499999999,1,2612.899422465358,8202.417922465356
1170,Mechelle,Chan,1210.2714999999998,1,2612.899422465358,3824.1709224653578
571,Kaley,Blanchard,6578.929099999999,1,2613.899422465358,9193.828522465357
998,Heather,Chaney,5528.957,1,2613.899422465358,8143.856422465358
1197,Nakisha,Clay,2800.2975,1,2613.899422465358,5415.1969224653585
243,Natosha,Rowland,2658.7627,1,2614.899422465358,5274.662122465358
210,Priscilla,Wilkins,3599.991,1,2615.899422465358,6216.890422465358
462,Efren,Oliver,11463.957999999999,1,2616.899422465358,14081.857422465357
665,Stacie,Sims,7040.846399999999,1,2616.899422465358,9658.745822465356
1107,Lynda,Newman,1868.9634,1,2617.899422465358,4487.8628224653585
1180,Myrtle,Gardner,1753.7717,1,2617.899422465358,4372.671122465358
226,Kiana,Rivera,13033.596099999999,1,2618.899422465358,15653.495522465357
702,Sharie,Whitaker,6762.1399,1,2618.899422465358,9382.039322465358
768,Yvone,Yates,6515.955,1,2618.899422465358,9135.854422465358
1041,Bettye,Espinoza,5627.956999999999,1,2618.899422465358,8247.856422465356
544,Catarina,Mendez,9908.464199999999,1,2619.899422465358,12529.363622465356
1207,Jenell,Crosby,524.3905,1,2620.899422465358,3146.289922465358
482,Narcisa,Knapp,279.992,1,2621.899422465358,2902.891422465358
803,Bernardina,Cooper,12867.958,1,2622.899422465358,15491.857422465358
1290,Minnie,Compton,8336.4169,1,2622.899422465358,10960.316322465358
840,Gilbert,Calhoun,15097.905999999999,1,2623.899422465358,17722.805422465357
1017,Philip,Bryan,1368.0717,1,2623.899422465358,3992.971122465358
783,Celestine,Kent,10998.0295,1,2625.899422465358,13624.928922465358
886,Letisha,May,9927.204899999999,1,2625.899422465358,12554.104322465357
807,Nathalie,Knowles,4231.121999999999,1,2625.899422465358,6858.021422465357
1155,Verdell,Joyner,1567.4715,1,2625.899422465358,4194.370922465358
213,Elenore,Hensley,4789.7348,1,2626.899422465358,7417.634222465358
669,Willis,Randolph,2899.4846000000002,1,2626.899422465358,5527.384022465358
1091,Risa,Gallagher,4445.0609,1,2627.899422465358,7073.960322465358
730,Andria,Rivers,4327.0254,1,2627.899422465358,6955.924822465358
1226,Qiana,Jackson,1988.0501000000002,1,2627.899422465358,4616.949522465358
222,Anya,Contreras,1497.4827,1,2627.899422465358,4126.382122465358
1002,Cami,Williamson,1233.6722,1,2627.899422465358,3862.571622465358
1342,Lekisha,Pope,527.7812,1,2627.899422465358,3156.680622465358
1191,Tam,Fisher,3439.1719,1,2628.899422465358,6069.071322465357
1277,Piedad,Irwin,706.7814,1,2628.899422465358,3336.680822465358
593,Antony,Atkinson,208.981,1,2629.899422465358,2839.8804224653577
201,Candis,Harding,2548.9732,1,2630.899422465358,5180.872622465358
318,Eliz,Whitney,1662.0538999999999,1,2630.899422465358,4293.953322465358
1289,Shanelle,Anderson,507.2905,1,2631.899422465358,3140.189922465358
269,Barton,Crosby,7526.0367,1,2632.899422465358,10159.936122465358
229,Molly,Langley,814.6707,1,2634.899422465358,3450.570122465358
