customer_id,first_name,last_name,phone,email,street,city,state,zip_code
349,Mable,Pratt,,mable.pratt@gmail.com,254 SW. Temple Street ,Coachella,CA,92236
357,Sheri,Cole,(408) 658-2285,sheri.cole@aol.com,479 Chapel Court ,San Jose,CA,95127
359,Angie,Powers,,angie.powers@aol.com,6 Rockland Dr. ,Pomona,CA,91768
385,Rochelle,Ward,,rochelle.ward@yahoo.com,7855 La Sierra Street ,Glendora,CA,91740
386,Nelle,Beck,,nelle.beck@aol.com,8998 Wakehurst Drive ,Upland,CA,91784
391,Vernita,Ball,,vernita.ball@gmail.com,126 Arnold Dr. ,Los Banos,CA,93635
393,Gertrude,Terry,,gertrude.terry@hotmail.com,34 Airport Dr. ,Upland,CA,91784
394,Virgen,Clemons,,virgen.clemons@gmail.com,354 Cactus Drive ,South El Monte,CA,91733
403,Elouise,Fry,,elouise.fry@aol.com,49 Bohemia Street ,Canyon Country,CA,91387
407,Dannette,Guerrero,,dannette.guerrero@gmail.com,68 Carriage Street ,San Pablo,CA,94806
418,Georgeanna,Webster,(805) 885-8830,georgeanna.webster@msn.com,40 Creekside Circle ,Oxnard,CA,93035
426,Daisy,Ward,,daisy.ward@msn.com,45 Silver Spear Ave. ,Pomona,CA,91768
434,Douglass,Little,,douglass.little@hotmail.com,294 Harvey Drive ,Duarte,CA,91010
443,Ayana,Keith,(805) 230-2101,ayana.keith@hotmail.com,182 Thorne Road ,Oxnard,CA,93035
444,Caridad,Compton,,caridad.compton@aol.com,9575 SW. Kingston Court ,San Lorenzo,CA,94580
447,Chasidy,Tran,,chasidy.tran@msn.com,9286 Anderson Street ,Vista,CA,92083
449,Josie,Schultz,,josie.schultz@hotmail.com,225 Mammoth Street ,Canyon Country,CA,91387
459,Latosha,Dalton,(661) 529-4501,latosha.dalton@yahoo.com,59 E. Wintergreen Ave. ,Bakersfield,CA,93306
476,Christopher,Richardson,,christopher.richardson@gmail.com,7846 Windfall Dr. ,Santa Cruz,CA,95060
487,Grace,Madden,,grace.madden@gmail.com,606 East Rocky River St. ,San Pablo,CA,94806
488,Joaquin,Hawkins,(657) 557-1746,joaquin.hawkins@aol.com,3 Oklahoma Lane ,Anaheim,CA,92806
495,Travis,Goodman,,travis.goodman@yahoo.com,65 Rockcrest Dr. ,Los Banos,CA,93635
501,Tony,Hicks,(657) 260-6783,tony.hicks@gmail.com,226 Carriage Street ,Anaheim,CA,92806
506,Irving,Pitts,,irving.pitts@msn.com,346 College Court ,Torrance,CA,90505
518,Homer,Powers,,homer.powers@msn.com,8207 East El Dorado Ave. ,Palos Verdes Peninsula,CA,90274
519,Rudolf,Gilliam,,rudolf.gilliam@aol.com,17 Marlborough Circle ,Palos Verdes Peninsula,CA,90274
522,Tammera,Fischer,(510) 534-8845,tammera.fischer@hotmail.com,405 Olive St. ,Oakland,CA,94603
529,Ellena,Clements,,ellena.clements@aol.com,7918 Mulberry Street ,Santa Monica,CA,90403
530,Selene,Austin,,selene.austin@msn.com,9042 Linda Circle ,Duarte,CA,91010
532,Mia,Delgado,,mia.delgado@yahoo.com,850 Wakehurst Drive ,Coachella,CA,92236
538,Sherie,Ayala,,sherie.ayala@msn.com,5 Beech Ave. ,South El Monte,CA,91733
540,Shery,Randolph,,shery.randolph@hotmail.com,602 Laurel Street ,Ontario,CA,91762
541,Lanita,Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236
552,Lea,Key,,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220
553,Rory,Cooper,,rory.cooper@gmail.com,459 West Street ,Rocklin,CA,95677
554,Hilde,Nieves,,hilde.nieves@gmail.com,9437 Fordham Lane ,Campbell,CA,95008
561,Kandace,Hughes,,kandace.hughes@hotmail.com,482 Ryan Ave. ,San Lorenzo,CA,94580
562,Alejandro,Norman,,alejandro.norman@yahoo.com,8918 Marsh Lane ,Upland,CA,91784
569,Lucas,Estes,,lucas.estes@yahoo.com,99 Old Church St. ,Santa Monica,CA,90403
571,Kaley,Blanchard,,kaley.blanchard@msn.com,74 Evergreen Court ,Palos Verdes Peninsula,CA,90274
574,Adriene,Rivera,,adriene.rivera@hotmail.com,973 Yukon Avenue ,Encino,CA,91316
577,Danille,Mcfarland,,danille.mcfarland@msn.com,14 Tailwater St. ,Rocklin,CA,95677
578,Salena,Day,,salena.day@msn.com,8067 Park Court ,San Lorenzo,CA,94580
580,Mellisa,Kim,(424) 151-6481,mellisa.kim@aol.com,17 Lyme Dr. ,Los Angeles,CA,90008
581,Vonda,Berger,,vonda.berger@yahoo.com,615 S. Proctor Ave. ,Santa Clara,CA,95050
585,Chasidy,Webster,,chasidy.webster@msn.com,8296 S. Lookout Lane ,Rocklin,CA,95677
589,Jeffry,Church,,jeffry.church@msn.com,426 Grandrose Ave. ,Pleasanton,CA,94566
600,Joi,Reeves,(619) 952-9613,joi.reeves@msn.com,9101 Williams Court ,San Diego,CA,92111
601,Leland,Mcdowell,,leland.mcdowell@gmail.com,8034 E. Washington Lane ,Encino,CA,91316
607,Paul,Lester,,paul.lester@gmail.com,275 Clay St. ,Vista,CA,92083
619,Ana,Palmer,(657) 323-8684,ana.palmer@yahoo.com,7 Buckingham St. ,Anaheim,CA,92806
621,Basil,Ballard,,basil.ballard@yahoo.com,7477 Belmont Ave. ,San Lorenzo,CA,94580
627,Deloris,Larson,,deloris.larson@aol.com,242 Branch Street ,Duarte,CA,91010
633,Kiara,Deleon,(657) 378-8011,kiara.deleon@gmail.com,164 Addison Drive ,Anaheim,CA,92806
641,Derrick,Marks,,derrick.marks@yahoo.com,7247 East Prairie Lane ,Glendora,CA,91740
646,Ann,Heath,,ann.heath@msn.com,413 East St. ,South El Monte,CA,91733
648,Catrice,Hicks,,catrice.hicks@yahoo.com,403 Inverness Street ,San Pablo,CA,94806
654,Eun,Harris,(619) 378-2432,eun.harris@gmail.com,623 Jones St. ,San Diego,CA,92111
660,Shara,Pope,,shara.pope@msn.com,194 Amherst Dr. ,Ridgecrest,CA,93555
665,Stacie,Sims,(510) 194-5117,stacie.sims@hotmail.com,47 Orange Ave. ,Oakland,CA,94603
671,Jennette,Baker,,jennette.baker@gmail.com,798 Marvon St. ,Banning,CA,92220
673,Adam,Henderson,,adam.henderson@hotmail.com,167 James St. ,Los Banos,CA,93635
686,Darcel,Harmon,,darcel.harmon@msn.com,966 Hickory Street ,Santa Clara,CA,95050
688,Pearlie,Cochran,,pearlie.cochran@msn.com,23 Homewood Rd. ,Campbell,CA,95008
696,Norine,Huffman,,norine.huffman@aol.com,363 Dunbar Drive ,Encino,CA,91316
697,Alane,Mccarty,(619) 377-8586,alane.mccarty@hotmail.com,8254 Hilldale Street ,San Diego,CA,92111
701,Alysia,Nicholson,(805) 493-7311,alysia.nicholson@hotmail.com,868 Trusel St. ,Oxnard,CA,93035
703,Diana,Cobb,,diana.cobb@hotmail.com,558 Vale St. ,Fullerton,CA,92831
704,Morton,Barron,(661) 386-4884,morton.barron@msn.com,542 Circle Rd. ,Bakersfield,CA,93306
708,Majorie,Glover,,majorie.glover@msn.com,4 Garden Ave. ,Apple Valley,CA,92307
712,Kecia,Olsen,,kecia.olsen@msn.com,8389 Central St. ,Santa Cruz,CA,95060
729,Hue,Dalton,,hue.dalton@hotmail.com,7940 Oakwood Street ,Apple Valley,CA,92307
731,Hilary,Savage,(805) 753-6881,hilary.savage@yahoo.com,696 Howard Court ,Oxnard,CA,93035
735,Aide,Franco,,aide.franco@msn.com,8017 Lake Forest St. ,Atwater,CA,95301
736,Genny,Hensley,,genny.hensley@yahoo.com,8849 Marconi Ave. ,Redondo Beach,CA,90278
738,Fannie,Jenkins,(805) 774-5696,fannie.jenkins@msn.com,7858 E. Pawnee Dr. ,Oxnard,CA,93035
749,Oralia,Farley,,oralia.farley@hotmail.com,747B E. Coffee Street ,Upland,CA,91784
751,Hermila,Mckay,,hermila.mckay@yahoo.com,23 Garfield Dr. ,Coachella,CA,92236
752,Lloyd,Miranda,,lloyd.miranda@hotmail.com,9098 Jennings St. ,Encino,CA,91316
759,Cira,Downs,(510) 788-4456,cira.downs@gmail.com,672 Sussex Ave. ,Oakland,CA,94603
767,Twana,Arnold,(657) 988-1904,twana.arnold@msn.com,47 North Fairground Lane ,Anaheim,CA,92806
768,Yvone,Yates,,yvone.yates@gmail.com,9269 Blue Spring Ave. ,San Pablo,CA,94806
774,Nenita,Mooney,,nenita.mooney@hotmail.com,10 W. Bishop Street ,Lawndale,CA,90260
776,Angelique,Merrill,,angelique.merrill@gmail.com,8490 West High Noon Ave. ,South El Monte,CA,91733
794,Donette,Mccarthy,,donette.mccarthy@yahoo.com,500 NW. Maiden Dr. ,Redondo Beach,CA,90278
796,Rosalie,Coffey,,rosalie.coffey@gmail.com,789 Amerige Dr. ,Upland,CA,91784
816,Marshall,Johnson,,marshall.johnson@yahoo.com,44 Greenview St. ,Vista,CA,92083
818,Joel,Wynn,(619) 210-6032,joel.wynn@aol.com,7 North Oak Ave. ,San Diego,CA,92111
846,Sylvester,Chan,,sylvester.chan@hotmail.com,659 Arcadia Street ,Rocklin,CA,95677
855,Lean,Stark,,lean.stark@msn.com,215 Old Pumpkin Hill St. ,Upland,CA,91784
867,Rosalva,Hamilton,,rosalva.hamilton@aol.com,9883 Cedar Dr. ,Campbell,CA,95008
868,Domingo,Casey,(408) 761-9212,domingo.casey@msn.com,8665 Cypress Street ,San Jose,CA,95127
881,Chloe,Patel,,chloe.patel@yahoo.com,407 Homewood Street ,Santa Monica,CA,90403
889,Lucilla,Williams,,lucilla.williams@hotmail.com,42 Cedar Street ,San Carlos,CA,94070
900,Jule,Davenport,,jule.davenport@aol.com,19 River St. ,San Carlos,CA,94070
901,Lonna,Franks,,lonna.franks@yahoo.com,667 Brickyard Street ,Ontario,CA,91762
904,Jana,Thomas,(408) 624-8137,jana.thomas@yahoo.com,283 E. Spring Dr. ,San Jose,CA,95127
915,Beryl,Bennett,(916) 422-6956,beryl.bennett@aol.com,9563 Edgemont St. ,Sacramento,CA,95820
919,Ruthanne,Hoover,,ruthanne.hoover@aol.com,835 Paris Hill Road ,Torrance,CA,90505
923,Randee,Pitts,,randee.pitts@msn.com,7371B Essex Street ,Canyon Country,CA,91387
926,Katina,Mcintosh,(661) 464-1523,katina.mcintosh@yahoo.com,263 Swanson Dr. ,Bakersfield,CA,93306
928,Joann,Barber,,joann.barber@gmail.com,8945 Courtland Street ,Santa Monica,CA,90403
929,Thurman,Ellis,,thurman.ellis@gmail.com,20 Augusta Road ,Pleasanton,CA,94566
940,Marina,Hinton,,marina.hinton@yahoo.com,7440 North Oxford St. ,Encino,CA,91316
947,Angele,Castro,,angele.castro@yahoo.com,15 Acacia Drive ,Palos Verdes Peninsula,CA,90274
952,Aileen,Marquez,,aileen.marquez@msn.com,8899 Newbridge Street ,Torrance,CA,90505
957,Stephen,Vega,(657) 288-3778,stephen.vega@msn.com,5 Briarwood St. ,Anaheim,CA,92806
959,Christel,Barber,(916) 679-3547,christel.barber@hotmail.com,320 Briarwood Lane ,Sacramento,CA,95820
973,Margaretta,Clayton,,margaretta.clayton@yahoo.com,524 San Pablo Ave. ,Ridgecrest,CA,93555
975,Annis,Sanchez,(424) 352-6275,annis.sanchez@aol.com,4 Edgewater Road ,Los Angeles,CA,90008
983,Marguerite,Berger,,marguerite.berger@aol.com,875 Arch Lane ,Fullerton,CA,92831
991,Brigida,Larson,,brigida.larson@hotmail.com,8789 Sycamore Lane ,Canyon Country,CA,91387
993,Giovanna,Jefferson,,giovanna.jefferson@gmail.com,9394 Riverside St. ,Ridgecrest,CA,93555
1003,Sharell,Ross,,sharell.ross@msn.com,7830 Devonshire Ave. ,Vista,CA,92083
1006,Marjory,Leonard,,marjory.leonard@msn.com,800 Greystone Lane ,Apple Valley,CA,92307
1017,Philip,Bryan,(510) 533-4262,philip.bryan@hotmail.com,914 Devonshire Court ,Oakland,CA,94603
1020,Lorraine,Marks,,lorraine.marks@msn.com,160 North Pearl Street ,San Carlos,CA,94070
1035,Tangela,Hurley,,tangela.hurley@msn.com,49 North Cross St. ,Campbell,CA,95008
1045,Pasquale,Hogan,,pasquale.hogan@aol.com,403 Bank St. ,Vista,CA,92083
1048,Ji,Burt,,ji.burt@hotmail.com,40 S. Roberts Street ,Apple Valley,CA,92307
1052,Zora,Ford,(916) 192-3196,zora.ford@gmail.com,7416 La Sierra Dr. ,Sacramento,CA,95820
1065,Desiree,Branch,,desiree.branch@msn.com,67 Bayport Drive ,San Lorenzo,CA,94580
1066,Raeann,Duncan,(657) 256-2008,raeann.duncan@aol.com,126 Edgewood St. ,Anaheim,CA,92806
1068,Doris,Kaufman,,doris.kaufman@gmail.com,69 Fairground Dr. ,Duarte,CA,91010
1071,Shemeka,Lyons,,shemeka.lyons@msn.com,97 South Jockey Hollow St. ,Pomona,CA,91768
1076,Sherise,Mercer,,sherise.mercer@gmail.com,9401 Catherine Dr. ,Vista,CA,92083
1087,Willow,Gardner,,willow.gardner@gmail.com,57 S. Lakewood Dr. ,Pleasanton,CA,94566
1088,Jane,Henderson,,jane.henderson@hotmail.com,46 Carson Drive ,Apple Valley,CA,92307
1091,Risa,Gallagher,,risa.gallagher@yahoo.com,8281 Edgefield Drive ,Rocklin,CA,95677
1097,Collen,Dennis,,collen.dennis@gmail.com,284 E. Mill Street ,San Pablo,CA,94806
1103,Ardelia,Cooley,,ardelia.cooley@aol.com,59 Henry Smith St. ,Canyon Country,CA,91387
1118,Ja,Dillard,,ja.dillard@yahoo.com,25 Orchard St. ,Canyon Country,CA,91387
1125,Caleb,England,,caleb.england@gmail.com,649 Marvon St. ,Pleasanton,CA,94566
1138,Hubert,Stone,,hubert.stone@hotmail.com,203 Penn St. ,Ridgecrest,CA,93555
1147,Kandace,Ayers,,kandace.ayers@gmail.com,9005 Lookout Lane ,Santa Monica,CA,90403
1149,Drucilla,Gilliam,,drucilla.gilliam@hotmail.com,8257 E. Westminster Ave. ,Santa Clara,CA,95050
1152,Tuyet,Rosa,,tuyet.rosa@aol.com,9038 Golden Star Street ,South El Monte,CA,91733
1153,Ara,Vazquez,,ara.vazquez@msn.com,343 2nd Court ,San Carlos,CA,94070
1163,Carmela,Hays,,carmela.hays@aol.com,149 Pennington Ave. ,Lawndale,CA,90260
1175,Sindy,Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768
1178,Wendie,Nash,(805) 389-2549,wendie.nash@hotmail.com,9 South Road ,Oxnard,CA,93035
1186,Kiesha,Bond,,kiesha.bond@aol.com,29 Marvon St. ,San Carlos,CA,94070
1202,Carmina,Emerson,,carmina.emerson@hotmail.com,7137 Monroe Road ,Banning,CA,92220
1214,Brigid,Sharp,,brigid.sharp@hotmail.com,495 Sleepy Hollow Court ,Santa Clara,CA,95050
1216,Elvina,Gates,,elvina.gates@hotmail.com,112 Smith St. ,Pleasanton,CA,94566
1218,Donovan,Cantrell,(510) 624-3824,donovan.cantrell@msn.com,601 Winchester Dr. ,Oakland,CA,94603
1221,Joy,Underwood,,joy.underwood@gmail.com,7297 Armstrong Dr. ,Apple Valley,CA,92307
1225,Mellisa,Griffin,,mellisa.griffin@msn.com,49 Alton Circle ,Los Banos,CA,93635
1228,Zulema,Clemons,(510) 565-8496,zulema.clemons@aol.com,75 W. Howard St. ,Oakland,CA,94603
1231,Selene,Vega,,selene.vega@gmail.com,11 Sierra St. ,Campbell,CA,95008
1233,Lise,Hebert,,lise.hebert@gmail.com,140 East Broad Lane ,Vista,CA,92083
1240,Bella,Perez,,bella.perez@msn.com,43 Green Lake Street ,Duarte,CA,91010
1249,Barbra,Dickerson,,barbra.dickerson@gmail.com,8424 E. Rockcrest Dr. ,Ridgecrest,CA,93555
1251,Nanette,Roman,,nanette.roman@yahoo.com,8254 North Riverview Street ,Glendora,CA,91740
1254,Dung,Reid,,dung.reid@msn.com,468 West Washington Ave. ,Canyon Country,CA,91387
1259,Kimbery,Nieves,,kimbery.nieves@msn.com,768 Roehampton St. ,San Carlos,CA,94070
1261,Adelaida,Hancock,,adelaida.hancock@aol.com,669 S. Gartner Street ,San Pablo,CA,94806
1262,Brianne,Hays,,brianne.hays@gmail.com,88 Tailwater Ave. ,San Pablo,CA,94806
1271,Roy,Chan,,roy.chan@hotmail.com,7578 Middle River St. ,Pomona,CA,91768
1272,Houston,Vasquez,,houston.vasquez@msn.com,845 Aspen Street ,Fullerton,CA,92831
1275,Lenita,Bonner,,lenita.bonner@aol.com,7286 Swanson Drive ,Los Banos,CA,93635
1276,Shona,Mcmillan,,shona.mcmillan@msn.com,57 West Maple Dr. ,Apple Valley,CA,92307
1285,Garth,Huff,,garth.huff@yahoo.com,794 East University St. ,Glendora,CA,91740
1286,Dione,Pratt,,dione.pratt@msn.com,864 Winding Way St. ,Pleasanton,CA,94566
1288,Allie,Conley,,allie.conley@msn.com,96 High Point Road ,Lawndale,CA,90260
1292,Lakenya,Oliver,,lakenya.oliver@yahoo.com,82 Bayport Court ,San Lorenzo,CA,94580
1294,Edith,Davenport,,edith.davenport@gmail.com,685 Alton Road ,Ontario,CA,91762
1301,Raven,Curtis,,raven.curtis@aol.com,18 Summit Lane ,Lawndale,CA,90260
1307,Cinda,Rocha,,cinda.rocha@hotmail.com,926 North Oklahoma Dr. ,Los Banos,CA,93635
1308,Shea,Howell,,shea.howell@msn.com,67 Arch Rd. ,South El Monte,CA,91733
1313,Dante,Grimes,,dante.grimes@yahoo.com,23 Shore St. ,Duarte,CA,91010
1314,Joeann,Garrison,,joeann.garrison@yahoo.com,1 Harrison St. ,Ontario,CA,91762
1315,Omega,Johnston,,omega.johnston@gmail.com,9935 Tarkiln Hill St. ,Canyon Country,CA,91387
1328,Cindie,Franklin,,cindie.franklin@yahoo.com,7249 Franklin St. ,Lawndale,CA,90260
1330,Karren,Stevenson,,karren.stevenson@aol.com,155 Old York St. ,San Carlos,CA,94070
1332,Novella,Ross,,novella.ross@gmail.com,9418 Acacia Drive ,Glendora,CA,91740
1333,Omega,Huff,,omega.huff@aol.com,63 Devon St. ,Santa Monica,CA,90403
1343,Jama,Rodriquez,,jama.rodriquez@msn.com,681 Smith Dr. ,Upland,CA,91784
1346,Sanora,Webster,(424) 464-7290,sanora.webster@msn.com,74 Beach St. ,Los Angeles,CA,90008
1349,Kami,Rios,,kami.rios@yahoo.com,8400 8th Dr. ,Encino,CA,91316
1352,Dorothea,Miranda,,dorothea.miranda@aol.com,7882 Parker St. ,Upland,CA,91784
1353,Agatha,Daniels,,agatha.daniels@yahoo.com,125 Canal St. ,South El Monte,CA,91733
1357,Karren,Lamb,(559) 628-2239,karren.lamb@aol.com,35 N. Chapel St. ,Fresno,CA,93706
1360,Latashia,Travis,,latashia.travis@yahoo.com,7877 King Rd. ,Upland,CA,91784
1366,Trena,Rogers,,trena.rogers@aol.com,502 Sherwood St. ,Campbell,CA,95008
1367,Lucile,Manning,,lucile.manning@yahoo.com,511 Livingston Lane ,Campbell,CA,95008
1370,Rona,Rojas,(408) 611-3553,rona.rojas@gmail.com,815 Riverview St. ,San Jose,CA,95127
1374,Juliane,Dillard,,juliane.dillard@aol.com,63 Birchwood Court ,Glendora,CA,91740
1378,Enoch,Rosario,(559) 329-7615,enoch.rosario@hotmail.com,186 Arlington St. ,Fresno,CA,93706
1381,Mercedez,Brooks,,mercedez.brooks@hotmail.com,7483 Ann St. ,Duarte,CA,91010
