customer_id,first_name,last_name,total_value
403,Elouise,Fry,10866.962199999998
89,Arvilla,Osborn,10805.3354
68,Jayne,Kirkland,10802.6294
550,Felicidad,Golden,10794.3537
1018,Carita,Salinas,10792.247
888,Coleen,Navarro,10728.4385
27,Santos,Valencia,10719.0988
815,Leanna,Manning,10620.0449
1312,Tereasa,Bird,10617.973
576,Shirely,Stanley,10574.962399999999
247,Muriel,Juarez,10570.471899999999
1205,Emmaline,Huber,10563.648000000001
1138,Hubert,Stone,10541.963199999998
867,Rosalva,Hamilton,10529.963
1443,Lezlie,Lamb,10372.093399999998
1440,Ernest,Rollins,10360.255
30,Jamaal,Albert,10355.390800000001
543,Jasmin,Young,10336.9624
147,Bernetta,Marquez,10322.972099999999
126,Lavina,Dejesus,10314.924799999999
255,Flossie,Holder,10269.8557
463,Jerlene,Rios,10266.9542
259,Johnathan,Velazquez,10231.0464
1368,Veronique,Fulton,10216.235999999999
715,Larae,Carney,10187.945099999999
844,Felica,Munoz,10186.628499999999
239,Felice,Guzman,10156.896799999999
824,Veronika,Rollins,10132.3624
1225,Mellisa,Griffin,10050.6281
320,Aron,Wiggins,10047.424500000001
240,Le,Deleon,9959.0962
594,Deanne,Parsons,9942.14
492,Justa,Thompson,9927.5559
886,Letisha,May,9927.204899999999
1439,Florrie,Little,9919.920999999998
60,Neil,Mccall,9919.3294
544,Catarina,Mendez,9908.464199999999
1034,Rico,Salas,9874.6525
356,Vashti,Rosario,9865.4727
838,Erna,Sloan,9849.074
421,Iola,Rasmussen,9838.4455
186,Ken,Charles,9833.6547
88,Titus,Bullock,9805.2464
345,Mi,Gray,9728.9827
1415,Harold,O'connor,9725.8374
983,Marguerite,Berger,9712.9515
499,Lidia,Ashley,9704.944899999999
411,Octavia,Case,9673.8444
598,Benito,Hendrix,9645.3834
15,Linnie,Branch,9586.801800000001
80,Sarai,Mckee,9563.3381
738,Fannie,Jenkins,9532.3529
26,Theo,Reese,9514.0705
329,Marilyn,Frank,9499.981
1261,Adelaida,Hancock,9497.171999999999
1010,Katia,Henry,9479.9557
298,Jennie,Middleton,9474.9404
120,Luz,House,9425.166799999999
559,Basilia,Thornton,9408.787799999998
1051,Tonisha,Fowler,9399.965
802,Barrett,Sanders,9385.101999999999
1201,Nita,Guy,9372.3701
1436,Macie,Ayers,9334.509399999999
279,Justina,Long,9327.738000000001
920,James,Robles,9314.8357
1165,Rikki,Morrow,9301.9304
661,Trena,Hudson,9287.9439
1349,Kami,Rios,9278.653900000001
794,Donette,Mccarthy,9274.9654
230,Chelsey,Hardin,9211.523
755,Tomika,Wilder,9210.7184
42,Tangela,Quinn,9205.1175
1441,Jamaal,Morrison,9173.3817
282,Randolph,Chase,9163.428899999999
836,Corinna,Adams,9161.946
340,Yanira,Bradshaw,9157.756
517,Buford,Gilbert,9044.927
732,Lavona,Austin,8975.157
90,Marjorie,Logan,8956.785
444,Caridad,Compton,8945.75
1279,Stan,Saunders,8936.446
46,Monika,Berg,8902.506599999999
251,Kasie,Rodriquez,8879.452899999998
893,Letty,Cobb,8820.1505
959,Christel,Barber,8816.954399999999
1031,Tonja,Bean,8787.1297
64,Bobbie,Foster,8778.1311
587,Euna,Lopez,8763.964399999999
328,Bettie,Glover,8740.966
713,Ilona,Spears,8712.846599999999
610,Leonore,Dorsey,8696.072
145,Miquel,Neal,8696.071999999998
252,Eleni,Gordon,8587.397
666,Brittni,Green,8570.966499999999
272,Deja,Chaney,8561.2627
649,Eli,Contreras,8550.052699999998
1333,Omega,Huff,8534.3743
77,Keri,Bridges,8522.9542
351,Margorie,Wynn,8498.463
778,Corrinne,Garrison,8481.898000000001
1341,Rozanne,Reyes,8476.521999999999
149,Meredith,Bryan,8474.1624
1161,Santa,Larson,8445.9545
206,Stephaine,Riddle,8429.9454
1374,Juliane,Dillard,8394.4714
564,Bettie,Pierce,8392.9437
536,Christiane,Bradford,8376.9244
506,Irving,Pitts,8359.215999999999
578,Salena,Day,8342.939
1290,Minnie,Compton,8336.4169
115,Rey,Lindsay,8327.9477
870,Dwain,Carlson,8309.4449
1084,Regine,Odom,8303.3719
1192,Gena,Owens,8299.965
1069,Rodolfo,Buck,8280.543
181,Olevia,Pitts,8273.955899999999
1236,Rudolph,Velez,8263.867
420,Vince,Schneider,8204.530200000001
990,Casimira,Chapman,8200.7267
800,Cris,Dunn,8177.0540999999985
637,Kara,Higgins,8127.946900000001
479,Gertha,Mejia,8109.950500000001
384,Aimee,Merritt,8096.4455
808,Vallie,Dixon,8083.9627
173,Marquerite,Dawson,8072.331
1435,Merrie,Fowler,8069.656500000001
991,Brigida,Larson,8062.1245
496,Shu,Mays,8056.768
1060,Tommie,Cooley,8011.311999999999
1148,Lenore,Valdez,8009.032099999999
1445,Ester,Acevedo,7999.984
934,Ocie,Slater,7999.962999999999
960,Arline,Lawson,7995.8047
1238,Edgar,Quinn,7993.865
878,Melodie,Melton,7984.939
160,Omer,Estrada,7975.972999999999
687,Cecilia,Camacho,7971.2261
1360,Latashia,Travis,7967.4144
112,Yuk,Vega,7952.046399999999
916,Alishia,Elliott,7951.1467999999995
1118,Ja,Dillard,7947.442
1026,Jenine,Dawson,7938.9374
1300,Clorinda,Donovan,7932.9465
728,Viva,Dawson,7918.8446
1406,Farrah,Orr,7900.4347
727,Kasha,Sullivan,7855.2405
1315,Omega,Johnston,7848.2627999999995
581,Vonda,Berger,7824.0401
453,Courtney,Wyatt,7823.944
83,Tiesha,Daniel,7793.150700000001
1274,Odette,Moses,7791.055700000001
877,Janine,Manning,7783.421899999999
545,Tajuana,Rollins,7782.873
1081,Carson,Macias,7747.739
407,Dannette,Guerrero,7719.957
1398,Nevada,Hood,7688.2721
96,Floretta,Higgins,7681.124
1052,Zora,Ford,7663.9490000000005
859,Julianne,Shannon,7659.338099999999
853,Brittney,Rojas,7601.154699999999
1227,Magali,Dixon,7587.5154
787,Malisa,Mitchell,7575.3454
69,Katelin,Kennedy,7568.9310000000005
529,Ellena,Clements,7568.0544
128,Terrance,Lynn,7536.1622
269,Barton,Crosby,7526.0367
1249,Barbra,Dickerson,7520.0371
225,Barbera,Riggs,7486.331399999999
1307,Cinda,Rocha,7482.136399999999
390,Lorrie,Pollard,7439.981399999999
1370,Rona,Rojas,7439.981399999999
308,Mazie,Fernandez,7394.9644
472,Myron,Ruiz,7350.4645
1245,Gabriela,Warren,7345.7374
1125,Caleb,England,7339.4195
793,Chantay,Maynard,7327.0401
1043,Diane,Jones,7256.773799999999
675,Kermit,Bowman,7253.6195
540,Shery,Randolph,7251.9655
268,Trinity,Riddle,7211.723399999999
394,Virgen,Clemons,7184.972399999999
782,Ricki,Bullock,7183.3227
354,Tonda,Armstrong,7179.9832
726,Rochell,Cantrell,7176.214899999999
76,Parker,Prince,7168.477800000001
1120,Karole,Alvarez,7159.9556999999995
1162,Carmelina,Sellers,7157.353099999999
84,Armand,Whitehead,7154.5445
7,Latasha,Hays,7147.162899999999
242,Rutha,Howell,7143.6644
1151,Herminia,Reyes,7139.954
985,Milagros,Weber,7130.540500000001
672,Elma,Molina,7111.0354
569,Lucas,Estes,7105.7751
1150,Keturah,Reid,7091.936699999999
125,Herlinda,Stone,7067.962799999998
1230,Jesus,Burch,7063.463899999999
1422,Tempie,Jacobson,7049.673
1314,Joeann,Garrison,7045.1564
538,Sherie,Ayala,7042.6724
665,Stacie,Sims,7040.846399999999
626,Leigh,Burke,7022.9623999999985
1372,Renna,Williams,7021.1487
417,Zoraida,Patton,7004.840999999999
51,Gertrud,Rhodes,7000.058000000001
1442,Cassie,Cline,6987.2487
57,Pamala,Henry,6981.940100000001
922,Elvia,Cardenas,6978.715099999999
491,Celestine,Jacobs,6971.553699999999
107,Cecil,Hopper,6961.091699999999
481,Jayson,Rutledge,6947.9474
895,Elaina,Key,6929.1049
349,Mable,Pratt,6912.171499999999
218,Casey,Gill,6902.465
754,Hue,May,6887.1357
314,Javier,Nichols,6872.9437
276,Lavette,Wright,6866.9384
151,Joesph,Delacruz,6863.6268
866,Lynwood,Jackson,6843.9442
176,Carley,Reynolds,6829.7092
837,Kellye,Campbell,6829.531
1015,Nichelle,Rosario,6824.972399999999
316,Hortencia,Graham,6815.9474
505,Wilda,Petersen,6813.7535
490,Yu,Mcdonald,6804.9580000000005
689,Deirdre,Ryan,6803.971899999999
1248,Bethany,Herring,6794.082
948,Siobhan,Lang,6793.9655
1089,Chere,Mcfadden,6784.9567
1426,Londa,Gould,6782.336799999999
1159,Charlene,Norris,6764.5727
702,Sharie,Whitaker,6762.1399
1158,Vito,Pickett,6754.9376
631,Tressa,Weiss,6749.973399999999
366,Lavonne,Anderson,6744.774
1006,Marjory,Leonard,6723.0765
1126,Elmira,Levy,6718.5542
896,Stefani,Gamble,6715.434
1012,Josephine,Dale,6712.8464
1122,Cicely,Deleon,6701.455
56,Lolita,Mosley,6680.443899999999
220,Lucio,Sherman,6672.2947
379,Mina,Carrillo,6671.6012
717,Kristofer,Craig,6659.9627
1137,Dottie,Roberts,6654.473400000001
367,Blanca,Hooper,6602.950500000001
1424,Lashunda,Cole,6591.976000000001
372,Collene,Roman,6578.9654
571,Kaley,Blanchard,6578.929099999999
1359,Octavia,Donaldson,6543.0622
999,Latoya,Johns,6530.911899999999
768,Yvone,Yates,6515.955
1347,Kate,Barber,6495.972
306,Vikki,Erickson,6489.5650000000005
568,Arcelia,Vinson,6479.9439999999995
646,Ann,Heath,6468.2263
52,Tu,Ramirez,6467.6551
574,Adriene,Rivera,6462.4635
97,Louanne,Martin,6450.9529
360,Van,Peters,6448.2907
963,Anisha,Lang,6416.5944
1024,Coleman,Boyd,6412.5547
579,Matilda,Larson,6397.4717
972,Damian,Mills,6396.9646999999995
748,Oliva,Blackwell,6382.9455
1302,Verda,Gilbert,6349.3634999999995
984,Ivette,Warren,6335.663699999999
484,Chelsey,Boyd,6332.9424
1291,Shiloh,Bates,6330.574699999999
1048,Ji,Burt,6319.946
1149,Drucilla,Gilliam,6265.955
246,Dionne,Norris,6261.957399999999
488,Joaquin,Hawkins,6259.265
696,Norine,Huffman,6240.553999999999
1206,Mercy,Brown,6239.278700000001
1247,Tammie,Cherry,6239.0936
124,Jeni,Booker,6235.5381
882,Hilda,Harvey,6229.1214
500,Moira,Lester,6196.644399999999
1144,Jewel,Sparks,6187.1539
146,Stefany,Potter,6183.5624
111,Shila,White,6177.772499999999
758,Raymonde,Garcia,6169.963
212,Buford,Bridges,6155.9644
724,Lois,Steele,6152.6533
1135,Alisia,Albert,6150.9367
293,Tiny,French,6102.963
1276,Shona,Mcmillan,6089.983
1350,Annett,Rush,6089.9304
36,Bernita,Mcdaniel,6079.942999999999
723,Vicki,Wiggins,6074.048199999999
1040,Shantae,Hammond,6068.9490000000005
127,Erlinda,Nielsen,6034.965399999999
426,Daisy,Ward,6023.9545
235,Jeromy,Elliott,5989.965
919,Ruthanne,Hoover,5989.9367
1396,Delma,Bailey,5984.981
660,Shara,Pope,5959.0657
1174,Aaron,Knapp,5927.5509999999995
352,Josef,Greer,5925.560100000001
1316,Conrad,Mueller,5925.474700000001
744,Laurel,Schultz,5923.955099999999
1392,Trista,Lambert,5922.4725
577,Danille,Mcfarland,5909.614799999999
749,Oralia,Farley,5893.555
1257,Rosamaria,Meyer,5893.5494
1330,Karren,Stevenson,5891.162399999999
179,Deane,Sears,5887.3423999999995
1021,Nicolas,Carlson,5863.4454000000005
1057,Conchita,Boone,5851.9257
1085,Adam,Thornton,5841.5215
1152,Tuyet,Rosa,5841.099200000001
862,Mellie,Puckett,5835.858
486,Valeri,Marshall,5834.135699999999
1310,Emanuel,Mckee,5833.974699999999
640,Allison,Nolan,5809.4774
774,Nenita,Mooney,5806.037499999999
863,Shonta,Preston,5801.933999999999
833,Leone,Emerson,5779.8175
1172,Katherin,Clark,5777.7667
1119,Tora,Dunlap,5775.5446999999995
461,Effie,Jenkins,5768.2144
1215,Karl,Stephens,5745.955199999999
1244,Trang,Hardin,5732.4652
332,Reena,Higgins,5728.934399999999
1134,Sherril,Alvarado,5723.7441
327,Sharie,Alvarez,5716.596
1112,Hollis,Rasmussen,5709.9555
274,Josh,Shaw,5701.1053999999995
1014,Ling,Newman,5699.981
1365,Shenna,Espinoza,5699.981
1260,Phuong,Wolf,5686.5815
281,Rayna,Perry,5672.281
923,Randee,Pitts,5671.1307
81,Zina,Bonner,5660.9369
208,Denis,Logan,5651.0267
1321,Shantel,Gregory,5644.9152
1041,Bettye,Espinoza,5627.956999999999
1373,Lanora,Robbins,5600.0574
903,Maira,Long,5588.518499999999
1042,Larissa,Hays,5588.3444
567,Sheila,Travis,5579.962799999999
565,Dagny,Owen,5578.1307
1200,Aubrey,Durham,5565.5645
958,Ciera,Koch,5557.3307
762,Quyen,Houston,5537.981699999999
998,Heather,Chaney,5528.957
1254,Dung,Reid,5515.9646999999995
751,Hermila,Mckay,5498.3679999999995
410,Conception,Slater,5478.9485
1240,Bella,Perez,5444.955999999999
605,Renita,Henry,5442.0740000000005
460,Romelia,Myers,5440.362399999999
99,Carie,Kidd,5431.8955
312,Cameron,Carroll,5419.973
1235,Georgina,Gonzales,5417.9727
1220,Carissa,Cross,5404.055699999999
100,Kellie,Franco,5399.982
530,Selene,Austin,5382.0464
110,Ollie,Zimmerman,5371.338
1280,Jackeline,Colon,5342.1559
961,Iva,Wilcox,5338.9555
1390,Genoveva,Lloyd,5333.335
1303,Renay,Atkins,5332.9466999999995
257,Earl,Stanley,5315.904199999999
364,Bev,Chang,5291.965
17,Caren,Stephens,5275.327
1259,Kimbery,Nieves,5270.944799999999
1213,Yang,Giles,5244.955
1319,Claris,Santiago,5231.8529
278,Myesha,Burgess,5226.6626
413,Ginette,Edwards,5225.9475
142,Nicholas,Vazquez,5224.9905
643,Melba,Wilkinson,5224.5464
1395,Eliseo,Knight,5220.4734
611,Ashleigh,Frank,5219.982
917,Vernia,Madden,5219.982
361,Virgina,Berg,5154.1467
701,Alysia,Nicholson,5126.9531
1273,Cheree,Hale,5122.348
337,Majorie,Wyatt,5119.353999999999
1268,Sung,Chambers,5115.9641
1313,Dante,Grimes,5114.0907
966,Novella,Patel,5107.863799999999
989,Loreen,Byers,5090.4175000000005
447,Chasidy,Tran,5080.623
217,Carline,Collier,5073.0365
428,Hipolito,Padilla,5062.3384
779,Major,Merrill,5055.112999999999
1334,Ashleigh,Finch,5024.1645
1295,Alline,Beasley,5022.9574
524,Larraine,Horn,5017.855100000001
1233,Lise,Hebert,5015.7377
1322,Ai,Forbes,5014.9637
1147,Kandace,Ayers,5004.5978
848,Ernestina,Skinner,4991.9664999999995
1411,Shanda,Stevenson,4960.4587
912,Inocencia,Key,4949.991
1190,Romeo,Steele,4922.9485
1397,Dewayne,Herring,4921.154399999999
313,Melani,Jarvis,4918.366
216,Wai,Soto,4912.157
615,Jamika,Blanchard,4911.4379
603,Genevieve,Juarez,4890.365400000001
459,Latosha,Dalton,4877.406
773,Yolando,Wade,4873.9556999999995
440,Yevette,Todd,4863.968000000001
163,Margert,Stevens,4851.1372
973,Margaretta,Clayton,4835.376
1408,Eleanor,Mendez,4829.1825
945,Krissy,Ochoa,4814.625499999999
1078,Theresia,Barron,4803.6301
682,Arnita,Thomas,4799.9839999999995
213,Elenore,Hensley,4789.7348
819,Yahaira,Robertson,4784.1587
965,Margit,Osborn,4781.9310000000005
1209,Deandrea,Cox,4778.0235999999995
1378,Enoch,Rosario,4776.0444
23,Kaylee,English,4775.9635
400,Alfredo,Dodson,4766.8345
288,Keturah,Massey,4765.4287
1242,Chauncey,Donaldson,4762.4631
906,Erik,Leblanc,4749.981
739,Bobbi,Banks,4746.6324
765,Spring,Hayes,4737.2644
478,Emmett,Hahn,4700.0626999999995
396,Laverna,Hernandez,4699.9557
1301,Raven,Curtis,4692.8641
929,Thurman,Ellis,4689.4559
443,Ayana,Keith,4685.0969000000005
1169,Beatris,Joyner,4665.5492
197,Andy,O'neill,4655.0404
555,Marry,Benjamin,4654.9529999999995
952,Aileen,Marquez,4644.913
1425,Justina,Jenkins,4639.9839999999995
1328,Cindie,Franklin,4633.8544
885,Janna,Hayden,4624.9376999999995
742,Evelina,Manning,4617.758
280,Brenda,Tate,4616.0145
199,Clelia,Workman,4571.0727
223,Scarlet,Yates,4563.091
986,Marcel,Lindsay,4544.8471
1164,Patrina,Tanner,4539.974
156,Charlyn,Cantrell,4534.383
839,Carolann,Russell,4521.8839
736,Genny,Hensley,4507.6134
1056,Rebbecca,Espinoza,4503.7459
970,Ruth,Horton,4499.991
1196,Ileana,Holt,4499.991
1202,Carmina,Emerson,4497.5817
1129,Gilberto,Sanders,4497.0048
894,Nathaniel,Richard,4495.2725
1062,Jerri,Guthrie,4477.174
1354,Alexandria,Zamora,4475.4635
1153,Ara,Vazquez,4466.645200000001
344,Herta,Rollins,4464.6642
554,Hilde,Nieves,4459.2184
566,Cinthia,Poole,4458.955
995,Amina,Salazar,4447.724
1091,Risa,Gallagher,4445.0609
711,Jovita,Bishop,4436.6034
526,Lazaro,Moran,4422.9400000000005
1419,Lurlene,Cotton,4399.992
215,Judith,Finley,4397.9639
606,Sarah,Kirkland,4387.966
887,Graig,Cannon,4369.3445
910,Elenore,William,4334.0585
730,Andria,Rivers,4327.0254
756,Graig,Roth,4318.4515
537,Carter,Bentley,4318.0054
931,Porter,Bass,4305.957600000001
1362,Christiana,Gross,4299.957
900,Jule,Davenport,4298.4537
161,Crystle,Gilliam,4296.181500000001
527,Afton,Juarez,4279.5725
955,Delfina,Gilliam,4274.981
624,Sharika,Colon,4271.113399999999
975,Annis,Sanchez,4269.9572
113,Eliana,Silva,4236.3466
807,Nathalie,Knowles,4231.121999999999
1433,Nicola,Knight,4226.2305
155,Lory,Page,4214.973399999999
1298,Trudy,Riddle,4214.9468
781,Tajuana,Riddle,4205.981699999999
1269,Gustavo,Gamble,4204.525799999999
1101,Louise,Flowers,4196.9552
612,Gabriel,Wagner,4196.0278
1097,Collen,Dennis,4195.3079
1163,Carmela,Hays,4186.5267
55,Diana,Guerra,4183.6207
1113,Kendra,Harrington,4171.9479
831,Lory,Berg,4169.981699999999
861,Olympia,Figueroa,4169.9815
1096,Tonda,Webb,4169.3542
1246,Dale,Rasmussen,4167.846
1418,Penni,Best,4162.8555
236,Verona,O'neill,4157.9724
301,Annett,Garrett,4156.6929
335,Scarlet,Reed,4147.662
1141,Mallie,Osborn,4135.9565
338,Abbey,Pugh,4132.992
1067,Lillia,Gillespie,4130.3445
178,Genoveva,Tyler,4125.556500000001
62,Alica,Hunter,4122.145399999999
1133,Dung,King,4115.9724
1376,Kimberley,Reynolds,4109.065
760,Marisa,Chambers,4105.112999999999
619,Ana,Palmer,4100.4359
202,Marni,Bolton,4095.0137999999997
162,Kam,Wilder,4094.8481
1175,Sindy,Anderson,4092.8567
691,Ladawn,Downs,4067.6639999999993
1072,Maryalice,Henry,4064.8377
946,Angella,Bridges,4062.3333999999995
801,Ophelia,Rodgers,4044.8487000000005
1263,Rufina,Chandler,4044.7830000000004
395,Fairy,Robinson,4041.1537000000003
600,Joi,Reeves,4038.502699999999
806,Reyes,Merritt,4037.9646999999995
74,Georgeann,Waller,4036.9719999999998
1066,Raeann,Duncan,4030.9569999999994
450,Ellsworth,Michael,4030.0561
597,Rudolf,Moran,4017.4401
386,Nelle,Beck,4012.6457
644,Valentin,Mclaughlin,4001.9184
521,Max,Charles,3998.362
362,Olevia,Noel,3997.9747
865,Julia,Joyner,3995.6247000000003
1329,Sharyn,Brewer,3994.4559
1311,Whitley,Cannon,3975.2343
118,Le,Wood,3974.6254
41,Kathie,Freeman,3962.0287
662,Loraine,Sykes,3960.4315000000006
1178,Wendie,Nash,3950.3624
614,Toshia,Cardenas,3935.9680000000003
143,Janae,Doyle,3920.663
1001,Lee,Roman,3911.8624999999997
309,Anderson,Martin,3900.6587000000004
1324,Arla,Ellis,3900.0607
1054,Arielle,Levine,3899.9656999999997
1102,Henrietta,Wagner,3891.5125
1083,Cher,Alston,3866.0454
937,Aida,Koch,3865.7654
625,Donnetta,Henson,3860.1454
437,Laureen,Barry,3859.928
150,Weldon,Michael,3840.882
645,Lewis,Garner,3818.2929999999997
1203,Georgeann,Rojas,3818.2124000000003
686,Darcel,Harmon,3816.4624
133,Delbert,Wilkins,3810.8230000000003
234,Winfred,Harris,3804.9214
168,Nettie,Mcdaniel,3801.6487
1437,Son,Warner,3799.9904999999994
950,Verna,Solis,3799.1634
1088,Jane,Henderson,3793.1580000000004
1296,Travis,Whitley,3768.9400000000005
515,Reita,Dickson,3766.6347
1156,Han,Wade,3763.8714999999997
134,Brianna,Moss,3751.874
890,Rosanne,George,3750.8731999999995
171,Miriam,Baker,3723.8275000000003
1262,Brianne,Hays,3722.9829999999997
1115,Lina,Meadows,3720.8885
673,Adam,Henderson,3695.4745000000003
11,Deshawn,Mendoza,3690.2361
826,Shay,Stephenson,3671.7054
1188,Marcene,Curtis,3668.926
856,Lara,Guy,3659.9825
297,Christia,Carson,3658.1809999999996
270,Claudio,Wise,3646.9826999999996
474,Lavern,Orr,3644.045
152,Katherina,Odom,3643.5440000000003
205,Harris,Pittman,3642.0126
657,Sam,Lester,3633.3590000000004
