customer_id,first_name,last_name,recency_score,frequency_score,monetary_score,rfm_score,customer_segment
21,Tobie,Little,5,5,5,5.0,Platinum
90,Marjorie,Logan,5,5,5,5.0,Platinum
239,Felice,Guzman,5,5,5,5.0,Platinum
43,Mozelle,Carter,5,5,5,5.0,Platinum
123,Robena,Hill,5,5,5,5.0,Platinum
119,Thalia,Dillard,5,5,5,5.0,Platinum
33,Deloris,Burke,5,5,5,5.0,Platinum
53,Saturnina,Garner,5,5,5,5.0,Platinum
10,Pamelia,Newman,5,5,5,5.0,Platinum
15,Linnie,Branch,5,5,5,5.0,Platinum
6,Lyndsey,Bean,5,5,5,5.0,Platinum
3,Tameka,Fisher,5,5,5,5.0,Platinum
1,Debra,Burks,5,5,5,5.0,Platinum
135,Dorthey,Jackson,5,5,5,5.0,Platinum
136,Sarita,Parks,5,5,5,5.0,Platinum
1423,Dollie,Cervantes,4,5,5,4.666666666666667,Platinum
1415,Harold,O'connor,4,5,5,4.666666666666667,Platinum
503,Marlo,Jefferson,4,5,5,4.666666666666667,Platinum
1070,Olimpia,Mays,4,5,5,4.666666666666667,Platinum
356,Vashti,Rosario,4,5,5,4.666666666666667,Platinum
1225,Mellisa,Griffin,4,5,5,4.666666666666667,Platinum
1439,Florrie,Little,4,5,5,4.666666666666667,Platinum
140,Cleopatra,Tate,4,5,5,4.666666666666667,Platinum
182,Jenniffer,Bullock,4,5,5,4.666666666666667,Platinum
1086,Cori,Schwartz,4,5,5,4.666666666666667,Platinum
1382,Wynona,Douglas,4,5,5,4.666666666666667,Platinum
747,Margret,Barnett,4,5,5,4.666666666666667,Platinum
798,Alyse,Jacobson,4,5,5,4.666666666666667,Platinum
1100,Penny,Acevedo,4,5,5,4.666666666666667,Platinum
334,Somer,Jordan,4,5,5,4.666666666666667,Platinum
1023,Adena,Blake,4,5,5,4.666666666666667,Platinum
1132,Parthenia,Holman,4,5,5,4.666666666666667,Platinum
598,Benito,Hendrix,4,5,5,4.666666666666667,Platinum
275,Pinkie,Kirkland,4,5,5,4.666666666666667,Platinum
663,Alissa,Hood,4,5,5,4.666666666666667,Platinum
810,Ivelisse,Nixon,4,5,5,4.666666666666667,Platinum
1063,Tammy,Austin,4,5,5,4.666666666666667,Platinum
888,Coleen,Navarro,4,5,5,4.666666666666667,Platinum
1421,Edris,Barrett,4,5,5,4.666666666666667,Platinum
534,Alejandro,Haney,4,5,5,4.666666666666667,Platinum
292,Monty,Frost,4,5,5,4.666666666666667,Platinum
1090,Ira,Erickson,4,5,5,4.666666666666667,Platinum
186,Ken,Charles,4,5,5,4.666666666666667,Platinum
886,Letisha,May,4,5,5,4.666666666666667,Platinum
783,Celestine,Kent,4,5,5,4.666666666666667,Platinum
840,Gilbert,Calhoun,4,5,5,4.666666666666667,Platinum
803,Bernardina,Cooper,4,5,5,4.666666666666667,Platinum
544,Catarina,Mendez,4,5,5,4.666666666666667,Platinum
226,Kiana,Rivera,4,5,5,4.666666666666667,Platinum
462,Efren,Oliver,4,5,5,4.666666666666667,Platinum
289,Charmain,Webster,4,5,5,4.666666666666667,Platinum
375,Yan,Trevino,4,5,5,4.666666666666667,Platinum
1136,Kallie,Best,4,5,5,4.666666666666667,Platinum
509,Terra,Pickett,4,5,5,4.666666666666667,Platinum
734,Alina,Mcleod,4,5,5,4.666666666666667,Platinum
227,Danielle,Bond,4,5,5,4.666666666666667,Platinum
320,Aron,Wiggins,4,5,5,4.666666666666667,Platinum
279,Justina,Long,4,5,5,4.666666666666667,Platinum
1284,Shanice,Spears,4,5,5,4.666666666666667,Platinum
108,Shae,Hickman,4,5,5,4.666666666666667,Platinum
824,Veronika,Rollins,4,5,5,4.666666666666667,Platinum
713,Ilona,Spears,5,4,5,4.666666666666667,Platinum
444,Caridad,Compton,5,4,5,4.666666666666667,Platinum
1161,Santa,Larson,5,4,5,4.666666666666667,Platinum
1441,Jamaal,Morrison,5,4,5,4.666666666666667,Platinum
115,Rey,Lindsay,5,4,5,4.666666666666667,Platinum
1279,Stan,Saunders,5,4,5,4.666666666666667,Platinum
51,Gertrud,Rhodes,5,5,4,4.666666666666667,Platinum
84,Armand,Whitehead,5,5,4,4.666666666666667,Platinum
217,Carline,Collier,5,5,4,4.666666666666667,Platinum
181,Olevia,Pitts,5,5,4,4.666666666666667,Platinum
69,Katelin,Kennedy,5,5,4,4.666666666666667,Platinum
81,Zina,Bonner,5,5,4,4.666666666666667,Platinum
52,Tu,Ramirez,5,5,4,4.666666666666667,Platinum
151,Joesph,Delacruz,5,5,4,4.666666666666667,Platinum
83,Tiesha,Daniel,5,5,4,4.666666666666667,Platinum
208,Denis,Logan,5,5,4,4.666666666666667,Platinum
97,Louanne,Martin,5,5,4,4.666666666666667,Platinum
110,Ollie,Zimmerman,5,5,4,4.666666666666667,Platinum
36,Bernita,Mcdaniel,5,5,4,4.666666666666667,Platinum
76,Parker,Prince,5,5,4,4.666666666666667,Platinum
17,Caren,Stephens,5,5,4,4.666666666666667,Platinum
57,Pamala,Henry,5,5,4,4.666666666666667,Platinum
124,Jeni,Booker,5,5,4,4.666666666666667,Platinum
176,Carley,Reynolds,5,5,4,4.666666666666667,Platinum
56,Lolita,Mosley,5,5,4,4.666666666666667,Platinum
7,Latasha,Hays,5,5,4,4.666666666666667,Platinum
1051,Tonisha,Fowler,3,5,5,4.333333333333333,Platinum
1391,Sheryl,Chase,3,5,5,4.333333333333333,Platinum
383,Ashlee,Pena,3,5,5,4.333333333333333,Platinum
681,Reatha,Perez,3,5,5,4.333333333333333,Platinum
908,Delmar,Wise,3,5,5,4.333333333333333,Platinum
809,Elnora,Simpson,3,5,5,4.333333333333333,Platinum
499,Lidia,Ashley,3,5,5,4.333333333333333,Platinum
245,Delila,Hamilton,3,5,5,4.333333333333333,Platinum
976,Ayanna,Cherry,3,5,5,4.333333333333333,Platinum
543,Jasmin,Young,3,5,5,4.333333333333333,Platinum
295,Danny,Kim,3,5,5,4.333333333333333,Platinum
1312,Tereasa,Bird,3,5,5,4.333333333333333,Platinum
1138,Hubert,Stone,3,5,5,4.333333333333333,Platinum
147,Bernetta,Marquez,3,5,5,4.333333333333333,Platinum
184,Klara,Stanley,3,5,5,4.333333333333333,Platinum
255,Flossie,Holder,3,5,5,4.333333333333333,Platinum
1201,Nita,Guy,3,5,5,4.333333333333333,Platinum
531,Kimberely,Bowen,3,5,5,4.333333333333333,Platinum
690,Yevette,Elliott,3,5,5,4.333333333333333,Platinum
1018,Carita,Salinas,3,5,5,4.333333333333333,Platinum
700,Collene,Knox,3,5,5,4.333333333333333,Platinum
374,Candelaria,Coffey,3,5,5,4.333333333333333,Platinum
607,Paul,Lester,3,5,5,4.333333333333333,Platinum
95,Letitia,Franco,3,5,5,4.333333333333333,Platinum
153,Laraine,Robbins,3,5,5,4.333333333333333,Platinum
415,Gwendolyn,Miller,3,5,5,4.333333333333333,Platinum
1332,Novella,Ross,3,5,5,4.333333333333333,Platinum
1436,Macie,Ayers,3,5,5,4.333333333333333,Platinum
715,Larae,Carney,3,5,5,4.333333333333333,Platinum
329,Marilyn,Frank,3,5,5,4.333333333333333,Platinum
883,Gilberte,Duke,3,5,5,4.333333333333333,Platinum
473,Lashawna,Richardson,3,5,5,4.333333333333333,Platinum
844,Felica,Munoz,3,5,5,4.333333333333333,Platinum
196,Edythe,Valencia,3,5,5,4.333333333333333,Platinum
871,Erlinda,Humphrey,3,5,5,4.333333333333333,Platinum
1195,Chantell,Bridges,3,5,5,4.333333333333333,Platinum
651,Laure,Pena,3,5,5,4.333333333333333,Platinum
971,Samual,Warner,3,5,5,4.333333333333333,Platinum
345,Mi,Gray,3,5,5,4.333333333333333,Platinum
609,Eliana,Reese,3,5,5,4.333333333333333,Platinum
1020,Lorraine,Marks,3,5,5,4.333333333333333,Platinum
1438,Lee,Dunn,3,5,5,4.333333333333333,Platinum
1224,Abram,Copeland,3,5,5,4.333333333333333,Platinum
167,Loreta,Johnston,3,5,5,4.333333333333333,Platinum
525,Andreas,Mayer,3,5,5,4.333333333333333,Platinum
867,Rosalva,Hamilton,3,5,5,4.333333333333333,Platinum
339,Tamela,Harrell,3,5,5,4.333333333333333,Platinum
880,Phebe,Turner,3,5,5,4.333333333333333,Platinum
1403,Mila,Moody,3,5,5,4.333333333333333,Platinum
238,Cindi,Larson,3,5,5,4.333333333333333,Platinum
328,Bettie,Glover,4,4,5,4.333333333333333,Platinum
351,Margorie,Wynn,4,4,5,4.333333333333333,Platinum
517,Buford,Gilbert,4,4,5,4.333333333333333,Platinum
1031,Tonja,Bean,4,4,5,4.333333333333333,Platinum
1290,Minnie,Compton,4,4,5,4.333333333333333,Platinum
893,Letty,Cobb,4,4,5,4.333333333333333,Platinum
778,Corrinne,Garrison,4,4,5,4.333333333333333,Platinum
878,Melodie,Melton,5,4,4,4.333333333333333,Platinum
257,Earl,Stanley,5,4,4,4.333333333333333,Platinum
1021,Nicolas,Carlson,5,4,4,4.333333333333333,Platinum
567,Sheila,Travis,5,4,4,4.333333333333333,Platinum
862,Mellie,Puckett,5,4,4,4.333333333333333,Platinum
1026,Jenine,Dawson,5,4,4,4.333333333333333,Platinum
1122,Cicely,Deleon,5,4,4,4.333333333333333,Platinum
916,Alishia,Elliott,5,4,4,4.333333333333333,Platinum
637,Kara,Higgins,5,4,4,4.333333333333333,Platinum
1084,Regine,Odom,5,4,4,4.333333333333333,Platinum
689,Deirdre,Ryan,5,4,4,4.333333333333333,Platinum
1118,Ja,Dillard,5,4,4,4.333333333333333,Platinum
312,Cameron,Carroll,5,4,4,4.333333333333333,Platinum
1330,Karren,Stevenson,5,4,4,4.333333333333333,Platinum
1303,Renay,Atkins,5,4,4,4.333333333333333,Platinum
488,Joaquin,Hawkins,5,4,4,4.333333333333333,Platinum
1126,Elmira,Levy,5,4,4,4.333333333333333,Platinum
866,Lynwood,Jackson,5,4,4,4.333333333333333,Platinum
1254,Dung,Reid,5,4,4,4.333333333333333,Platinum
491,Celestine,Jacobs,5,4,4,4.333333333333333,Platinum
1052,Zora,Ford,5,4,4,4.333333333333333,Platinum
146,Stefany,Potter,5,4,4,4.333333333333333,Platinum
1240,Bella,Perez,5,4,4,4.333333333333333,Platinum
100,Kellie,Franco,5,4,4,4.333333333333333,Platinum
1172,Katherin,Clark,5,4,4,4.333333333333333,Platinum
1043,Diane,Jones,5,4,4,4.333333333333333,Platinum
293,Tiny,French,5,4,4,4.333333333333333,Platinum
364,Bev,Chang,5,4,4,4.333333333333333,Platinum
999,Latoya,Johns,5,4,4,4.333333333333333,Platinum
1445,Ester,Acevedo,5,4,4,4.333333333333333,Platinum
308,Mazie,Fernandez,5,4,4,4.333333333333333,Platinum
744,Laurel,Schultz,5,4,4,4.333333333333333,Platinum
859,Julianne,Shannon,5,4,4,4.333333333333333,Platinum
972,Damian,Mills,5,4,4,4.333333333333333,Platinum
754,Hue,May,5,4,4,4.333333333333333,Platinum
1135,Alisia,Albert,5,4,4,4.333333333333333,Platinum
1310,Emanuel,Mckee,5,4,4,4.333333333333333,Platinum
505,Wilda,Petersen,5,4,4,4.333333333333333,Platinum
112,Yuk,Vega,5,4,4,4.333333333333333,Platinum
62,Alica,Hunter,5,5,3,4.333333333333333,Platinum
23,Kaylee,English,5,5,3,4.333333333333333,Platinum
41,Kathie,Freeman,5,5,3,4.333333333333333,Platinum
92,Tena,Cruz,5,5,3,4.333333333333333,Platinum
78,Chi,Goff,5,5,3,4.333333333333333,Platinum
121,Lucy,Woods,5,5,3,4.333333333333333,Platinum
11,Deshawn,Mendoza,5,5,3,4.333333333333333,Platinum
45,Bennett,Armstrong,5,5,3,4.333333333333333,Platinum
74,Georgeann,Waller,5,5,3,4.333333333333333,Platinum
55,Diana,Guerra,5,5,3,4.333333333333333,Platinum
441,Dorthea,Walker,2,5,5,4.0,Platinum
576,Shirely,Stanley,2,5,5,4.0,Platinum
492,Justa,Thompson,2,5,5,4.0,Platinum
997,Trinidad,Mcclain,2,5,5,4.0,Platinum
1440,Ernest,Rollins,2,5,5,4.0,Platinum
1261,Adelaida,Hancock,2,5,5,4.0,Platinum
559,Basilia,Thornton,2,5,5,4.0,Platinum
421,Iola,Rasmussen,2,5,5,4.0,Platinum
1443,Lezlie,Lamb,2,5,5,4.0,Platinum
298,Jennie,Middleton,2,5,5,4.0,Platinum
1103,Ardelia,Cooley,2,5,5,4.0,Platinum
550,Felicidad,Golden,2,5,5,4.0,Platinum
1199,Consuela,Collier,2,5,5,4.0,Platinum
564,Bettie,Pierce,3,4,5,4.0,Platinum
794,Donette,Mccarthy,3,4,5,4.0,Platinum
340,Yanira,Bradshaw,3,4,5,4.0,Platinum
666,Brittni,Green,3,4,5,4.0,Platinum
661,Trena,Hudson,3,4,5,4.0,Platinum
836,Corinna,Adams,3,4,5,4.0,Platinum
687,Cecilia,Camacho,4,4,4,4.0,Platinum
1158,Vito,Pickett,4,4,4,4.0,Platinum
461,Effie,Jenkins,4,4,4,4.0,Platinum
751,Hermila,Mckay,4,4,4,4.0,Platinum
723,Vicki,Wiggins,4,4,4,4.0,Platinum
354,Tonda,Armstrong,4,4,4,4.0,Platinum
748,Oliva,Blackwell,4,4,4,4.0,Platinum
837,Kellye,Campbell,4,4,4,4.0,Platinum
125,Herlinda,Stone,4,4,4,4.0,Platinum
1370,Rona,Rojas,4,4,4,4.0,Platinum
407,Dannette,Guerrero,4,4,4,4.0,Platinum
895,Elaina,Key,4,4,4,4.0,Platinum
1442,Cassie,Cline,4,4,4,4.0,Platinum
1235,Georgina,Gonzales,4,4,4,4.0,Platinum
1134,Sherril,Alvarado,4,4,4,4.0,Platinum
460,Romelia,Myers,4,4,4,4.0,Platinum
782,Ricki,Bullock,4,4,4,4.0,Platinum
225,Barbera,Riggs,4,4,4,4.0,Platinum
453,Courtney,Wyatt,4,4,4,4.0,Platinum
793,Chantay,Maynard,4,4,4,4.0,Platinum
1372,Renna,Williams,4,4,4,4.0,Platinum
220,Lucio,Sherman,4,4,4,4.0,Platinum
675,Kermit,Bowman,4,4,4,4.0,Platinum
1260,Phuong,Wolf,4,4,4,4.0,Platinum
1392,Trista,Lambert,4,4,4,4.0,Platinum
379,Mina,Carrillo,4,4,4,4.0,Platinum
268,Trinity,Riddle,4,4,4,4.0,Platinum
1424,Lashunda,Cole,4,4,4,4.0,Platinum
749,Oralia,Farley,4,4,4,4.0,Platinum
1213,Yang,Giles,4,4,4,4.0,Platinum
1347,Kate,Barber,4,4,4,4.0,Platinum
1006,Marjory,Leonard,4,4,4,4.0,Platinum
787,Malisa,Mitchell,4,4,4,4.0,Platinum
1244,Trang,Hardin,4,4,4,4.0,Platinum
934,Ocie,Slater,4,4,4,4.0,Platinum
1150,Keturah,Reid,4,4,4,4.0,Platinum
1422,Tempie,Jacobson,4,4,4,4.0,Platinum
1120,Karole,Alvarez,4,4,4,4.0,Platinum
960,Arline,Lawson,4,4,4,4.0,Platinum
486,Valeri,Marshall,4,4,4,4.0,Platinum
269,Barton,Crosby,4,4,4,4.0,Platinum
1041,Bettye,Espinoza,4,4,4,4.0,Platinum
768,Yvone,Yates,4,4,4,4.0,Platinum
702,Sharie,Whitaker,4,4,4,4.0,Platinum
665,Stacie,Sims,4,4,4,4.0,Platinum
998,Heather,Chaney,4,4,4,4.0,Platinum
571,Kaley,Blanchard,4,4,4,4.0,Platinum
903,Maira,Long,4,4,4,4.0,Platinum
426,Daisy,Ward,4,4,4,4.0,Platinum
545,Tajuana,Rollins,4,4,4,4.0,Platinum
774,Nenita,Mooney,4,4,4,4.0,Platinum
1236,Rudolph,Velez,4,4,4,4.0,Platinum
1014,Ling,Newman,4,4,4,4.0,Platinum
1060,Tommie,Cooley,4,4,4,4.0,Platinum
128,Terrance,Lynn,4,4,4,4.0,Platinum
1411,Shanda,Stevenson,5,3,4,4.0,Platinum
237,Elvera,Peck,5,5,2,4.0,Platinum
8,Jacquline,Duncan,5,5,2,4.0,Platinum
233,Mariana,Strong,5,5,2,4.0,Platinum
67,Tommie,Melton,5,5,2,4.0,Platinum
191,Graciela,Barber,5,5,2,4.0,Platinum
188,Sharla,Flynn,5,5,2,4.0,Platinum
44,Onita,Johns,5,5,2,4.0,Platinum
71,Takako,Casey,5,5,2,4.0,Platinum
49,Caroll,Hays,5,5,2,4.0,Platinum
259,Johnathan,Velazquez,1,5,5,3.6666666666666665,Gold
541,Lanita,Burton,1,5,5,3.6666666666666665,Gold
1348,Yvone,Guerrero,1,5,5,3.6666666666666665,Gold
583,Lashandra,Turner,1,5,5,3.6666666666666665,Gold
1165,Rikki,Morrow,1,5,5,3.6666666666666665,Gold
1237,Luke,Kramer,1,5,5,3.6666666666666665,Gold
403,Elouise,Fry,1,5,5,3.6666666666666665,Gold
1034,Rico,Salas,1,5,5,3.6666666666666665,Gold
105,Marget,Hodge,1,5,5,3.6666666666666665,Gold
815,Leanna,Manning,1,5,5,3.6666666666666665,Gold
1368,Veronique,Fulton,1,5,5,3.6666666666666665,Gold
802,Barrett,Sanders,1,5,5,3.6666666666666665,Gold
350,Christoper,Mccall,1,5,5,3.6666666666666665,Gold
411,Octavia,Case,1,5,5,3.6666666666666665,Gold
159,Regina,Burns,1,5,5,3.6666666666666665,Gold
780,Ouida,Gregory,1,5,5,3.6666666666666665,Gold
1205,Emmaline,Huber,1,5,5,3.6666666666666665,Gold
627,Deloris,Larson,1,5,5,3.6666666666666665,Gold
1019,Janie,Herrera,1,5,5,3.6666666666666665,Gold
1333,Omega,Huff,2,4,5,3.6666666666666665,Gold
536,Christiane,Bradford,2,4,5,3.6666666666666665,Gold
578,Salena,Day,2,4,5,3.6666666666666665,Gold
272,Deja,Chaney,2,4,5,3.6666666666666665,Gold
149,Meredith,Bryan,2,4,5,3.6666666666666665,Gold
1349,Kami,Rios,2,4,5,3.6666666666666665,Gold
1374,Juliane,Dillard,2,4,5,3.6666666666666665,Gold
506,Irving,Pitts,2,4,5,3.6666666666666665,Gold
959,Christel,Barber,2,4,5,3.6666666666666665,Gold
349,Mable,Pratt,3,4,4,3.6666666666666665,Gold
626,Leigh,Burke,3,4,4,3.6666666666666665,Gold
1125,Caleb,England,3,4,4,3.6666666666666665,Gold
361,Virgina,Berg,3,4,4,3.6666666666666665,Gold
922,Elvia,Cardenas,3,4,4,3.6666666666666665,Gold
762,Quyen,Houston,3,4,4,3.6666666666666665,Gold
530,Selene,Austin,3,4,4,3.6666666666666665,Gold
1081,Carson,Macias,3,4,4,3.6666666666666665,Gold
958,Ciera,Koch,3,4,4,3.6666666666666665,Gold
1137,Dottie,Roberts,3,4,4,3.6666666666666665,Gold
417,Zoraida,Patton,3,4,4,3.6666666666666665,Gold
660,Shara,Pope,3,4,4,3.6666666666666665,Gold
1162,Carmelina,Sellers,3,4,4,3.6666666666666665,Gold
173,Marquerite,Dawson,3,4,4,3.6666666666666665,Gold
672,Elma,Molina,3,4,4,3.6666666666666665,Gold
870,Dwain,Carlson,3,4,4,3.6666666666666665,Gold
500,Moira,Lester,3,4,4,3.6666666666666665,Gold
646,Ann,Heath,3,4,4,3.6666666666666665,Gold
1291,Shiloh,Bates,3,4,4,3.6666666666666665,Gold
701,Alysia,Nicholson,3,4,4,3.6666666666666665,Gold
1152,Tuyet,Rosa,3,4,4,3.6666666666666665,Gold
490,Yu,Mcdonald,3,4,4,3.6666666666666665,Gold
496,Shu,Mays,3,4,4,3.6666666666666665,Gold
367,Blanca,Hooper,3,4,4,3.6666666666666665,Gold
1015,Nichelle,Rosario,3,4,4,3.6666666666666665,Gold
479,Gertha,Mejia,3,4,4,3.6666666666666665,Gold
863,Shonta,Preston,3,4,4,3.6666666666666665,Gold
1057,Conchita,Boone,3,4,4,3.6666666666666665,Gold
420,Vince,Schneider,3,4,4,3.6666666666666665,Gold
1148,Lenore,Valdez,3,4,4,3.6666666666666665,Gold
1319,Claris,Santiago,3,4,4,3.6666666666666665,Gold
246,Dionne,Norris,3,4,4,3.6666666666666665,Gold
1215,Karl,Stephens,3,4,4,3.6666666666666665,Gold
948,Siobhan,Lang,3,4,4,3.6666666666666665,Gold
1395,Eliseo,Knight,3,4,4,3.6666666666666665,Gold
372,Collene,Roman,3,4,4,3.6666666666666665,Gold
1230,Jesus,Burch,3,4,4,3.6666666666666665,Gold
394,Virgen,Clemons,3,4,4,3.6666666666666665,Gold
1206,Mercy,Brown,3,4,4,3.6666666666666665,Gold
1024,Coleman,Boyd,3,4,4,3.6666666666666665,Gold
1396,Delma,Bailey,3,4,4,3.6666666666666665,Gold
384,Aimee,Merritt,3,4,4,3.6666666666666665,Gold
605,Renita,Henry,3,4,4,3.6666666666666665,Gold
352,Josef,Greer,3,4,4,3.6666666666666665,Gold
179,Deane,Sears,3,4,4,3.6666666666666665,Gold
877,Janine,Manning,3,4,4,3.6666666666666665,Gold
242,Rutha,Howell,3,4,4,3.6666666666666665,Gold
1316,Conrad,Mueller,3,4,4,3.6666666666666665,Gold
472,Myron,Ruiz,3,4,4,3.6666666666666665,Gold
631,Tressa,Weiss,3,4,4,3.6666666666666665,Gold
278,Myesha,Burgess,3,4,4,3.6666666666666665,Gold
142,Nicholas,Vazquez,3,4,4,3.6666666666666665,Gold
611,Ashleigh,Frank,3,4,4,3.6666666666666665,Gold
1390,Genoveva,Lloyd,3,4,4,3.6666666666666665,Gold
1276,Shona,Mcmillan,3,4,4,3.6666666666666665,Gold
1426,Londa,Gould,3,4,4,3.6666666666666665,Gold
1190,Romeo,Steele,4,3,4,3.6666666666666665,Gold
1273,Cheree,Hale,4,3,4,3.6666666666666665,Gold
912,Inocencia,Key,4,3,4,3.6666666666666665,Gold
1268,Sung,Chambers,4,3,4,3.6666666666666665,Gold
1088,Jane,Henderson,5,3,3,3.6666666666666665,Gold
931,Porter,Bass,5,3,3,3.6666666666666665,Gold
273,Queenie,Vance,5,3,3,3.6666666666666665,Gold
1083,Cher,Alston,5,3,3,3.6666666666666665,Gold
761,Rod,Hatfield,5,3,3,3.6666666666666665,Gold
443,Ayana,Keith,5,3,3,3.6666666666666665,Gold
