customer_id,first_name,last_name,city,state,product_name,purchase_count
5,Charolette,Rice,Sacramento,CA,Surly Straggler - 2016,1
5,Charolette,Rice,Sacramento,CA,Electra Moto 1 - 2016,1
5,Charolette,Rice,Sacramento,CA,Electra Townie Original 21D - 2016,1
5,Charolette,Rice,Sacramento,CA,Sun Bicycles Cruz 7 - 2017,1
5,Charolette,Rice,Sacramento,CA,Trek XM700+ - 2018,1
6,Lyndsey,Bean,Fairport,NY,Trek Slash 8 27.5 - 2016,1
6,Lyndsey,Bean,Fairport,NY,Trek Conduit+ - 2016,1
6,Lyndsey,Bean,Fairport,NY,Electra Cruiser 1 (24-Inch) - 2016,1
6,Lyndsey,Bean,Fairport,NY,Trek Fuel EX 9.8 29 - 2017,1
6,Lyndsey,Bean,Fairport,NY,Haro SR 1.3 - 2017,1
6,Lyndsey,Bean,Fairport,NY,Trek Emonda ALR 6 - 2018,1
6,Lyndsey,Bean,Fairport,NY,Trek Domane SL 6 - 2018,1
6,Lyndsey,Bean,Fairport,NY,Electra Loft Go! 8i - 2018,1
6,Lyndsey,Bean,Fairport,NY,Surly Straggler 650b - 2018,1
6,Lyndsey,Bean,Fairport,NY,Electra Morningstar 3i Ladies' - 2018,1
6,Lyndsey,Bean,Fairport,NY,Trek Precaliber 16 Girl's - 2018,1
7,Latasha,Hays,Buffalo,NY,Pure Cycles William 3-Speed - 2016,1
7,Latasha,Hays,Buffalo,NY,Electra Townie Original 7D EQ - 2016,1
7,Latasha,Hays,Buffalo,NY,Trek Crockett 7 Disc - 2018,1
7,Latasha,Hays,Buffalo,NY,Trek Precaliber 16 Girl's - 2018,1
8,Jacquline,Duncan,Jackson Heights,NY,Electra Cruiser 1 (24-Inch) - 2016,1
8,Jacquline,Duncan,Jackson Heights,NY,Sun Bicycles Cruz 7 - Women's - 2017,1
8,Jacquline,Duncan,Jackson Heights,NY,Electra Townie Commute 8D - 2018,1
9,Genoveva,Baldwin,Port Washington,NY,Heller Shagamaw Frame - 2016,1
9,Genoveva,Baldwin,Port Washington,NY,Surly Straggler 650b - 2016,1
9,Genoveva,Baldwin,Port Washington,NY,Electra Townie Original 21D - 2016,1
9,Genoveva,Baldwin,Port Washington,NY,Trek Session DH 27.5 Carbon Frameset - 2017,1
9,Genoveva,Baldwin,Port Washington,NY,Electra Savannah 3i (20-inch) - Girl's - 2017,1
9,Genoveva,Baldwin,Port Washington,NY,Sun Bicycles Cruz 7 - 2017,1
9,Genoveva,Baldwin,Port Washington,NY,Trek Emonda SLR 8 - 2018,1
9,Genoveva,Baldwin,Port Washington,NY,Trek Dual Sport+ - 2018,1
9,Genoveva,Baldwin,Port Washington,NY,Electra Amsterdam Royal 8i - 2017/2018,1
10,Pamelia,Newman,Monroe,NY,Pure Cycles Vine 8-Speed - 2016,1
10,Pamelia,Newman,Monroe,NY,Pure Cycles William 3-Speed - 2016,1
10,Pamelia,Newman,Monroe,NY,Surly Ice Cream Truck Frameset - 2017,1
10,Pamelia,Newman,Monroe,NY,Trek Girl's Kickster - 2017,1
10,Pamelia,Newman,Monroe,NY,Electra Moto 3i (20-inch) - Boy's - 2017,1
10,Pamelia,Newman,Monroe,NY,Sun Bicycles Streamway 7 - 2017,1
10,Pamelia,Newman,Monroe,NY,Trek Fuel EX 8 29 XT - 2018,1
10,Pamelia,Newman,Monroe,NY,Trek Domane SLR 9 Disc - 2018,1
10,Pamelia,Newman,Monroe,NY,Electra Cruiser 7D Tall - 2016/2018,1
10,Pamelia,Newman,Monroe,NY,Electra Townie Balloon 8D EQ - 2016/2017/2018,1
10,Pamelia,Newman,Monroe,NY,Electra Townie Original 7D EQ Ladies' - 2017/2018,1
11,Deshawn,Mendoza,Monsey,NY,Trek Domane S 5 Disc - 2017,1
11,Deshawn,Mendoza,Monsey,NY,Trek Precaliber 12 Boys - 2017,1
11,Deshawn,Mendoza,Monsey,NY,Trek Precaliber 16 Boys - 2017,1
11,Deshawn,Mendoza,Monsey,NY,Haro Shredder 20 Girls - 2017,1
11,Deshawn,Mendoza,Monsey,NY,Sun Bicycles Cruz 3 - 2017,1
12,Robby,Sykes,Hempstead,NY,Surly Straggler 650b - 2016,1
12,Robby,Sykes,Hempstead,NY,Electra Townie Original 7D EQ - 2016,1
12,Robby,Sykes,Hempstead,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1
12,Robby,Sykes,Hempstead,NY,Trek Silque SLR 7 Women's - 2017,1
12,Robby,Sykes,Hempstead,NY,Trek Powerfly 8 FS Plus - 2017,1
12,Robby,Sykes,Hempstead,NY,Sun Bicycles Cruz 7 - 2017,1
12,Robby,Sykes,Hempstead,NY,Trek Powerfly 5 Women's - 2018,1
12,Robby,Sykes,Hempstead,NY,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1
13,Lashawn,Ortiz,Longview,TX,Trek Fuel EX 8 29 - 2016,1
13,Lashawn,Ortiz,Longview,TX,Electra Townie Original 7D EQ - 2016,1
13,Lashawn,Ortiz,Longview,TX,Pure Cycles Western 3-Speed - Women's - 2015/2016,1
13,Lashawn,Ortiz,Longview,TX,Electra Cruiser 1 (24-Inch) - 2016,1
13,Lashawn,Ortiz,Longview,TX,Surly Wednesday Frameset - 2017,1
13,Lashawn,Ortiz,Longview,TX,Haro SR 1.3 - 2017,1
13,Lashawn,Ortiz,Longview,TX,Trek Emonda S 5 - 2017,1
13,Lashawn,Ortiz,Longview,TX,Sun Bicycles Streamway 3 - 2017,1
14,Garry,Espinoza,Forney,TX,Pure Cycles Vine 8-Speed - 2016,1
14,Garry,Espinoza,Forney,TX,Electra Cruiser 1 (24-Inch) - 2016,1
14,Garry,Espinoza,Forney,TX,Electra Townie Original 21D - 2016,1
14,Garry,Espinoza,Forney,TX,Trek Fuel EX 8 29 - 2018,1
14,Garry,Espinoza,Forney,TX,Electra Townie Commute Go! - 2018,1
14,Garry,Espinoza,Forney,TX,Electra Super Moto 8i - 2018,1
14,Garry,Espinoza,Forney,TX,Electra Townie Original 21D EQ - 2017/2018,1
15,Linnie,Branch,Plattsburgh,NY,Surly Troll Frameset - 2017,1
15,Linnie,Branch,Plattsburgh,NY,Trek 820 - 2018,1
15,Linnie,Branch,Plattsburgh,NY,Trek Domane ALR Frameset - 2018,1
15,Linnie,Branch,Plattsburgh,NY,Electra Townie Original 21D EQ - 2017/2018,1
15,Linnie,Branch,Plattsburgh,NY,Electra Cruiser Lux 1 Ladies' - 2018,1
15,Linnie,Branch,Plattsburgh,NY,Electra Townie Balloon 3i EQ - 2017/2018,1
15,Linnie,Branch,Plattsburgh,NY,Trek Superfly 24 - 2017/2018,1
16,Emmitt,Sanchez,New York,NY,Surly Straggler 650b - 2016,1
16,Emmitt,Sanchez,New York,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1
16,Emmitt,Sanchez,New York,NY,Electra Moto 1 - 2016,1
16,Emmitt,Sanchez,New York,NY,Electra Townie Original 7D EQ - Women's - 2016,1
16,Emmitt,Sanchez,New York,NY,Trek Fuel EX 9.8 29 - 2017,1
16,Emmitt,Sanchez,New York,NY,Trek Emonda S 5 - 2017,1
16,Emmitt,Sanchez,New York,NY,Sun Bicycles Cruz 3 - 2017,1
16,Emmitt,Sanchez,New York,NY,Sun Bicycles Cruz 7 - 2017,1
16,Emmitt,Sanchez,New York,NY,Heller Shagamaw GX1 - 2018,1
16,Emmitt,Sanchez,New York,NY,Trek Fuel EX 8 29 XT - 2018,1
16,Emmitt,Sanchez,New York,NY,Electra Cruiser 1 Ladies' - 2018,1
16,Emmitt,Sanchez,New York,NY,Electra Townie Commute Go! - 2018,1
17,Caren,Stephens,Scarsdale,NY,Surly Ice Cream Truck Frameset - 2016,1
17,Caren,Stephens,Scarsdale,NY,Pure Cycles Vine 8-Speed - 2016,1
17,Caren,Stephens,Scarsdale,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1
17,Caren,Stephens,Scarsdale,NY,Trek Kids' Neko - 2018,1
17,Caren,Stephens,Scarsdale,NY,Trek CrossRip 1 - 2018,1
17,Caren,Stephens,Scarsdale,NY,Electra Townie Commute 8D Ladies' - 2018,1
17,Caren,Stephens,Scarsdale,NY,Electra White Water 3i - 2018,1
18,Georgetta,Hardin,Canandaigua,NY,Surly Ice Cream Truck Frameset - 2016,1
18,Georgetta,Hardin,Canandaigua,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,1
18,Georgetta,Hardin,Canandaigua,NY,Sun Bicycles Spider 3i - 2017,1
18,Georgetta,Hardin,Canandaigua,NY,Surly Troll Frameset - 2017,1
18,Georgetta,Hardin,Canandaigua,NY,Trek Ticket S Frame - 2018,1
18,Georgetta,Hardin,Canandaigua,NY,Trek Domane ALR Disc Frameset - 2018,1
18,Georgetta,Hardin,Canandaigua,NY,Trek XM700+ - 2018,1
18,Georgetta,Hardin,Canandaigua,NY,Trek Superfly 20 - 2018,1
18,Georgetta,Hardin,Canandaigua,NY,Trek Precaliber 12 Boy's - 2018,1
18,Georgetta,Hardin,Canandaigua,NY,Electra Townie Balloon 3i EQ Ladies' - 2018,1
19,Lizzette,Stein,Orchard Park,NY,Electra Moto 1 - 2016,1
19,Lizzette,Stein,Orchard Park,NY,Trek Domane SLR 6 Disc - 2017,1
19,Lizzette,Stein,Orchard Park,NY,Trek Domane S 5 Disc - 2017,1
19,Lizzette,Stein,Orchard Park,NY,Sun Bicycles Atlas X-Type - 2017,1
19,Lizzette,Stein,Orchard Park,NY,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1
19,Lizzette,Stein,Orchard Park,NY,Haro Shredder 20 Girls - 2017,1
19,Lizzette,Stein,Orchard Park,NY,Sun Bicycles Cruz 3 - Women's - 2017,1
20,Aleta,Shepard,Sugar Land,TX,Heller Shagamaw Frame - 2016,1
20,Aleta,Shepard,Sugar Land,TX,Trek Conduit+ - 2016,1
20,Aleta,Shepard,Sugar Land,TX,Surly Straggler - 2016,1
20,Aleta,Shepard,Sugar Land,TX,Surly Straggler 650b - 2016,1
20,Aleta,Shepard,Sugar Land,TX,Sun Bicycles Atlas X-Type - 2017,1
20,Aleta,Shepard,Sugar Land,TX,Electra Cruiser Lux 1 - 2016/2018,1
21,Tobie,Little,Victoria,TX,Pure Cycles Western 3-Speed - Women's - 2015/2016,1
21,Tobie,Little,Victoria,TX,Trek Boone 7 - 2017,1
21,Tobie,Little,Victoria,TX,Electra Cruiser Lux 1 - 2017,1
21,Tobie,Little,Victoria,TX,Trek Precaliber 24 (21-Speed) - Girls - 2017,1
21,Tobie,Little,Victoria,TX,Trek CrossRip 2 - 2018,1
21,Tobie,Little,Victoria,TX,Trek Domane SL 6 - 2018,1
21,Tobie,Little,Victoria,TX,Electra Cruiser 1 Tall - 2016/2018,1
21,Tobie,Little,Victoria,TX,Strider Strider 20 Sport - 2018,1
21,Tobie,Little,Victoria,TX,Electra Townie Balloon 7i EQ - 2018,1
22,Adelle,Larsen,East Northport,NY,Surly Straggler 650b - 2016,1
22,Adelle,Larsen,East Northport,NY,Electra Townie Original 21D - 2016,1
22,Adelle,Larsen,East Northport,NY,Pure Cycles Vine 8-Speed - 2016,1
22,Adelle,Larsen,East Northport,NY,Pure Cycles William 3-Speed - 2016,1
22,Adelle,Larsen,East Northport,NY,Electra Townie Original 21D - 2016,1
22,Adelle,Larsen,East Northport,NY,Trek Fuel EX 9.8 27.5 Plus - 2017,1
22,Adelle,Larsen,East Northport,NY,Electra Cruiser Lux 3i - 2018,1
23,Kaylee,English,Hollis,NY,Sun Bicycles Biscayne Tandem 7 - 2017,1
23,Kaylee,English,Hollis,NY,Electra Townie Commute Go! Ladies' - 2018,1
23,Kaylee,English,Hollis,NY,Electra Townie Commute 27D - 2018,1
24,Corene,Wall,Atwater,CA,Trek Remedy 29 Carbon Frameset - 2016,1
24,Corene,Wall,Atwater,CA,Trek Conduit+ - 2016,1
24,Corene,Wall,Atwater,CA,Electra Moto 1 - 2016,1
24,Corene,Wall,Atwater,CA,Surly Wednesday - 2017,1
24,Corene,Wall,Atwater,CA,Haro Flightline One ST - 2017,1
24,Corene,Wall,Atwater,CA,Haro Shift R3 - 2017,1
24,Corene,Wall,Atwater,CA,Trek X-Caliber 7 - 2018,1
24,Corene,Wall,Atwater,CA,Electra Super Moto 8i - 2018,1
24,Corene,Wall,Atwater,CA,Strider Classic 12 Balance Bike - 2018,1
25,Regenia,Vaughan,Mahopac,NY,Pure Cycles Vine 8-Speed - 2016,1
25,Regenia,Vaughan,Mahopac,NY,Haro Shift R3 - 2017,1
25,Regenia,Vaughan,Mahopac,NY,Trek Emonda S 4 - 2017,1
25,Regenia,Vaughan,Mahopac,NY,Trek Boone Race Shop Limited - 2017,1
25,Regenia,Vaughan,Mahopac,NY,Sun Bicycles Streamway 3 - 2017,1
25,Regenia,Vaughan,Mahopac,NY,Surly Krampus - 2018,1
25,Regenia,Vaughan,Mahopac,NY,Trek Domane ALR 4 Disc - 2018,1
25,Regenia,Vaughan,Mahopac,NY,Electra Straight 8 1 (20-inch) - Boy's - 2018,1
26,Theo,Reese,Long Beach,NY,Surly Straggler 650b - 2016,1
26,Theo,Reese,Long Beach,NY,Electra Cruiser 1 (24-Inch) - 2016,1
26,Theo,Reese,Long Beach,NY,Sun Bicycles Lil Bolt Type-R - 2017,1
26,Theo,Reese,Long Beach,NY,Haro Downtown 16 - 2017,1
26,Theo,Reese,Long Beach,NY,Surly Krampus - 2018,1
26,Theo,Reese,Long Beach,NY,Trek Emonda SL 7 - 2018,1
26,Theo,Reese,Long Beach,NY,Strider Strider 20 Sport - 2018,1
27,Santos,Valencia,Sunnyside,NY,Trek Fuel EX 8 29 - 2016,1
27,Santos,Valencia,Sunnyside,NY,Electra Townie Original 21D - 2016,1
27,Santos,Valencia,Sunnyside,NY,Electra Amsterdam Original 3i Ladies' - 2017,1
27,Santos,Valencia,Sunnyside,NY,Haro Shredder 20 - 2017,1
27,Santos,Valencia,Sunnyside,NY,Electra Delivery 3i - 2016/2017/2018,1
27,Santos,Valencia,Sunnyside,NY,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1
28,Jeanice,Frost,Ossining,NY,Trek Conduit+ - 2016,1
28,Jeanice,Frost,Ossining,NY,Trek Fuel EX 5 27.5 Plus - 2017,1
28,Jeanice,Frost,Ossining,NY,Haro SR 1.2 - 2017,1
28,Jeanice,Frost,Ossining,NY,Trek Silque SLR 8 Women's - 2017,1
28,Jeanice,Frost,Ossining,NY,Sun Bicycles Biscayne Tandem CB - 2017,1
28,Jeanice,Frost,Ossining,NY,Electra Amsterdam Fashion 7i Ladies' - 2017,1
28,Jeanice,Frost,Ossining,NY,Electra Moto 3i (20-inch) - Boy's - 2017,1
28,Jeanice,Frost,Ossining,NY,Sun Bicycles Streamway 3 - 2017,1
28,Jeanice,Frost,Ossining,NY,Electra Koa 3i Ladies' - 2018,1
28,Jeanice,Frost,Ossining,NY,Trek Precaliber 20 Boy's - 2018,1
29,Syreeta,Hendricks,Mahopac,NY,Electra Townie Original 7D - 2015/2016,1
29,Syreeta,Hendricks,Mahopac,NY,Trek Fuel EX 5 27.5 Plus - 2017,1
29,Syreeta,Hendricks,Mahopac,NY,Trek Madone 9.2 - 2017,1
29,Syreeta,Hendricks,Mahopac,NY,Electra Townie Commute Go! Ladies' - 2018,1
30,Jamaal,Albert,Torrance,CA,Surly Straggler - 2016,1
30,Jamaal,Albert,Torrance,CA,Electra Townie Original 21D - 2016,1
30,Jamaal,Albert,Torrance,CA,Electra Moto 1 - 2016,1
30,Jamaal,Albert,Torrance,CA,Electra Townie Original 7D EQ - 2016,1
30,Jamaal,Albert,Torrance,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1
30,Jamaal,Albert,Torrance,CA,Trek Precaliber 16 Boys - 2017,1
30,Jamaal,Albert,Torrance,CA,Electra Townie Original 7D - 2017,1
30,Jamaal,Albert,Torrance,CA,Electra Townie Commute Go! - 2018,1
31,Williemae,Holloway,Oakland,CA,Surly Ice Cream Truck Frameset - 2016,1
31,Williemae,Holloway,Oakland,CA,Pure Cycles Western 3-Speed - Women's - 2015/2016,1
31,Williemae,Holloway,Oakland,CA,Electra Townie Original 7D EQ - Women's - 2016,1
31,Williemae,Holloway,Oakland,CA,Electra Cruiser 1 (24-Inch) - 2016,1
31,Williemae,Holloway,Oakland,CA,Trek Stache 5 - 2018,1
31,Williemae,Holloway,Oakland,CA,Electra Townie Commute Go! - 2018,1
31,Williemae,Holloway,Oakland,CA,Trek Super Commuter+ 7 - 2018,1
32,Araceli,Golden,Fullerton,CA,Surly Straggler - 2016,1
32,Araceli,Golden,Fullerton,CA,Electra Cruiser 1 (24-Inch) - 2016,1
32,Araceli,Golden,Fullerton,CA,Pure Cycles Vine 8-Speed - 2016,1
32,Araceli,Golden,Fullerton,CA,Trek Powerfly 8 FS Plus - 2017,1
32,Araceli,Golden,Fullerton,CA,Trek Emonda ALR 6 - 2018,1
32,Araceli,Golden,Fullerton,CA,Trek Domane AL 2 Women's - 2018,1
33,Deloris,Burke,Palos Verdes Peninsula,CA,Trek Fuel EX 8 29 - 2016,1
33,Deloris,Burke,Palos Verdes Peninsula,CA,Electra Townie Original 21D - 2016,1
33,Deloris,Burke,Palos Verdes Peninsula,CA,Trek X-Caliber 8 - 2017,1
33,Deloris,Burke,Palos Verdes Peninsula,CA,Electra Moto 3i (20-inch) - Boy's - 2017,1
33,Deloris,Burke,Palos Verdes Peninsula,CA,Trek Domane ALR 4 Disc Women's - 2018,1
33,Deloris,Burke,Palos Verdes Peninsula,CA,Trek Emonda SLR 6 - 2018,1
33,Deloris,Burke,Palos Verdes Peninsula,CA,Trek Verve+ - 2018,1
33,Deloris,Burke,Palos Verdes Peninsula,CA,Electra Townie Commute Go! - 2018,1
34,Brittney,Woodward,East Northport,NY,Sun Bicycles Atlas X-Type - 2017,1
34,Brittney,Woodward,East Northport,NY,Trek Domane SL 5 Women's - 2018,1
34,Brittney,Woodward,East Northport,NY,Trek Conduit+ - 2018,1
34,Brittney,Woodward,East Northport,NY,Trek Verve+ - 2018,1
35,Guillermina,Noble,Baldwinsville,NY,Trek Fuel EX 9.8 27.5 Plus - 2017,1
35,Guillermina,Noble,Baldwinsville,NY,Trek Domane SL 6 - 2017,1
35,Guillermina,Noble,Baldwinsville,NY,Trek Precaliber 24 (21-Speed) - Girls - 2017,1
35,Guillermina,Noble,Baldwinsville,NY,Trek Fuel EX 8 29 XT - 2018,1
35,Guillermina,Noble,Baldwinsville,NY,Electra Loft Go! 8i - 2018,1
35,Guillermina,Noble,Baldwinsville,NY,Strider Strider 20 Sport - 2018,1
35,Guillermina,Noble,Baldwinsville,NY,"Electra Treasure 1 20"" - 2018",1
35,Guillermina,Noble,Baldwinsville,NY,Electra Townie Original 21D EQ - 2017/2018,1
36,Bernita,Mcdaniel,Liverpool,NY,Trek Remedy 29 Carbon Frameset - 2016,1
36,Bernita,Mcdaniel,Liverpool,NY,Electra Townie Original 21D - 2016,1
36,Bernita,Mcdaniel,Liverpool,NY,Electra Relic 3i - 2018,1
37,Melia,Brady,Maspeth,NY,Heller Shagamaw Frame - 2016,1
37,Melia,Brady,Maspeth,NY,Surly Steamroller - 2017,1
37,Melia,Brady,Maspeth,NY,Trek Powerfly 8 FS Plus - 2017,1
37,Melia,Brady,Maspeth,NY,Surly Straggler - 2018,1
37,Melia,Brady,Maspeth,NY,Electra Townie Commute Go! Ladies' - 2018,1
37,Melia,Brady,Maspeth,NY,"Electra Treasure 1 20"" - 2018",1
37,Melia,Brady,Maspeth,NY,Electra Townie Original 1 Ladies' - 2018,1
38,Zelma,Browning,Astoria,NY,Trek Fuel EX 9.8 29 - 2017,1
38,Zelma,Browning,Astoria,NY,Electra Townie Original 7D - 2017,1
38,Zelma,Browning,Astoria,NY,Haro Shredder 20 - 2017,1
38,Zelma,Browning,Astoria,NY,Trek Domane SL Frameset - 2018,1
38,Zelma,Browning,Astoria,NY,Surly Pack Rat - 2018,1
38,Zelma,Browning,Astoria,NY,Trek Lift+ - 2018,1
39,Janetta,Aguirre,Lancaster,NY,Surly Karate Monkey 27.5+ Frameset - 2017,1
39,Janetta,Aguirre,Lancaster,NY,Trek Girl's Kickster - 2017,1
39,Janetta,Aguirre,Lancaster,NY,Sun Bicycles Streamway - 2017,1
39,Janetta,Aguirre,Lancaster,NY,Trek Domane SL 8 Disc - 2018,1
39,Janetta,Aguirre,Lancaster,NY,Trek Conduit+ - 2018,1
39,Janetta,Aguirre,Lancaster,NY,Electra Townie Original 3i EQ - 2017/2018,1
39,Janetta,Aguirre,Lancaster,NY,Electra Townie Original 21D Ladies' - 2018,1
40,Ronna,Butler,Encino,CA,Ritchey Timberwolf Frameset - 2016,1
40,Ronna,Butler,Encino,CA,Trek Fuel EX 8 29 - 2016,1
40,Ronna,Butler,Encino,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1
40,Ronna,Butler,Encino,CA,Electra Townie Original 7D EQ - 2016,1
40,Ronna,Butler,Encino,CA,Pure Cycles Western 3-Speed - Women's - 2015/2016,1
40,Ronna,Butler,Encino,CA,Surly Karate Monkey 27.5+ Frameset - 2017,1
40,Ronna,Butler,Encino,CA,Surly Ice Cream Truck Frameset - 2017,1
40,Ronna,Butler,Encino,CA,Trek Session DH 27.5 Carbon Frameset - 2017,1
40,Ronna,Butler,Encino,CA,Electra Townie Original 3i EQ Ladies' - 2018,1
40,Ronna,Butler,Encino,CA,Electra Townie Balloon 3i EQ Ladies' - 2018,1
41,Kathie,Freeman,Queensbury,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1
41,Kathie,Freeman,Queensbury,NY,Trek X-Caliber 8 - 2017,1
41,Kathie,Freeman,Queensbury,NY,Haro Flightline One ST - 2017,1
41,Kathie,Freeman,Queensbury,NY,Haro Flightline Two 26 Plus - 2017,1
41,Kathie,Freeman,Queensbury,NY,Sun Bicycles Atlas X-Type - 2017,1
42,Tangela,Quinn,Richmond Hill,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,1
42,Tangela,Quinn,Richmond Hill,NY,Trek Domane SL Disc Frameset - 2017,1
42,Tangela,Quinn,Richmond Hill,NY,Sun Bicycles Brickell Tandem 7 - 2017,1
42,Tangela,Quinn,Richmond Hill,NY,"Electra Girl's Hawaii 1 16"" - 2017",1
42,Tangela,Quinn,Richmond Hill,NY,Electra Townie 7D (20-inch) - Boys' - 2017,1
42,Tangela,Quinn,Richmond Hill,NY,Electra Townie Original 7D - 2017,1
42,Tangela,Quinn,Richmond Hill,NY,Electra Cruiser 7D Ladies' - 2016/2018,1
43,Mozelle,Carter,Houston,TX,Trek Fuel EX 8 29 - 2016,1
43,Mozelle,Carter,Houston,TX,Surly Ice Cream Truck Frameset - 2016,1
