customer_id,first_name,last_name,total_order_value
63,Tenisha,Lyons,20086.3708
64,Bobbie,Foster,8778.1311
65,Kanesha,Vega,11151.6045
66,Lorrie,Becker,23026.2923
67,Tommie,Melton,1472.4724999999999
68,Jayne,Kirkland,10802.6294
69,Katelin,Kennedy,7568.930999999999
70,Tomasa,Carson,16338.9384
71,Takako,Casey,1855.3325
72,Petronila,Norris,13914.3345
73,Melanie,Hayes,31913.690199999997
74,Georgeann,Waller,4036.9719999999998
75,Abby,Gamble,32803.0062
76,Parker,Prince,7168.477800000001
77,Keri,Bridges,8522.9542
78,Chi,Goff,3441.2631
79,Ashanti,Parks,16025.071499999998
80,Sarai,Mckee,9563.3381
81,Zina,Bonner,5660.936900000001
82,Lizzie,Joyner,18995.0137
83,Tiesha,Daniel,7793.150700000002
84,Armand,Whitehead,7154.5445
85,Teofila,Fischer,23195.075399999998
86,Lissa,Vargas,12551.997
87,Yan,Mcgowan,13546.9484
88,Titus,Bullock,9805.2464
89,Arvilla,Osborn,10805.3354
90,Marjorie,Logan,8956.785
91,Marvin,Mullins,18856.877
92,Tena,Cruz,3037.1355000000003
93,Corrina,Sawyer,25612.702100000002
94,Sharyn,Hopkins,34807.93919999999
95,Letitia,Franco,12433.4557
96,Floretta,Higgins,7681.124
97,Louanne,Martin,6450.9529
98,Violet,Valenzuela,2546.4665
99,Carie,Kidd,5431.8955
100,Kellie,Franco,5399.982
101,Nichelle,Howell,1405.962
102,Marisol,Goodman,3121.132
103,Sylvie,Wilkerson,2718.3920000000003
104,Katharina,Bates,11776.4101
105,Marget,Hodge,12461.5479
106,Raul,Melendez,2770.9629999999997
107,Cecil,Hopper,6961.091699999999
108,Shae,Hickman,18281.4729
109,Monica,Sears,17193.9034
110,Ollie,Zimmerman,5371.338
111,Shila,White,6177.7725
112,Yuk,Vega,7952.046400000001
113,Eliana,Silva,4236.346600000001
115,Rey,Lindsay,8327.9477
116,Merlene,Vinson,12793.633699999998
117,Dacia,William,2371.4545
118,Le,Wood,3974.6254
119,Thalia,Dillard,16764.1256
120,Luz,House,9425.166799999999
121,Lucy,Woods,3589.122
122,Shena,Carter,24890.6244
123,Robena,Hill,13783.7813
124,Jeni,Booker,6235.5381
125,Herlinda,Stone,7067.962799999999
126,Lavina,Dejesus,10314.9248
127,Erlinda,Nielsen,6034.965399999999
128,Terrance,Lynn,7536.1622
129,Walton,Dejesus,3011.4809999999998
131,Tanesha,Hampton,2335.5207
132,Boyd,Irwin,3271.8135
133,Delbert,Wilkins,3810.8230000000003
134,Brianna,Moss,3751.874
135,Dorthey,Jackson,12026.940899999998
136,Sarita,Parks,15314.013200000001
138,Jone,Bernard,12010.4969
139,Wanita,Davenport,2319.9759999999997
140,Cleopatra,Tate,12909.9214
142,Nicholas,Vazquez,5224.9905
143,Janae,Doyle,3920.663
145,Miquel,Neal,8696.072
146,Stefany,Potter,6183.5624
147,Bernetta,Marquez,10322.972099999999
148,Julee,Woodard,1260.973
149,Meredith,Bryan,8474.1624
150,Weldon,Michael,3840.882
151,Joesph,Delacruz,6863.6268
152,Katherina,Odom,3643.544
153,Laraine,Robbins,17068.4922
155,Lory,Page,4214.9734
156,Charlyn,Cantrell,4534.383
157,Carola,Rodriquez,17861.1996
158,Alane,Kennedy,1395.1624
159,Regina,Burns,11013.9345
160,Omer,Estrada,7975.973
161,Crystle,Gilliam,4296.1815
162,Kam,Wilder,4094.8480999999997
163,Margert,Stevens,4851.1372
164,Tomika,Larson,1139.981
165,Jeromy,Burch,11907.9041
167,Loreta,Johnston,14172.218499999999
168,Nettie,Mcdaniel,3801.6486999999997
169,Karla,Kirk,13678.357
170,Regine,Gonzales,13801.2997
171,Miriam,Baker,3723.8275000000003
172,Jeanie,Kirkland,15841.0992
173,Marquerite,Dawson,8072.331
174,Babara,Ochoa,2963.9809999999998
175,Nova,Hess,13023.926
176,Carley,Reynolds,6829.709199999999
178,Genoveva,Tyler,4125.5565
179,Deane,Sears,5887.3423999999995
180,Karey,Steele,2478.4
181,Olevia,Pitts,8273.955899999999
182,Jenniffer,Bullock,17746.5951
183,Jeniffer,Ratliff,1254.9405
184,Klara,Stanley,16436.065
185,Morton,Lee,3290.7715
186,Ken,Charles,9833.6547
187,Hedwig,Paul,13611.6259
188,Sharla,Flynn,1729.7749999999999
189,Damian,Dawson,2069.3725
190,Toya,Pratt,2082.1435
191,Graciela,Barber,2593.1289
192,Bong,Hebert,14208.388099999998
194,Dorine,Roberson,12320.120700000001
195,Addie,Hahn,14935.0311
196,Edythe,Valencia,10949.9468
197,Andy,O'neill,4655.0404
198,Luis,Tyler,2749.3474
199,Clelia,Workman,4571.0727
201,Candis,Harding,2548.9732
202,Marni,Bolton,4095.0138
203,Minerva,Decker,12369.6265
204,Alpha,King,2813.5587
205,Harris,Pittman,3642.0126
206,Stephaine,Riddle,8429.9454
207,Michel,Blankenship,2500.4381000000003
208,Denis,Logan,5651.0267
209,Jutta,Everett,1127.992
210,Priscilla,Wilkins,3599.991
211,Gilma,Dejesus,1472.481
212,Buford,Bridges,6155.964400000001
213,Elenore,Hensley,4789.7348
214,Ross,Pugh,3032.7401
215,Judith,Finley,4397.963900000001
216,Wai,Soto,4912.157
217,Carline,Collier,5073.0365
218,Casey,Gill,6902.465
219,Darcie,Morgan,1567.173
220,Lucio,Sherman,6672.2947
222,Anya,Contreras,1497.4827
223,Scarlet,Yates,4563.091
224,Moses,Pope,11471.895400000001
225,Barbera,Riggs,7486.331399999999
226,Kiana,Rivera,13033.596099999999
227,Danielle,Bond,18553.73
230,Chelsey,Hardin,9211.523
231,Jenee,Rasmussen,12861.8789
232,Freddie,Mathis,1755.3725
233,Mariana,Strong,2317.084
234,Winfred,Harris,3804.9214
235,Jeromy,Elliott,5989.965
236,Verona,O'neill,4157.9724
237,Elvera,Peck,2007.5811999999999
238,Cindi,Larson,20177.7457
239,Felice,Guzman,10156.8968
240,Le,Deleon,9959.0962
241,Manie,Sanchez,2157.916
242,Rutha,Howell,7143.6644
243,Natosha,Rowland,2658.7627
244,Jessika,Bray,1113.2655
245,Delila,Hamilton,10869.963699999998
246,Dionne,Norris,6261.957399999999
247,Muriel,Juarez,10570.471899999999
248,Cecelia,Gill,1101.683
250,Ivonne,Yang,2371.1624
251,Kasie,Rodriquez,8879.4529
252,Eleni,Gordon,8587.396999999999
253,Maurice,Norton,1439.984
254,Cristobal,Hutchinson,1716.5529999999999
255,Flossie,Holder,10269.8557
256,Erma,Salinas,2658.1454
257,Earl,Stanley,5315.904199999999
259,Johnathan,Velazquez,10231.046400000001
260,Rodrick,Shelton,3349.6486999999997
261,Ferne,Kline,1837.4717
262,Rubin,Decker,2484.4274
263,Dortha,Jarvis,14405.0464
264,Mariela,Huffman,1577.0717
265,Mellisa,Farley,1096.1817
266,Myung,Hooper,2681.957
267,Angelina,Lloyd,1625.963
268,Trinity,Riddle,7211.723399999999
269,Barton,Crosby,7526.0367
270,Claudio,Wise,3646.9827
272,Deja,Chaney,8561.2627
273,Queenie,Vance,3056.9624000000003
274,Josh,Shaw,5701.1053999999995
275,Pinkie,Kirkland,11476.5364
276,Lavette,Wright,6866.9384
277,Mark,Garrett,3570.5559999999996
278,Myesha,Burgess,5226.6626
279,Justina,Long,9327.738
280,Brenda,Tate,4616.014499999999
281,Rayna,Perry,5672.281
282,Randolph,Chase,9163.428899999999
283,Jaimee,Day,1172.9724
284,Susann,Bass,1001.6117
286,Virgil,Frost,1026.7014
287,Mireille,Puckett,2320.5564
288,Keturah,Massey,4765.4287
289,Charmain,Webster,17834.9634
290,Barry,Buckner,1467.9554
291,Boyce,Burks,1600.093
292,Monty,Frost,13947.544899999999
293,Tiny,French,6102.963
294,Clementina,Sargent,1208.4825
295,Danny,Kim,11055.941
296,Sophia,Mcmillan,13773.627700000001
297,Christia,Carson,3658.1810000000005
298,Jennie,Middleton,9474.9404
299,Jame,Riggs,2687.1434
300,Rayford,Simon,1023.984
301,Annett,Garrett,4156.6929
303,Rolanda,Larsen,3136.0432
305,Hope,Cotton,1238.566
306,Vikki,Erickson,6489.565
307,Fransisca,Nicholson,2942.982
308,Mazie,Fernandez,7394.9644
309,Anderson,Martin,3900.6587
310,Gilberto,Parsons,12935.949399999998
311,Charise,Burt,1250.8637
312,Cameron,Carroll,5419.973
313,Melani,Jarvis,4918.366
314,Javier,Nichols,6872.9437
315,Justina,Jenkins,2258.1215
316,Hortencia,Graham,6815.947399999999
317,Christia,Wilkins,1543.7628
318,Eliz,Whitney,1662.0538999999999
319,Justin,Newton,2337.4624999999996
320,Aron,Wiggins,10047.424500000001
321,Chere,Hardin,1165.0810000000001
322,Merideth,Preston,11832.453899999999
323,Jeniffer,Slater,2699.991
324,Laureen,Paul,2165.0816999999997
326,Shiela,Calderon,2768.3634
327,Sharie,Alvarez,5716.596
328,Bettie,Glover,8740.966
329,Marilyn,Frank,9499.981
330,Sheba,Knapp,11972.927099999999
331,Aleta,Mack,1929.514
332,Reena,Higgins,5728.934399999999
333,Ami,Mcmahon,2840.0461
334,Somer,Jordan,12663.956
335,Scarlet,Reed,4147.662
337,Majorie,Wyatt,5119.353999999999
338,Abbey,Pugh,4132.992
339,Tamela,Harrell,17479.957
340,Yanira,Bradshaw,9157.756
341,Delana,Scott,1199.984
343,Jesica,Fields,1800.4814999999999
344,Herta,Rollins,4464.6642
345,Mi,Gray,9728.9827
348,Darren,Witt,3223.1839999999997
349,Mable,Pratt,6912.1714999999995
350,Christoper,Mccall,11462.5954
351,Margorie,Wynn,8498.463
352,Josef,Greer,5925.560100000001
353,Tisa,Whitney,3196.2044
354,Tonda,Armstrong,7179.9832
355,Arvilla,Weiss,3015.9719
356,Vashti,Rosario,9865.4727
357,Sheri,Cole,1970.5907000000002
358,Kandace,Giles,3247.248
359,Angie,Powers,1990.1628
360,Van,Peters,6448.2907
361,Virgina,Berg,5154.146699999999
362,Olevia,Noel,3997.9746999999998
364,Bev,Chang,5291.964999999999
365,Rodger,Rojas,1758.5140000000001
366,Lavonne,Anderson,6744.773999999999
367,Blanca,Hooper,6602.950500000001
369,Mary,Singleton,1536.1215
371,Loni,Duncan,1619.991
372,Collene,Roman,6578.9654
374,Candelaria,Coffey,14735.4152
375,Yan,Trevino,11391.43
376,Elanor,Patrick,2136.531
379,Mina,Carrillo,6671.6012
380,Alesia,Horne,2787.9590000000003
383,Ashlee,Pena,17305.9384
384,Aimee,Merritt,8096.4455
385,Rochelle,Ward,2427.9566999999997
386,Nelle,Beck,4012.6457
387,Kaila,Walters,1367.984
390,Lorrie,Pollard,7439.9814
392,Cyndi,Bush,1681.974
393,Gertrude,Terry,2379.973
394,Virgen,Clemons,7184.9724
395,Fairy,Robinson,4041.1537000000003
396,Laverna,Hernandez,4699.9557
397,Jeannie,Wilcox,1378.182
398,Suellen,Mercado,1139.981
399,Bart,Hess,1331.9734
400,Alfredo,Dodson,4766.8345
402,Kerrie,Morton,2282.965
403,Elouise,Fry,10866.9622
405,Greta,Page,1245.973
406,Kerrie,O'neill,1139.981
407,Dannette,Guerrero,7719.957
408,Edra,Fitzgerald,2297.7575
410,Conception,Slater,5478.9485
411,Octavia,Case,9673.8444
412,Dexter,Roberts,2963.9809999999998
413,Ginette,Edwards,5225.9475
414,Romaine,Haley,1337.0817
415,Gwendolyn,Miller,11349.9574
416,Luke,Fuller,1709.3652000000002
417,Zoraida,Patton,7004.840999999999
419,Krystin,Marshall,1613.3946999999998
420,Vince,Schneider,8204.5302
421,Iola,Rasmussen,9838.4455
424,Charleen,Hurst,1490.2907
425,Augustina,Joyner,20509.4254
426,Daisy,Ward,6023.9545
427,Latonya,Dixon,3149.991
428,Hipolito,Padilla,5062.3384
429,Emmett,Casey,3194.082
430,Kandi,Mcneil,1847.0647
431,Luciano,Marsh,1999.3494
432,Julius,Holt,3489.9734
433,Holly,Nieves,1601.3717000000001
434,Douglass,Little,3092.9448
435,Izola,Hobbs,3439.4575
436,Honey,Camacho,2200.8641000000002
437,Laureen,Barry,3859.928
438,Katharine,Herrera,1455.974
439,Sunshine,Rosario,2789.9907
440,Yevette,Todd,4863.968
441,Dorthea,Walker,12965.746799999999
443,Ayana,Keith,4685.0969000000005
444,Caridad,Compton,8945.75
445,Earline,Ballard,1599.984
447,Chasidy,Tran,5080.623
449,Josie,Schultz,1894.541
450,Ellsworth,Michael,4030.0561000000002
453,Courtney,Wyatt,7823.9439999999995
456,Serina,Hensley,1690.6635
458,Everett,Vega,1304.975
459,Latosha,Dalton,4877.406
460,Romelia,Myers,5440.3624
461,Effie,Jenkins,5768.2144
462,Efren,Oliver,11463.957999999999
463,Jerlene,Rios,10266.9542
464,Bess,Mcbride,18853.354399999997
465,Birdie,Kramer,1382.972
466,Collen,Hayes,2113.584
467,Clare,Neal,2357.9642000000003
469,Micki,Rutledge,3511.7384
470,Loise,Walker,3270.2309999999998
472,Myron,Ruiz,7350.4645
473,Lashawna,Richardson,11596.428899999999
474,Lavern,Orr,3644.0449999999996
475,Alec,Peck,1139.981
476,Christopher,Richardson,1394.9814000000001
477,Arminda,Weber,1044.981
478,Emmett,Hahn,4700.0626999999995
479,Gertha,Mejia,8109.950500000001
480,Garland,Weaver,3074.2065
481,Jayson,Rutledge,6947.9474
483,Gayla,Sims,1519.2
484,Chelsey,Boyd,6332.9424
485,Catherine,Miles,1635.5468
486,Valeri,Marshall,5834.135700000001
487,Grace,Madden,1450.0230000000001
488,Joaquin,Hawkins,6259.264999999999
489,Kirstie,Vazquez,2853.9629999999997
490,Yu,Mcdonald,6804.957999999999
491,Celestine,Jacobs,6971.5536999999995
492,Justa,Thompson,9927.5559
494,Pearl,Fox,1494.9553999999998
495,Travis,Goodman,2446.9410000000003
496,Shu,Mays,8056.767999999999
497,Ezra,Fowler,2958.3021
498,Edda,Young,3238.9624000000003
499,Lidia,Ashley,9704.9449
500,Moira,Lester,6196.644399999999
502,Malinda,Baxter,2312.4447
503,Marlo,Jefferson,13242.962
504,Tiana,Henderson,1200.542
505,Wilda,Petersen,6813.7535
506,Irving,Pitts,8359.215999999999
507,Sheree,Pena,3022.8714999999997
509,Terra,Pickett,11787.5533
510,Faustino,Delacruz,2346.6624
511,Julienne,Moody,1277.966
512,Hee,Greer,3509.973
515,Reita,Dickson,3766.6347
516,Rosa,Kinney,1499.966
517,Buford,Gilbert,9044.927
518,Homer,Powers,3039.9809999999998
519,Rudolf,Gilliam,2747.2395
520,Andreas,Herman,2754.9905
521,Max,Charles,3998.362
522,Tammera,Fischer,1196.9665
523,Joshua,Robertson,1519.981
524,Larraine,Horn,5017.8551
525,Andreas,Mayer,18114.9309
526,Lazaro,Moran,4422.9400000000005
527,Afton,Juarez,4279.5725
529,Ellena,Clements,7568.0544
530,Selene,Austin,5382.0464
531,Kimberely,Bowen,15087.2644
533,Garret,Clay,3346.0319
534,Alejandro,Haney,16846.953999999998
535,Inge,Olsen,1759.976
536,Christiane,Bradford,8376.9244
537,Carter,Bentley,4318.0054
538,Sherie,Ayala,7042.6724
540,Shery,Randolph,7251.9655
541,Lanita,Burton,11406.4285
542,Timothy,Byers,2501.764
543,Jasmin,Young,10336.9624
544,Catarina,Mendez,9908.4642
545,Tajuana,Rollins,7782.873
546,Thad,Castro,2197.9500000000003
547,Tena,Huber,11183.0434
548,Dori,Alvarez,1949.6364999999998
550,Felicidad,Golden,10794.3537
552,Lea,Key,2449.7545999999998
553,Rory,Cooper,2197.892
554,Hilde,Nieves,4459.2184
555,Marry,Benjamin,4654.9529999999995
556,Vernell,Goff,1902.5629000000001
559,Basilia,Thornton,9408.787799999998
560,Tricia,Daniels,3502.4932
562,Alejandro,Norman,2509.881
563,Rodney,Odom,1703.6815000000001
564,Bettie,Pierce,8392.9437
565,Dagny,Owen,5578.1307
566,Cinthia,Poole,4458.955
567,Sheila,Travis,5579.962799999999
568,Arcelia,Vinson,6479.9439999999995
569,Lucas,Estes,7105.775100000001
570,Marissa,Summers,1556.7828
571,Kaley,Blanchard,6578.929099999999
573,Rubye,Mccall,1229.092
574,Adriene,Rivera,6462.4635
575,Laurence,Christian,2222.8722
576,Shirely,Stanley,10574.9624
577,Danille,Mcfarland,5909.614799999999
578,Salena,Day,8342.938999999998
579,Matilda,Larson,6397.4717
580,Mellisa,Kim,2975.9907
581,Vonda,Berger,7824.0401
582,Soledad,Moses,3168.5541000000003
583,Lashandra,Turner,11578.6544
584,Lynne,Anderson,2090.6642
587,Euna,Lopez,8763.964399999999
588,Cherelle,Key,1052.963
589,Jeffry,Church,1512.891
590,Cyndi,Dyer,1655.0719
591,Danilo,Holmes,1646.3814000000002
594,Deanne,Parsons,9942.14
595,Frederica,Rojas,13191.9384
596,Emelda,Dickerson,1422.4825
597,Rudolf,Moran,4017.4401
598,Benito,Hendrix,9645.3834
599,Jonell,Rivas,3535.2759
600,Joi,Reeves,4038.5027
603,Genevieve,Juarez,4890.3654
605,Renita,Henry,5442.0740000000005
606,Sarah,Kirkland,4387.966
607,Paul,Lester,17580.716800000002
609,Eliana,Reese,11035.847999999998
610,Leonore,Dorsey,8696.072
611,Ashleigh,Frank,5219.982
612,Gabriel,Wagner,4196.0278
614,Toshia,Cardenas,3935.968
615,Jamika,Blanchard,4911.4379
616,Shery,Acosta,3372.138
618,Skye,Pope,3159.926
619,Ana,Palmer,4100.4358999999995
620,Eric,Hardin,2065.9827
621,Basil,Ballard,1553.965
623,Cayla,Johnson,1253.981
624,Sharika,Colon,4271.1134
625,Donnetta,Henson,3860.1454
626,Leigh,Burke,7022.962399999999
627,Deloris,Larson,11479.5394
628,Ehtel,Cobb,3105.9644
629,Evelina,Byrd,1754.146
630,Zulema,Browning,1265.9724
631,Tressa,Weiss,6749.9734
632,Yvette,Rogers,2599.168
634,Taylor,Cole,1364.944
635,Myrtie,James,1502.963
636,Ashton,Lott,2635.122
637,Kara,Higgins,8127.946900000001
638,Tomeka,Higgins,1832.0628000000002
639,Ronald,Parsons,2420.553
640,Allison,Nolan,5809.4774
641,Derrick,Marks,3563.0245
643,Melba,Wilkinson,5224.5464
644,Valentin,Mclaughlin,4001.9184
645,Lewis,Garner,3818.2929999999997
646,Ann,Heath,6468.2263
647,Janelle,Maldonado,1353.748
648,Catrice,Hicks,3475.8442999999997
649,Eli,Contreras,8550.0527
650,Rita,Bailey,2701.1742000000004
651,Laure,Pena,16890.1469
652,Tilda,Melton,1063.8921
653,Florencio,Davenport,3191.9524999999994
656,Romana,Barnes,1094.975
657,Sam,Lester,3633.3590000000004
660,Shara,Pope,5959.0657
661,Trena,Hudson,9287.9439
662,Loraine,Sykes,3960.4315
663,Alissa,Hood,14567.157
664,Augustus,Schmidt,1272.7839999999999
665,Stacie,Sims,7040.846399999999
666,Brittni,Green,8570.966499999999
667,Etsuko,Garrison,2827.9494
668,Calandra,Stanton,2100.9224999999997
669,Willis,Randolph,2899.4846
670,Shawnda,Glover,3586.707
672,Elma,Molina,7111.0354
673,Adam,Henderson,3695.4745
674,Ira,Moore,1402.774
675,Kermit,Bowman,7253.6195
678,Myron,Johns,1673.9907
679,Tuan,Wolfe,3038.3214000000003
680,Mathilda,Pennington,1987.966
681,Reatha,Perez,13130.8288
682,Arnita,Thomas,4799.9839999999995
686,Darcel,Harmon,3816.4624
687,Cecilia,Camacho,7971.2261
688,Pearlie,Cochran,3347.9814
689,Deirdre,Ryan,6803.9719
690,Yevette,Elliott,12104.786
691,Ladawn,Downs,4067.6639999999998
692,Dorothea,Chang,13821.530999999999
694,Lanie,Dunn,3531.3039000000003
695,Christoper,Gould,1006.981
696,Norine,Huffman,6240.553999999999
698,Charleen,Joyner,1585.156
699,Zella,Fernandez,1422.963
700,Collene,Knox,12541.763399999998
701,Alysia,Nicholson,5126.953100000001
702,Sharie,Whitaker,6762.1399
705,Camille,Harvey,3463.545
706,Lolita,O'neill,2452.948
707,Terese,Briggs,1559.9724999999999
708,Majorie,Glover,1899.981
709,Vinnie,Chan,3359.9717
710,Ezra,Silva,1765.1307000000002
711,Jovita,Bishop,4436.6034
712,Kecia,Olsen,3065.9825
713,Ilona,Spears,8712.846599999999
715,Larae,Carney,10187.945099999999
716,Sebrina,Hart,3591.27
717,Kristofer,Craig,6659.9627
719,Nicki,Fry,1006.981
720,Devin,Shaffer,1389.772
722,Camila,Carroll,3292.0046
723,Vicki,Wiggins,6074.0482
724,Lois,Steele,6152.6533
726,Rochell,Cantrell,7176.214899999999
727,Kasha,Sullivan,7855.240499999999
728,Viva,Dawson,7918.8446
730,Andria,Rivers,4327.0254
731,Hilary,Savage,1652.981
732,Lavona,Austin,8975.157
734,Alina,Mcleod,13287.526199999998
735,Aide,Franco,2605.2824
736,Genny,Hensley,4507.6134
737,Melita,Dominguez,2748.7464
738,Fannie,Jenkins,9532.3529
739,Bobbi,Banks,4746.6324
740,Gwenn,Melton,1644.5165000000002
741,Laci,Castro,1349.982
742,Evelina,Manning,4617.758
744,Laurel,Schultz,5923.9551
745,Carolyne,Conley,1692.5721
747,Margret,Barnett,11831.3359
748,Oliva,Blackwell,6382.9455
749,Oralia,Farley,5893.555
750,Romaine,Salazar,1307.6225
751,Hermila,Mckay,5498.3679999999995
753,Mandi,Gibbs,1022.9814
754,Hue,May,6887.1357
755,Tomika,Wilder,9210.7184
756,Graig,Roth,4318.4515
757,Lamar,Greer,2511.4647
758,Raymonde,Garcia,6169.963
759,Cira,Downs,2214.0537
760,Marisa,Chambers,4105.112999999999
761,Rod,Hatfield,3546.929
762,Quyen,Houston,5537.981699999999
763,Han,Schneider,1525.1628
764,Terrell,Mathis,3163.0426
765,Spring,Hayes,4737.2644
768,Yvone,Yates,6515.955
769,Agatha,Melton,1258.972
770,Lavonda,Stephenson,2208.9745000000003
771,Agnes,Sims,2891.7542000000003
772,Latricia,Lindsey,1174.5654
773,Yolando,Wade,4873.9556999999995
774,Nenita,Mooney,5806.037499999999
777,Ilda,Roberson,2379.4635
778,Corrinne,Garrison,8481.898000000001
779,Major,Merrill,5055.112999999999
780,Ouida,Gregory,11314.073
781,Tajuana,Riddle,4205.9817
782,Ricki,Bullock,7183.3227
783,Celestine,Kent,10998.029499999999
784,Debbra,Jacobson,1194.2817
787,Malisa,Mitchell,7575.3454
789,Tad,Gardner,2195.5747
790,Petronila,Gallegos,2719.4764
791,Yun,Nelson,1189.9825
793,Chantay,Maynard,7327.0401
794,Donette,Mccarthy,9274.9654
795,Mariam,Miranda,2431.165
796,Rosalie,Coffey,1926.5810000000001
797,Cathey,Lamb,1984.073
798,Alyse,Jacobson,11062.417099999999
799,India,Barron,2873.9399999999996
800,Cris,Dunn,8177.054099999999
801,Ophelia,Rodgers,4044.8487
802,Barrett,Sanders,9385.101999999999
803,Bernardina,Cooper,12867.957999999999
806,Reyes,Merritt,4037.9646999999995
807,Nathalie,Knowles,4231.121999999999
808,Vallie,Dixon,8083.9627
809,Elnora,Simpson,15416.156500000001
810,Ivelisse,Nixon,10951.561399999999
811,Shanti,Johnston,1863.966
812,Martha,Burgess,1227.5814
813,Neville,Mcclain,3376.5950999999995
814,Ghislaine,Compton,1754.0464000000002
815,Leanna,Manning,10620.0449
816,Marshall,Johnson,1669.9825
817,Zelda,Pratt,2252.915
818,Joel,Wynn,2419.7634
819,Yahaira,Robertson,4784.1587
820,Sandy,Mills,3229.9525000000003
822,Kristy,Watkins,1396.4905
823,Tina,Bush,3464.0224
824,Veronika,Rollins,10132.3624
825,Kristel,Byrd,1934.9634
826,Shay,Stephenson,3671.7054
828,Renato,Morton,2716.7650000000003
831,Lory,Berg,4169.9817
832,Pamala,Fowler,3146.4644999999996
833,Leone,Emerson,5779.817499999999
834,Brain,Skinner,1694.0557
835,Roseanne,Maynard,1485.4635
836,Corinna,Adams,9161.946
837,Kellye,Campbell,6829.531
838,Erna,Sloan,9849.074
839,Carolann,Russell,4521.8839
840,Gilbert,Calhoun,15097.905999999999
841,Manie,Maxwell,1546.384
843,Tessie,Farmer,1351.7223999999999
844,Felica,Munoz,10186.628499999999
845,Kathyrn,Bush,2011.4625999999998
848,Ernestina,Skinner,4991.9665
849,Phyllis,Hill,1034.2827
853,Brittney,Rojas,7601.154699999999
854,Phylis,Adkins,1972.9624
855,Lean,Stark,2008.7628
856,Lara,Guy,3659.9824999999996
858,Klara,Kim,1804.8564999999999
859,Julianne,Shannon,7659.338099999999
861,Olympia,Figueroa,4169.9815
862,Mellie,Puckett,5835.857999999999
863,Shonta,Preston,5801.934
864,Lore,Sykes,3390.4649999999997
865,Julia,Joyner,3995.6247000000003
866,Lynwood,Jackson,6843.9442
867,Rosalva,Hamilton,10529.963
868,Domingo,Casey,1311.2907
869,Rodrigo,Durham,1037.3715
870,Dwain,Carlson,8309.4449
871,Erlinda,Humphrey,11588.6474
872,Silas,Tate,2497.9559
873,Patience,Clayton,3278.054
874,Mila,Good,1344.792
876,Onita,Macdonald,1525.1539
877,Janine,Manning,7783.421899999999
878,Melodie,Melton,7984.938999999999
879,Ethelyn,Ray,1276.975
880,Phebe,Turner,11120.3254
881,Chloe,Patel,1367.0907
882,Hilda,Harvey,6229.1214
883,Gilberte,Duke,13107.440999999999
885,Janna,Hayden,4624.9376999999995
886,Letisha,May,9927.2049
887,Graig,Cannon,4369.344499999999
888,Coleen,Navarro,10728.4385
890,Rosanne,George,3750.8732
892,Alissa,Craft,2754.9905
893,Letty,Cobb,8820.1505
894,Nathaniel,Richard,4495.2725
895,Elaina,Key,6929.1049
896,Stefani,Gamble,6715.434
898,Crysta,Velez,3567.561
