customer_id,first_name,last_name,email,number_of_categories
83,Tiesha,Daniel,tiesha.daniel@yahoo.com,4
84,Armand,Whitehead,armand.whitehead@hotmail.com,4
86,Lissa,Vargas,lissa.vargas@yahoo.com,4
90,Marjorie,Logan,marjorie.logan@msn.com,4
94,Sharyn,Hopkins,sharyn.hopkins@hotmail.com,4
104,Katharina,Bates,katharina.bates@gmail.com,4
110,Ollie,Zimmerman,ollie.zimmerman@yahoo.com,4
113,Eliana,Silva,eliana.silva@gmail.com,4
116,Merlene,Vinson,merlene.vinson@gmail.com,4
124,Jeni,Booker,jeni.booker@gmail.com,4
138,Jone,Bernard,jone.bernard@hotmail.com,4
140,Cleopatra,Tate,cleopatra.tate@aol.com,4
167,Loreta,Johnston,loreta.johnston@yahoo.com,4
169,Karla,Kirk,karla.kirk@yahoo.com,4
170,Regine,Gonzales,regine.gonzales@gmail.com,4
172,Jeanie,Kirkland,jeanie.kirkland@aol.com,4
175,Nova,Hess,nova.hess@msn.com,4
176,Carley,Reynolds,carley.reynolds@gmail.com,4
197,Andy,O'neill,andy.o'neill@msn.com,4
203,Minerva,Decker,minerva.decker@yahoo.com,4
208,Denis,Logan,denis.logan@msn.com,4
220,Lucio,Sherman,lucio.sherman@gmail.com,4
239,Felice,Guzman,felice.guzman@hotmail.com,4
255,Flossie,Holder,flossie.holder@msn.com,4
272,Deja,Chaney,deja.chaney@hotmail.com,4
274,Josh,Shaw,josh.shaw@gmail.com,4
279,Justina,Long,justina.long@aol.com,4
292,Monty,Frost,monty.frost@aol.com,4
303,Rolanda,Larsen,rolanda.larsen@yahoo.com,4
344,Herta,Rollins,herta.rollins@msn.com,4
354,Tonda,Armstrong,tonda.armstrong@aol.com,4
375,Yan,Trevino,yan.trevino@gmail.com,4
380,Alesia,Horne,alesia.horne@aol.com,4
437,Laureen,Barry,laureen.barry@yahoo.com,4
443,Ayana,Keith,ayana.keith@hotmail.com,4
453,Courtney,Wyatt,courtney.wyatt@gmail.com,4
463,Jerlene,Rios,jerlene.rios@yahoo.com,4
473,Lashawna,Richardson,lashawna.richardson@hotmail.com,4
499,Lidia,Ashley,lidia.ashley@hotmail.com,4
517,Buford,Gilbert,buford.gilbert@yahoo.com,4
525,Andreas,Mayer,andreas.mayer@hotmail.com,4
529,Ellena,Clements,ellena.clements@aol.com,4
538,Sherie,Ayala,sherie.ayala@msn.com,4
541,Lanita,Burton,lanita.burton@msn.com,4
544,Catarina,Mendez,catarina.mendez@hotmail.com,4
554,Hilde,Nieves,hilde.nieves@gmail.com,4
559,Basilia,Thornton,basilia.thornton@hotmail.com,4
560,Tricia,Daniels,tricia.daniels@gmail.com,4
568,Arcelia,Vinson,arcelia.vinson@gmail.com,4
569,Lucas,Estes,lucas.estes@yahoo.com,4
578,Salena,Day,salena.day@msn.com,4
583,Lashandra,Turner,lashandra.turner@hotmail.com,4
594,Deanne,Parsons,deanne.parsons@aol.com,4
651,Laure,Pena,laure.pena@yahoo.com,4
672,Elma,Molina,elma.molina@msn.com,4
723,Vicki,Wiggins,vicki.wiggins@hotmail.com,4
726,Rochell,Cantrell,rochell.cantrell@yahoo.com,4
730,Andria,Rivers,andria.rivers@aol.com,4
734,Alina,Mcleod,alina.mcleod@msn.com,4
738,Fannie,Jenkins,fannie.jenkins@msn.com,4
748,Oliva,Blackwell,oliva.blackwell@hotmail.com,4
754,Hue,May,hue.may@aol.com,4
783,Celestine,Kent,celestine.kent@aol.com,4
798,Alyse,Jacobson,alyse.jacobson@yahoo.com,4
810,Ivelisse,Nixon,ivelisse.nixon@aol.com,4
819,Yahaira,Robertson,yahaira.robertson@yahoo.com,4
833,Leone,Emerson,leone.emerson@msn.com,4
844,Felica,Munoz,felica.munoz@aol.com,4
864,Lore,Sykes,lore.sykes@aol.com,4
878,Melodie,Melton,melodie.melton@yahoo.com,4
885,Janna,Hayden,janna.hayden@msn.com,4
886,Letisha,May,letisha.may@yahoo.com,4
887,Graig,Cannon,graig.cannon@gmail.com,4
893,Letty,Cobb,letty.cobb@msn.com,4
903,Maira,Long,maira.long@msn.com,4
910,Elenore,William,elenore.william@msn.com,4
916,Alishia,Elliott,alishia.elliott@aol.com,4
919,Ruthanne,Hoover,ruthanne.hoover@aol.com,4
922,Elvia,Cardenas,elvia.cardenas@hotmail.com,4
929,Thurman,Ellis,thurman.ellis@gmail.com,4
939,Maximina,Hutchinson,maximina.hutchinson@hotmail.com,4
945,Krissy,Ochoa,krissy.ochoa@msn.com,4
953,Kattie,Stevenson,kattie.stevenson@aol.com,4
958,Ciera,Koch,ciera.koch@gmail.com,4
961,Iva,Wilcox,iva.wilcox@aol.com,4
965,Margit,Osborn,margit.osborn@yahoo.com,4
971,Samual,Warner,samual.warner@gmail.com,4
985,Milagros,Weber,milagros.weber@hotmail.com,4
989,Loreen,Byers,loreen.byers@yahoo.com,4
995,Amina,Salazar,amina.salazar@aol.com,4
1010,Katia,Henry,katia.henry@msn.com,4
1020,Lorraine,Marks,lorraine.marks@msn.com,4
1031,Tonja,Bean,tonja.bean@aol.com,4
1057,Conchita,Boone,conchita.boone@gmail.com,4
1078,Theresia,Barron,theresia.barron@aol.com,4
1081,Carson,Macias,carson.macias@gmail.com,4
1091,Risa,Gallagher,risa.gallagher@yahoo.com,4
1115,Lina,Meadows,lina.meadows@aol.com,4
1122,Cicely,Deleon,cicely.deleon@yahoo.com,4
1131,Desmond,Rose,desmond.rose@hotmail.com,4
1132,Parthenia,Holman,parthenia.holman@gmail.com,4
1147,Kandace,Ayers,kandace.ayers@gmail.com,4
1148,Lenore,Valdez,lenore.valdez@msn.com,4
1152,Tuyet,Rosa,tuyet.rosa@aol.com,4
1163,Carmela,Hays,carmela.hays@aol.com,4
1165,Rikki,Morrow,rikki.morrow@hotmail.com,4
1201,Nita,Guy,nita.guy@hotmail.com,4
1203,Georgeann,Rojas,georgeann.rojas@msn.com,4
1206,Mercy,Brown,mercy.brown@msn.com,4
1237,Luke,Kramer,luke.kramer@hotmail.com,4
1245,Gabriela,Warren,gabriela.warren@aol.com,4
1261,Adelaida,Hancock,adelaida.hancock@aol.com,4
1282,Alexis,Mack,alexis.mack@aol.com,4
1304,Tama,Berg,tama.berg@hotmail.com,4
1307,Cinda,Rocha,cinda.rocha@hotmail.com,4
1311,Whitley,Cannon,whitley.cannon@msn.com,4
1319,Claris,Santiago,claris.santiago@msn.com,4
1328,Cindie,Franklin,cindie.franklin@yahoo.com,4
1333,Omega,Huff,omega.huff@aol.com,4
1334,Ashleigh,Finch,ashleigh.finch@yahoo.com,4
1350,Annett,Rush,annett.rush@hotmail.com,4
1360,Latashia,Travis,latashia.travis@yahoo.com,4
1374,Juliane,Dillard,juliane.dillard@aol.com,4
1395,Eliseo,Knight,eliseo.knight@msn.com,4
1398,Nevada,Hood,nevada.hood@aol.com,4
1404,Loyce,Conway,loyce.conway@aol.com,4
1406,Farrah,Orr,farrah.orr@msn.com,4
1411,Shanda,Stevenson,shanda.stevenson@yahoo.com,4
1423,Dollie,Cervantes,dollie.cervantes@aol.com,4
1435,Merrie,Fowler,merrie.fowler@aol.com,4
1436,Macie,Ayers,macie.ayers@msn.com,4
1439,Florrie,Little,florrie.little@yahoo.com,4
11,Deshawn,Mendoza,deshawn.mendoza@yahoo.com,3
34,Brittney,Woodward,brittney.woodward@aol.com,3
36,Bernita,Mcdaniel,bernita.mcdaniel@hotmail.com,3
41,Kathie,Freeman,kathie.freeman@msn.com,3
44,Onita,Johns,onita.johns@msn.com,3
45,Bennett,Armstrong,bennett.armstrong@aol.com,3
48,Cesar,Jackson,cesar.jackson@gmail.com,3
51,Gertrud,Rhodes,gertrud.rhodes@aol.com,3
56,Lolita,Mosley,lolita.mosley@hotmail.com,3
57,Pamala,Henry,pamala.henry@aol.com,3
60,Neil,Mccall,neil.mccall@gmail.com,3
69,Katelin,Kennedy,katelin.kennedy@gmail.com,3
70,Tomasa,Carson,tomasa.carson@aol.com,3
81,Zina,Bonner,zina.bonner@hotmail.com,3
88,Titus,Bullock,titus.bullock@gmail.com,3
89,Arvilla,Osborn,arvilla.osborn@gmail.com,3
97,Louanne,Martin,louanne.martin@hotmail.com,3
98,Violet,Valenzuela,violet.valenzuela@msn.com,3
99,Carie,Kidd,carie.kidd@yahoo.com,3
105,Marget,Hodge,marget.hodge@msn.com,3
108,Shae,Hickman,shae.hickman@hotmail.com,3
112,Yuk,Vega,yuk.vega@yahoo.com,3
115,Rey,Lindsay,rey.lindsay@gmail.com,3
119,Thalia,Dillard,thalia.dillard@yahoo.com,3
122,Shena,Carter,shena.carter@yahoo.com,3
126,Lavina,Dejesus,lavina.dejesus@msn.com,3
132,Boyd,Irwin,boyd.irwin@hotmail.com,3
133,Delbert,Wilkins,delbert.wilkins@aol.com,3
145,Miquel,Neal,miquel.neal@hotmail.com,3
146,Stefany,Potter,stefany.potter@gmail.com,3
151,Joesph,Delacruz,joesph.delacruz@aol.com,3
152,Katherina,Odom,katherina.odom@yahoo.com,3
155,Lory,Page,lory.page@hotmail.com,3
161,Crystle,Gilliam,crystle.gilliam@yahoo.com,3
165,Jeromy,Burch,jeromy.burch@msn.com,3
171,Miriam,Baker,miriam.baker@hotmail.com,3
178,Genoveva,Tyler,genoveva.tyler@gmail.com,3
181,Olevia,Pitts,olevia.pitts@gmail.com,3
182,Jenniffer,Bullock,jenniffer.bullock@msn.com,3
184,Klara,Stanley,klara.stanley@aol.com,3
187,Hedwig,Paul,hedwig.paul@msn.com,3
188,Sharla,Flynn,sharla.flynn@hotmail.com,3
190,Toya,Pratt,toya.pratt@yahoo.com,3
191,Graciela,Barber,graciela.barber@hotmail.com,3
195,Addie,Hahn,addie.hahn@hotmail.com,3
196,Edythe,Valencia,edythe.valencia@yahoo.com,3
198,Luis,Tyler,luis.tyler@gmail.com,3
199,Clelia,Workman,clelia.workman@yahoo.com,3
201,Candis,Harding,candis.harding@gmail.com,3
205,Harris,Pittman,harris.pittman@yahoo.com,3
207,Michel,Blankenship,michel.blankenship@msn.com,3
214,Ross,Pugh,ross.pugh@msn.com,3
215,Judith,Finley,judith.finley@hotmail.com,3
216,Wai,Soto,wai.soto@msn.com,3
218,Casey,Gill,casey.gill@gmail.com,3
225,Barbera,Riggs,barbera.riggs@aol.com,3
230,Chelsey,Hardin,chelsey.hardin@hotmail.com,3
240,Le,Deleon,le.deleon@msn.com,3
243,Natosha,Rowland,natosha.rowland@aol.com,3
245,Delila,Hamilton,delila.hamilton@yahoo.com,3
251,Kasie,Rodriquez,kasie.rodriquez@aol.com,3
254,Cristobal,Hutchinson,cristobal.hutchinson@gmail.com,3
257,Earl,Stanley,earl.stanley@gmail.com,3
259,Johnathan,Velazquez,johnathan.velazquez@hotmail.com,3
262,Rubin,Decker,rubin.decker@gmail.com,3
263,Dortha,Jarvis,dortha.jarvis@yahoo.com,3
269,Barton,Crosby,barton.crosby@msn.com,3
276,Lavette,Wright,lavette.wright@msn.com,3
277,Mark,Garrett,mark.garrett@msn.com,3
280,Brenda,Tate,brenda.tate@msn.com,3
282,Randolph,Chase,randolph.chase@yahoo.com,3
287,Mireille,Puckett,mireille.puckett@hotmail.com,3
291,Boyce,Burks,boyce.burks@gmail.com,3
295,Danny,Kim,danny.kim@msn.com,3
298,Jennie,Middleton,jennie.middleton@gmail.com,3
301,Annett,Garrett,annett.garrett@yahoo.com,3
306,Vikki,Erickson,vikki.erickson@yahoo.com,3
308,Mazie,Fernandez,mazie.fernandez@hotmail.com,3
309,Anderson,Martin,anderson.martin@hotmail.com,3
314,Javier,Nichols,javier.nichols@msn.com,3
316,Hortencia,Graham,hortencia.graham@aol.com,3
318,Eliz,Whitney,eliz.whitney@msn.com,3
322,Merideth,Preston,merideth.preston@yahoo.com,3
326,Shiela,Calderon,shiela.calderon@msn.com,3
327,Sharie,Alvarez,sharie.alvarez@msn.com,3
328,Bettie,Glover,bettie.glover@gmail.com,3
332,Reena,Higgins,reena.higgins@gmail.com,3
334,Somer,Jordan,somer.jordan@msn.com,3
337,Majorie,Wyatt,majorie.wyatt@yahoo.com,3
339,Tamela,Harrell,tamela.harrell@aol.com,3
350,Christoper,Mccall,christoper.mccall@msn.com,3
351,Margorie,Wynn,margorie.wynn@gmail.com,3
352,Josef,Greer,josef.greer@gmail.com,3
360,Van,Peters,van.peters@yahoo.com,3
362,Olevia,Noel,olevia.noel@yahoo.com,3
374,Candelaria,Coffey,candelaria.coffey@aol.com,3
384,Aimee,Merritt,aimee.merritt@yahoo.com,3
386,Nelle,Beck,nelle.beck@aol.com,3
396,Laverna,Hernandez,laverna.hernandez@hotmail.com,3
400,Alfredo,Dodson,alfredo.dodson@hotmail.com,3
402,Kerrie,Morton,kerrie.morton@hotmail.com,3
407,Dannette,Guerrero,dannette.guerrero@gmail.com,3
408,Edra,Fitzgerald,edra.fitzgerald@msn.com,3
410,Conception,Slater,conception.slater@gmail.com,3
411,Octavia,Case,octavia.case@aol.com,3
415,Gwendolyn,Miller,gwendolyn.miller@msn.com,3
420,Vince,Schneider,vince.schneider@hotmail.com,3
421,Iola,Rasmussen,iola.rasmussen@yahoo.com,3
426,Daisy,Ward,daisy.ward@msn.com,3
428,Hipolito,Padilla,hipolito.padilla@hotmail.com,3
435,Izola,Hobbs,izola.hobbs@gmail.com,3
440,Yevette,Todd,yevette.todd@aol.com,3
441,Dorthea,Walker,dorthea.walker@aol.com,3
444,Caridad,Compton,caridad.compton@aol.com,3
447,Chasidy,Tran,chasidy.tran@msn.com,3
450,Ellsworth,Michael,ellsworth.michael@yahoo.com,3
459,Latosha,Dalton,latosha.dalton@yahoo.com,3
461,Effie,Jenkins,effie.jenkins@msn.com,3
462,Efren,Oliver,efren.oliver@gmail.com,3
464,Bess,Mcbride,bess.mcbride@yahoo.com,3
467,Clare,Neal,clare.neal@msn.com,3
469,Micki,Rutledge,micki.rutledge@aol.com,3
472,Myron,Ruiz,myron.ruiz@gmail.com,3
478,Emmett,Hahn,emmett.hahn@hotmail.com,3
479,Gertha,Mejia,gertha.mejia@yahoo.com,3
480,Garland,Weaver,garland.weaver@gmail.com,3
485,Catherine,Miles,catherine.miles@msn.com,3
486,Valeri,Marshall,valeri.marshall@hotmail.com,3
487,Grace,Madden,grace.madden@gmail.com,3
491,Celestine,Jacobs,celestine.jacobs@gmail.com,3
492,Justa,Thompson,justa.thompson@aol.com,3
500,Moira,Lester,moira.lester@msn.com,3
502,Malinda,Baxter,malinda.baxter@yahoo.com,3
505,Wilda,Petersen,wilda.petersen@aol.com,3
506,Irving,Pitts,irving.pitts@msn.com,3
509,Terra,Pickett,terra.pickett@aol.com,3
515,Reita,Dickson,reita.dickson@hotmail.com,3
519,Rudolf,Gilliam,rudolf.gilliam@aol.com,3
521,Max,Charles,max.charles@gmail.com,3
524,Larraine,Horn,larraine.horn@msn.com,3
526,Lazaro,Moran,lazaro.moran@gmail.com,3
527,Afton,Juarez,afton.juarez@gmail.com,3
530,Selene,Austin,selene.austin@msn.com,3
531,Kimberely,Bowen,kimberely.bowen@hotmail.com,3
534,Alejandro,Haney,alejandro.haney@msn.com,3
536,Christiane,Bradford,christiane.bradford@gmail.com,3
537,Carter,Bentley,carter.bentley@yahoo.com,3
542,Timothy,Byers,timothy.byers@msn.com,3
543,Jasmin,Young,jasmin.young@gmail.com,3
545,Tajuana,Rollins,tajuana.rollins@msn.com,3
547,Tena,Huber,tena.huber@gmail.com,3
548,Dori,Alvarez,dori.alvarez@msn.com,3
552,Lea,Key,lea.key@yahoo.com,3
555,Marry,Benjamin,marry.benjamin@yahoo.com,3
556,Vernell,Goff,vernell.goff@msn.com,3
563,Rodney,Odom,rodney.odom@yahoo.com,3
564,Bettie,Pierce,bettie.pierce@gmail.com,3
566,Cinthia,Poole,cinthia.poole@aol.com,3
571,Kaley,Blanchard,kaley.blanchard@msn.com,3
575,Laurence,Christian,laurence.christian@gmail.com,3
576,Shirely,Stanley,shirely.stanley@gmail.com,3
577,Danille,Mcfarland,danille.mcfarland@msn.com,3
581,Vonda,Berger,vonda.berger@yahoo.com,3
595,Frederica,Rojas,frederica.rojas@yahoo.com,3
596,Emelda,Dickerson,emelda.dickerson@aol.com,3
600,Joi,Reeves,joi.reeves@msn.com,3
603,Genevieve,Juarez,genevieve.juarez@gmail.com,3
605,Renita,Henry,renita.henry@msn.com,3
607,Paul,Lester,paul.lester@gmail.com,3
609,Eliana,Reese,eliana.reese@hotmail.com,3
610,Leonore,Dorsey,leonore.dorsey@yahoo.com,3
612,Gabriel,Wagner,gabriel.wagner@msn.com,3
614,Toshia,Cardenas,toshia.cardenas@gmail.com,3
615,Jamika,Blanchard,jamika.blanchard@gmail.com,3
619,Ana,Palmer,ana.palmer@yahoo.com,3
624,Sharika,Colon,sharika.colon@gmail.com,3
625,Donnetta,Henson,donnetta.henson@hotmail.com,3
632,Yvette,Rogers,yvette.rogers@aol.com,3
637,Kara,Higgins,kara.higgins@aol.com,3
643,Melba,Wilkinson,melba.wilkinson@gmail.com,3
645,Lewis,Garner,lewis.garner@gmail.com,3
648,Catrice,Hicks,catrice.hicks@yahoo.com,3
653,Florencio,Davenport,florencio.davenport@yahoo.com,3
657,Sam,Lester,sam.lester@gmail.com,3
661,Trena,Hudson,trena.hudson@hotmail.com,3
662,Loraine,Sykes,loraine.sykes@yahoo.com,3
663,Alissa,Hood,alissa.hood@gmail.com,3
667,Etsuko,Garrison,etsuko.garrison@yahoo.com,3
675,Kermit,Bowman,kermit.bowman@gmail.com,3
681,Reatha,Perez,reatha.perez@aol.com,3
686,Darcel,Harmon,darcel.harmon@msn.com,3
687,Cecilia,Camacho,cecilia.camacho@yahoo.com,3
690,Yevette,Elliott,yevette.elliott@aol.com,3
691,Ladawn,Downs,ladawn.downs@yahoo.com,3
694,Lanie,Dunn,lanie.dunn@gmail.com,3
701,Alysia,Nicholson,alysia.nicholson@hotmail.com,3
702,Sharie,Whitaker,sharie.whitaker@hotmail.com,3
706,Lolita,O'neill,lolita.o'neill@aol.com,3
711,Jovita,Bishop,jovita.bishop@aol.com,3
713,Ilona,Spears,ilona.spears@gmail.com,3
715,Larae,Carney,larae.carney@msn.com,3
717,Kristofer,Craig,kristofer.craig@yahoo.com,3
727,Kasha,Sullivan,kasha.sullivan@hotmail.com,3
728,Viva,Dawson,viva.dawson@yahoo.com,3
732,Lavona,Austin,lavona.austin@yahoo.com,3
735,Aide,Franco,aide.franco@msn.com,3
740,Gwenn,Melton,gwenn.melton@yahoo.com,3
744,Laurel,Schultz,laurel.schultz@hotmail.com,3
747,Margret,Barnett,margret.barnett@gmail.com,3
749,Oralia,Farley,oralia.farley@hotmail.com,3
751,Hermila,Mckay,hermila.mckay@yahoo.com,3
755,Tomika,Wilder,tomika.wilder@aol.com,3
756,Graig,Roth,graig.roth@aol.com,3
757,Lamar,Greer,lamar.greer@gmail.com,3
759,Cira,Downs,cira.downs@gmail.com,3
760,Marisa,Chambers,marisa.chambers@msn.com,3
761,Rod,Hatfield,rod.hatfield@hotmail.com,3
764,Terrell,Mathis,terrell.mathis@aol.com,3
765,Spring,Hayes,spring.hayes@hotmail.com,3
768,Yvone,Yates,yvone.yates@gmail.com,3
771,Agnes,Sims,agnes.sims@aol.com,3
774,Nenita,Mooney,nenita.mooney@hotmail.com,3
790,Petronila,Gallegos,petronila.gallegos@gmail.com,3
793,Chantay,Maynard,chantay.maynard@gmail.com,3
794,Donette,Mccarthy,donette.mccarthy@yahoo.com,3
795,Mariam,Miranda,mariam.miranda@aol.com,3
799,India,Barron,india.barron@msn.com,3
800,Cris,Dunn,cris.dunn@yahoo.com,3
801,Ophelia,Rodgers,ophelia.rodgers@gmail.com,3
802,Barrett,Sanders,barrett.sanders@aol.com,3
803,Bernardina,Cooper,bernardina.cooper@msn.com,3
806,Reyes,Merritt,reyes.merritt@yahoo.com,3
813,Neville,Mcclain,neville.mcclain@yahoo.com,3
815,Leanna,Manning,leanna.manning@yahoo.com,3
828,Renato,Morton,renato.morton@msn.com,3
832,Pamala,Fowler,pamala.fowler@gmail.com,3
835,Roseanne,Maynard,roseanne.maynard@yahoo.com,3
836,Corinna,Adams,corinna.adams@msn.com,3
837,Kellye,Campbell,kellye.campbell@gmail.com,3
839,Carolann,Russell,carolann.russell@hotmail.com,3
840,Gilbert,Calhoun,gilbert.calhoun@msn.com,3
843,Tessie,Farmer,tessie.farmer@msn.com,3
853,Brittney,Rojas,brittney.rojas@aol.com,3
858,Klara,Kim,klara.kim@gmail.com,3
866,Lynwood,Jackson,lynwood.jackson@aol.com,3
870,Dwain,Carlson,dwain.carlson@gmail.com,3
872,Silas,Tate,silas.tate@yahoo.com,3
877,Janine,Manning,janine.manning@gmail.com,3
880,Phebe,Turner,phebe.turner@aol.com,3
883,Gilberte,Duke,gilberte.duke@gmail.com,3
888,Coleen,Navarro,coleen.navarro@aol.com,3
890,Rosanne,George,rosanne.george@yahoo.com,3
894,Nathaniel,Richard,nathaniel.richard@gmail.com,3
895,Elaina,Key,elaina.key@msn.com,3
896,Stefani,Gamble,stefani.gamble@aol.com,3
930,Delana,Wagner,delana.wagner@aol.com,3
931,Porter,Bass,porter.bass@hotmail.com,3
933,Lurline,Rivers,lurline.rivers@msn.com,3
936,Sherilyn,Wilcox,sherilyn.wilcox@gmail.com,3
941,Danyell,Dickerson,danyell.dickerson@msn.com,3
951,Steve,Bender,steve.bender@gmail.com,3
952,Aileen,Marquez,aileen.marquez@msn.com,3
956,Venus,Hewitt,venus.hewitt@msn.com,3
960,Arline,Lawson,arline.lawson@gmail.com,3
963,Anisha,Lang,anisha.lang@aol.com,3
967,Laurette,Hebert,laurette.hebert@msn.com,3
973,Margaretta,Clayton,margaretta.clayton@yahoo.com,3
975,Annis,Sanchez,annis.sanchez@aol.com,3
976,Ayanna,Cherry,ayanna.cherry@yahoo.com,3
977,Barton,Cox,barton.cox@yahoo.com,3
979,Ingeborg,Ellison,ingeborg.ellison@yahoo.com,3
983,Marguerite,Berger,marguerite.berger@aol.com,3
987,Louis,Powell,louis.powell@aol.com,3
990,Casimira,Chapman,casimira.chapman@yahoo.com,3
991,Brigida,Larson,brigida.larson@hotmail.com,3
994,Demarcus,Reese,demarcus.reese@gmail.com,3
997,Trinidad,Mcclain,trinidad.mcclain@msn.com,3
998,Heather,Chaney,heather.chaney@yahoo.com,3
999,Latoya,Johns,latoya.johns@hotmail.com,3
1001,Lee,Roman,lee.roman@gmail.com,3
1006,Marjory,Leonard,marjory.leonard@msn.com,3
1007,Jimmy,Russell,jimmy.russell@hotmail.com,3
1012,Josephine,Dale,josephine.dale@aol.com,3
1018,Carita,Salinas,carita.salinas@yahoo.com,3
1019,Janie,Herrera,janie.herrera@gmail.com,3
1024,Coleman,Boyd,coleman.boyd@yahoo.com,3
1027,Shanita,Wiley,shanita.wiley@yahoo.com,3
1028,Shanna,Bonner,shanna.bonner@msn.com,3
1029,Ping,Quinn,ping.quinn@gmail.com,3
1033,Jeannette,Skinner,jeannette.skinner@yahoo.com,3
